Id_Buku,Isbn,Judul_Buku,Penulis,Tahun_Publikasi,Total_Ratings,Rataan_Rating,Jumlah_Halaman,Jumlah_Review,Kode_Bahasa,Format_Buku,Ebook,Penerbit
3700,1557831882,The Graham Greene Film Reader,[David Parkinson],2000,16,4.2,748,2,,Hardcover,FALSE,Applause Books
3701,140186123,Collected Short Stories,[Graham Greene],1993,288,3.98,368,21,eng,Paperback,FALSE,Penguin Books
3703,385089171,The Little Steamroller,"[Graham Greene, Edward Ardizzone]",1974,1,3.5,44,0,,,FALSE,Doubleday
3704,385720351,Loving Graham Greene: A Novel,[Gloria Emerson],2001,54,3.03,192,6,,Paperback,FALSE,Anchor
3705,014018533X,The Third Man & The Fallen Idol,[Graham Greene],1992,1264,3.76,157,107,eng,Paperback,FALSE,Penguin Books Ltd
3706,1591810078,The Tenth Man: The Great Joke (Which Made Lazarus Laugh),"[Wei Wu Wei, Gregory Tucker]",2003,60,4.16,234,5,,Paperback,FALSE,Sentient Publications
3707,671019090,The Tenth Man,[Graham Greene],1998,2810,3.72,160,212,eng,Paperback,FALSE,Washington Square Press
3708,1420818198,Tenth Man,[Matthew Eberz],2005,0,4,368,0,,Paperback,FALSE,Authorhouse
3710,037570387X,The Autograph Man,[Zadie Smith],2003,9285,3.15,347,561,eng,Paperback,FALSE,Vintage
3711,375703861,White Teeth,[Zadie Smith],2001,97811,3.76,448,5439,eng,Paperback,FALSE,Vintage
3712,826453260,Zadie Smith's White Teeth: A Reader's Guide,[Claire Squires],2002,34,3.86,96,2,,Paperback,FALSE,Bloomsbury Academic
3713,8478886869,Dientes blancos,"[Zadie Smith, Ana María de la Fuente]",,175,3.76,528,18,spa,,FALSE,
3714,3426195461,Zähne zeigen,"[Zadie Smith, Ulrike Wasel, Klaus Timmermann]",,35,3.76,642,1,ger,,FALSE,
3716,1557047502,Stranger Than Fiction: The Shooting Script,"[Zach Helm, Marc Forster, Lindsay Doran]",2006,84,4.33,125,10,,Paperback,FALSE,Newmarket Press
3717,385722222,Stranger than Fiction,[Chuck Palahniuk],2005,18185,3.57,233,623,eng,Paperback,FALSE,Anchor
3718,385504489,Stranger Than Fiction: True Stories,[Chuck Palahniuk],2004,323,3.57,256,26,eng,Hardcover,FALSE,Doubleday
3719,158736378X,Stranger Than Fiction,"[Marcia ""Denrique"" Preudhomme]",2005,2,5,152,0,,Paperback,FALSE,Hats Off Books
3720,830813268,Church is Stranger Than Fiction,[Mary Chambers],1990,7,3.14,104,1,,Paperback,FALSE,InterVarsity Press
3721,1893302474,Stranger Than Fiction: An Independent Investigation of the True Culprits Behid 9-11,[Albert D. Pastore],2003,6,3.83,184,0,,Paperback,FALSE,Dandelion Enterprises
3724,312239211,"Truth Stranger Than Fiction: Race, Realism, and the U.S. Literary Marketplace",[Augusta Rohrbach],2002,1,5,176,0,,Hardcover,FALSE,Palgrave Macmillan
3726,671771620,The Hidden Persuaders,[Vance Packard],,14,3.88,242,1,eng,,FALSE,
3729,807821411,Vance Packard & American Social Criticism,[Daniel Horowitz],1994,1,3,400,0,,Hardcover,FALSE,University of North Carolina Press
3730,097884310X,The Hidden Persuaders,"[Vance Packard, Mark Crispin Miller]",2007,718,3.88,240,55,,Paperback,FALSE,Pocket Books
3731,60586540,Great Short Works of Herman Melville,"[Herman Melville, Warner Berthoff]",2004,411,4.03,512,10,eng,Paperback,FALSE,Harper Perennial Modern Classics
3732,1567922694,Selected Poems of Herman Melville,"[Herman Melville, Robert Penn Warren]",2004,11,3.78,512,3,eng,Paperback,FALSE,David R. Godine Publisher
3733,940450097,Redburn / White-Jacket / Moby-Dick,"[Herman Melville, G. Thomas Tanselle]",1983,1021,4.2,1436,72,eng,Hardcover,FALSE,Library of America
3734,940450240,Pierre / Israel Potter / The Piazza Tales / The Confidence-Man / Uncollected Prose / Billy Budd,"[Herman Melville, G. Thomas Tanselle]",1985,339,4.19,1478,17,eng,Hardcover,FALSE,Library of America
3735,873386604,The Poems of Herman Melville,[Douglas Robillard],2000,31,4,349,1,,Paperback,FALSE,Kent State University Press
3736,140431055,Redburn,"[Herman Melville, Harold Beaver]",1976,528,3.61,448,48,eng,Paperback,FALSE,Penguin Classics
3737,393976416,"Melville's Short Novels: Authoritative Texts, Contexts, Criticism","[Herman Melville, Dan McCall]",2001,458,4,408,25,eng,Paperback,FALSE,W. W. Norton & Company
3738,940450003,Typee / Omoo / Mardi,"[Herman Melville, G. Thomas Tanselle]",1982,645,3.55,1333,25,eng,Hardcover,FALSE,Library of America
3739,99267195,Charlotte Sometimes,[Penelope Farmer],2002,16,4.08,198,2,eng,Paperback,FALSE,Red Fox
3740,440700248,Charlotte Sometimes,"[Penelope Farmer, Eleanor Cameron]",,36,4.08,174,3,eng,,FALSE,
3741,7155026,Harriet The Spy,[Louise Fitzhugh],2003,248,3.95,288,15,eng,Paperback,FALSE,Collins
3742,440418194,The Long Secret (Harriet the Spy #2),[Louise Fitzhugh],2002,2269,3.77,288,112,,Paperback,FALSE,Yearling
3743,440416884,"Harriet Spies Again (Harriet the Spy Adventures, #1)",[Helen Ericson],2003,1329,3.84,256,51,eng,Paperback,FALSE,Yearling
3744,385327870,"Harriet the Spy, Double Agent (Harriet the Spy Adventures)",[Maya Gold],2005,1,3.78,160,0,eng,Hardcover,FALSE,Delacorte Books for Young Readers
3745,385900112,Sport (Harriet the Spy Adventures),[Louise Fitzhugh],2001,28,3.72,224,0,,Library Binding,FALSE,Delacorte Books for Young Readers
3746,1576901335,A Guide for Using Harriet the Spy: In the Classroom,[Dona Herweck Rice],1996,1,1,48,0,,Paperback,FALSE,Teacher Created Resources
3750,142002062,"Moonraker (James Bond, #3)",[Ian Fleming],2002,14237,3.73,247,745,eng,Paperback,FALSE,Penguin Books
3751,449235947,Moonraker's Bride,[Madeleine Brent],1978,54,4.3,319,13,eng,Mass Market Paperback,FALSE,Fawcett
3753,340425660,"Moonraker (James Bond, #3)",[Ian Fleming],1989,21,3.73,190,3,,Mass Market Paperback,FALSE,Coronet
3754,862731585,Dr No / Moonraker / Thunderball / From Russia with Love / On Her Majesty's Secret Service / Goldfinger,[Ian Fleming],1984,0,3.98,862,0,eng,Hardcover,FALSE,Heinemann-Octopus
3755,141002980,Moonraker (James Bond #3),[Ian Fleming],,40,3.73,310,6,eng,,FALSE,Penguin Books
3757,142002038,"Doctor No (James Bond, #6)",[Ian Fleming],,12299,3.76,309,499,eng,,FALSE,
3758,014200202X,"Casino Royale (James Bond, #1)",[Ian Fleming],2002,46660,3.73,181,2703,eng,Paperback,FALSE,Penguin
3759,142002046,"Goldfinger (James Bond, #7)",[Ian Fleming],2002,15198,3.81,264,614,eng,Paperback,FALSE,Penguin Books
3760,142002054,"Diamonds Are Forever (James Bond, #4)",[Ian Fleming],2003,12066,3.6,230,528,eng,Paperback,FALSE,
3761,142003271,"You Only Live Twice (James Bond, #12)",[Ian Fleming],,9133,3.75,214,342,eng,,FALSE,
3762,142003255,"On Her Majesty's Secret Service (James Bond, #11)",[Ian Fleming],2003,13747,3.96,326,412,eng,Paperback,FALSE,Penguin Books
3763,142003239,"Live and Let Die (James Bond, #2)",[Ian Fleming],,16713,3.62,229,920,eng,,FALSE,
3764,142002070,"From Russia With Love (James Bond, #5)",[Ian Fleming],2002,22550,3.89,259,709,eng,Paperback,FALSE,Penguin Books
3765,142003298,"Octopussy & the Living Daylights (James Bond, #14)",[Ian Fleming],2004,4875,3.55,120,195,eng,Paperback,FALSE,Penguin Books
3766,140283293,On the Road,[Jack Kerouac],1999,7457,3.63,293,513,eng,Paperback,FALSE,Penguin Books
3767,586089071,Desolation Angels,[Jack Kerouac],1995,78,3.92,397,11,,Paperback,FALSE,Flamingo
3768,142002151,Book of Sketches,"[Jack Kerouac, George Condo]",2006,564,3.79,432,42,eng,Paperback,FALSE,Penguin Books
3769,141184884,The Dharma Bums,[Jack Kerouac],2000,1310,3.92,204,74,en-GB,Paperback,FALSE,Penguin Books Ltd
3770,1904634001,Book of Haikus,[Jack Kerouac],2004,23,3.92,200,5,eng,Paperback,FALSE,Enitharmon Press
3771,140178198,The Portable Jack Kerouac,"[Jack Kerouac, Ann Charters]",1996,792,4.09,621,18,,Paperback,FALSE,Penguin Books
3772,9879396545,Big Sur,[Jack Kerouac],,45,3.82,256,7,,,FALSE,
3773,912516313,Heaven and Other Poems,"[Jack Kerouac, Donald M. Allen]",2001,270,3.87,70,16,,Paperback,FALSE,Grey Fox Press
3774,141184892,The Subterraneans,[Jack Kerouac],2007,419,3.68,192,41,eng,Paperback,FALSE,Penguin Books Ltd
3775,872862917,The Scripture of the Golden Eternity,"[Jack Kerouac, Anne Waldman, Eric Mottram]",2001,752,3.95,72,44,eng,Paperback,FALSE,City Lights Books
3776,1842552473,Ballet Shoes,[Noel Streatfeild],2004,208,4.07,184,25,eng,Hardcover,FALSE,Orion Children's Books
3777,140009139X,Ballet Shoes,"[Noel Streatfeild, Elizabeth Sastre]",2004,1,4.07,7,0,,Audio Cassette,FALSE,Imagination Studio
3781,552556645,Ballet Shoes (Princess Poppy),[Janey Louise Jones],2009,4,4,32,1,,Paperback,FALSE,Picture Corgi
3782,679854347,"Theater Shoes (Shoes, #4)","[Noel Streatfeild, Diane Goode]",1994,4413,4.02,272,157,eng,Paperback,FALSE,Yearling
3783,340626631,Dancing Shoes,[Noel Streatfeild],1995,4400,4.07,368,132,,Paperback,FALSE,Hodder & Stoughton
3784,440458153,"Movie Shoes (Shoes, #6)",[Noel Streatfeild],1984,1337,4,239,31,eng,Paperback,FALSE,Yearling Books
3785,044048605X,Tennis Shoes,[Noel Streatfeild],1984,33,3.68,207,6,,Paperback,FALSE,Dell Yearling
3786,044041508X,Ballet Shoes,"[Noel Streatfeild, Richard Floethe]",1979,132,4.07,294,18,,Paperback,FALSE,Dell Yearling
3787,192752537,"Party Shoes (Shoes, #5)",[Noel Streatfeild],2002,420,3.63,243,33,en-US,Paperback,FALSE,"Oxford University Press, USA"
3789,7111576,White Boots (Collins Modern Classics),[Noel Streatfeild],2001,145,4.1,288,13,,,FALSE,Collins
3790,933849605,Don't Despair on Thursdays!: The Children's Grief-Management Book,"[Adolph Moser, David Melton]",1996,14,3.79,61,0,,Hardcover,FALSE,Landmark Editions
3791,440987903,Thursday's Children,[Rumer Godden],1987,345,4.27,249,23,eng,Paperback,FALSE,Laurel Leaf
3792,1892471043,On the Watershed: The Natural World of New York's Catskill Mountain Region (Bright Hill Press Word Thursdays Anthology Series) (Bright Hill Press Word Thursdays Anthology Series.),"[Word Thursdays (Organization), Bertha Rogers, Word Thursdays, Catskill Student Writers]",2001,0,0,264,0,,Paperback,FALSE,Bright Hill Press
3793,838903274,Thursday's Child: Trends and Patterns in Contemporary Children's Literature,[Sheila A. Egoff],1981,1,4,323,0,,Hardcover,FALSE,American Library Association
3796,330397370,The Greengage Summer,[Rumer Godden],2004,35,4.02,235,2,,Paperback,FALSE,Macmillan Children's Books
3797,1405088567,Miss Happiness and Miss Flower,"[Rumer Godden, Gary Blythe]",2006,878,4.28,104,63,eng,Hardcover,FALSE,MacMillan UK
3798,330489992,The River,[Rumer Godden],2004,361,3.94,128,51,eng,Paperback,FALSE,Pan
3799,330442554,The Dolls' House,"[Rumer Godden, Christian Birmingham]",2006,1382,4.01,153,71,eng,Paperback,FALSE,Macmillan
3800,670256641,The Dark Horse,[Rumer Godden],1982,86,3.86,202,4,,Hardcover,FALSE,Viking Books
3801,688117228,China Court: The Hours of a Country House,[Rumer Godden],1993,494,3.97,358,72,eng,Paperback,FALSE,William Morrow & Company
3802,670062197,The Story of Holly and Ivy,"[Rumer Godden, Barbara Cooney]",2006,3437,4.22,32,174,,Hardcover,FALSE,Viking Books for Young Readers
3803,330367471,Rumer Godden,[Anne Chisholm],1999,9,3.83,335,5,eng,Paperback,FALSE,Pan
3804,416458505,Fairy Doll,"[Rumer Godden, Pauline Baynes]",1984,5,4.1,45,0,eng,Paperback,FALSE,Methuen Publishing
3805,1841156736,The Corrections,[Jonathan Franzen],2002,130017,3.79,653,7324,eng,Paperback,FALSE,Fourth Estate Paperbacks
3806,1589971280,Creative Correction: Extraordinary Ideas For Everyday Discipline,"[Lisa Whelchel, Stormie Omartian]",2010,1078,3.93,367,87,en-US,Paperback,FALSE,Thomas Nelson
3808,974806951,Sentence Correction GMAT Preparation Guide,[Manhattan Prep],2005,50,4.32,143,3,,Paperback,FALSE,"MG Prep, Inc."
3811,763733113,The Effective Corrections Manager: Correctional Supervision for the Future,"[Richard L. Phillips, Charles R. McConnell]",2004,1,3,500,0,,Hardcover,FALSE,Jones & Bartlett Publishers
3813,1593373899,Norman Hall's Corrections Officer Exam Preparation Book,[Norman Hall],2005,4,2.25,304,1,,Paperback,FALSE,Norman Hall
3815,446679224,Original Sin (Adam Dalgliesh #9),[P.D. James],2005,6581,3.91,511,285,eng,Paperback,FALSE,Grand Central Publishing
3816,520211936,A Little Original Sin: The Life and Work of Jane Bowles,[Millicent Dillon],1998,154,4.14,476,13,,Paperback,FALSE,University of California Press
3818,083082605X,Original Sin: Illuminating the Riddle,[Henri Blocher],2000,62,3.67,158,15,eng,Paperback,FALSE,IVP Academic
3820,505523248,An Original Sin,[Nina Bangs],1999,368,3.74,394,16,eng,Paperback,FALSE,Love Spell
3821,646461125,A Fairy Tale Created Original Sin,[Reginald Ernest Nixon],2006,1,3,194,0,,Paperback,FALSE,Creative Responsibility Pty Ltd
3822,1595820159,Aliens: Original Sin,[Michael Jan Friedman],2005,234,3.68,256,15,eng,Paperback,FALSE,Dark Horse Books
3824,809141280,"Original Sin: Origins, Developments, Contemporary Meanings",[Tatha Wiley],2002,14,3.71,276,2,,Paperback,FALSE,Paulist Press
3825,345446666,"Death in Holy Orders (Adam Dalgliesh, #11)","[P.D. James, Christa Seibicke]",2002,9599,3.92,429,494,eng,Paperback,FALSE,Fawcett Books
3826,307275736,The Lighthouse (Adam Dalgliesh #13),[P.D. James],2006,10424,3.81,400,696,eng,Paperback,FALSE,Vintage
3827,571204104,Unnatural Causes (Adam Dalgliesh #3),[P.D. James],2002,9044,3.94,218,311,eng,Paperback,FALSE,Penguin Books in association with Faber & Faber
3828,571204201,Death of an Expert Witness (Adam Dalgliesh #6),[P.D. James],2002,7882,3.99,306,255,eng,Paperback,FALSE,Gardners Books
3829,571204155,"A Mind To Murder (Adam Dalgliesh, #2)",[P.D. James],2002,40,3.82,225,4,eng,Paperback,FALSE,Gardners Books
3830,1400096472,"A Taste for Death (Adam Dalgliesh, #7)",[P.D. James],2005,9969,4.02,459,367,eng,Paperback,FALSE,Vintage
3831,345442121,Time To Be In Earnest: A Fragment Of Autobiography,[P.D. James],2001,491,3.94,306,75,eng,Paperback,FALSE,Ballantine Books
3832,743219570,Cover Her Face (Adam Dalgliesh #1),[P.D. James],2001,25732,3.94,250,907,eng,Paperback,FALSE,Scribner
3833,743219619,The Black Tower (Adam Dalgliesh #5),[P.D. James],2001,13561,4,352,319,eng,Paperback,FALSE,Scribner
3834,743219635,Innocent Blood,[P.D. James],2001,3703,3.69,400,273,eng,Paperback,FALSE,Scribner
3835,60934344,Don Quixote,"[Miguel de Cervantes Saavedra, Edith Grossman, Harold Bloom]",2005,4812,3.87,940,680,eng,Paperback,FALSE,Ecco
3836,142437239,Don Quixote,"[Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford, Ernani Ssó]",2003,153010,3.87,1023,3847,eng,Paperback,FALSE,Penguin Classics
3837,451528905,Don Quixote,"[Miguel de Cervantes Saavedra, Walter Starkie]",2003,71,3.87,544,5,en-US,Paperback,FALSE,Signet Classics
3839,374318255,Don Quixote and the Windmills,"[Eric A. Kimmel, Leonard Everett Fisher]",2004,85,3.71,32,24,,Hardcover,FALSE,"Farrar, Straus and Giroux (BYR)"
3840,037575699X,Don Quixote,"[Miguel de Cervantes Saavedra, Tobias Smollett, Carlos Fuentes]",2001,393,3.87,1168,41,eng,Paperback,FALSE,Modern Library
3841,156495406,Lectures on Don Quixote,"[Vladimir Nabokov, Fredson Bowers, Guy Davenport, Miguel de Cervantes Saavedra, Samuel Putnam]",1984,267,3.88,240,14,eng,Paperback,FALSE,Harcourt Brace Jovanovich
3842,822004151,Cliffs Notes on Cervantes' Don Quixote,[Marianne Sturman],1964,21,3.61,96,2,eng,Paperback,FALSE,Cliffs Notes
3843,486243001,Doré's Illustrations for Don Quixote,[Gustave Doré],1982,165,4.55,160,8,,Paperback,FALSE,Dover Publications
3844,022407184X,"Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Butcher in Tuscany",[Bill Buford],2006,92,3.9,318,18,,Hardcover,FALSE,Jonathan Cape
3845,399243011,Heat,[Mike Lupica],2006,105,3.98,220,28,,Hardcover,FALSE,Philomel Books
3846,696233940,Turn up the Heat with G. Garvin,[Gerry Garvin],2006,75,4.4,256,10,,Paperback,FALSE,Houghton Mifflin Harcourt
3847,821772074,"Vegas Heat (Vegas, #2)",[Fern Michaels],1997,15,4.2,473,0,,Paperback,FALSE,Zebra
3848,727861158,"Desert Heat (Joanna Brady, #1)",[J.A. Jance],2004,39,4,256,11,eng,Hardcover,FALSE,Severn House Publishers
3849,821773682,Kentucky Heat,[Fern Michaels],2002,1843,4.19,383,46,eng,Paperback,FALSE,Zebra
3850,226443221,Heat Wave: A Social Autopsy of Disaster in Chicago,[Eric Klinenberg],2003,694,3.85,320,69,eng,Paperback,FALSE,University Of Chicago Press
3851,345449606,"Texas Heat (Texas, #2)",[Fern Michaels],2001,1998,4.18,496,41,eng,Hardcover,FALSE,Ballantine Books
3852,1843607409,"Primal Heat (Includes: Breeds, #8.5; Devlin Dynasty, #1; Moon Lust, #1)","[Lora Leigh, Sherri L. King, Lorie O'Clare, Jaci Burton]",2004,3533,4.13,196,62,eng,Paperback,FALSE,Ellora's Cave
3853,1582430152,Heat and Dust,[Ruth Prawer Jhabvala],1999,6090,3.54,190,258,eng,Paperback,FALSE,Counterpoint
3855,321269349,Fit for Developing Software: Framework for Integrated Tests,"[Rick Mugridge, Ward Cunningham]",2005,39,3.44,384,1,,Paperback,FALSE,Prentice Hall
3856,321205685,User Stories Applied: For Agile Software Development,"[Mike Cohn, Kent Beck]",2004,2142,3.88,268,100,,Paperback,FALSE,Addison-Wesley Professional
3858,767915747,Holy Cow: An Indian Adventure,[Sarah Macdonald],2004,15028,3.53,304,1081,eng,Paperback,FALSE,Broadway Books
3859,963810944,Holy Cows and Hog Heaven: The Food Buyer's Guide to Farm Friendly Food,"[Joel Salatin, Michael Pollan]",2005,287,4,134,35,eng,Paperback,FALSE,Polyface
3860,880015330,O Holy Cow!: The Selected Verse,"[Phil Rizzuto, Tom Peyer, Hart Seely]",1997,45,4.2,128,3,,Paperback,FALSE,Ecco
3863,1859844243,The Myth of the Holy Cow,[D. N. Jha],2004,87,3.72,184,18,,Paperback,FALSE,Verso
3867,393328627,The History of Love,[Nicole Krauss],2006,107976,3.92,255,9626,eng,Paperback,FALSE,Norton
3869,553380168,A Brief History of Time,[Stephen Hawking],1998,220810,4.16,212,5457,eng,Paperback,FALSE,Bantam Books
3870,767923227,A Short History of Nearly Everything,[Bill Bryson],2005,347,4.2,624,37,eng,Hardcover,FALSE,Broadway Books
3871,895260476,The Politically Incorrect Guide to American History,[Thomas E. Woods Jr.],2004,1562,4.03,270,147,en-US,Paperback,FALSE,Regnery Publishing
3872,802715524,A History of the World in 6 Glasses,[Tom Standage],2006,13537,3.76,336,1595,en-US,Paperback,FALSE,Bloomsbury
3873,517223120,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",[Karen Armstrong],2004,37840,3.87,460,1040,eng,Hardcover,FALSE,Gramercy Books
3874,684830515,The Sun Also Rises,[Ernest Hemingway],1996,1606,3.82,222,140,eng,Hardcover,FALSE,Scribner
3875,743564413,The Sun Also Rises,"[Ernest Hemingway, William Hurt]",2006,297,3.82,8,68,eng,Audio CD,FALSE,Simon  Schuster Audio
3876,,The Sun Also Rises,[Ernest Hemingway],1957,314296,3.82,189,9225,eng,Paperback,FALSE,Pan Books
3878,805780157,The Sun Also Rises: A Novel of the Twenties,[Michael S. Reynolds],1988,29,3.86,120,4,,Paperback,FALSE,Twayne Publishers
3880,2266052357,L'Affaire Toutankhamon,[Christian Jacq],1994,58,3.68,512,7,fre,Paperback,FALSE,Pocket
3881,1594865752,"The Biggest Loser Cookbook: More Than 125 Healthy, Delicious Recipes Adapted from Nbc's Hit Show","[Devin Alexander, Karen Kaplan, Bob Harper, Kim Lyons]",2006,564,3.54,236,20,,Paperback,FALSE,Rodale Books
3882,1400082544,Rachael Ray 365: No Repeats: A Year of Deliciously Different Dinners,[Rachael Ray],2005,25380,3.67,326,153,,Paperback,FALSE,Clarkson Potter
3883,764583743,"Betty Crocker Cookbook, 10th Edition: Everything You Need to Know to Cook Today",[Betty Crocker],2005,33,4.26,616,2,,Paperback,FALSE,Betty Crocker
3884,679884408,Green Eggs and Ham Cookbook,"[Georgeanne Brennan, Frankie Frankeny]",2006,290,4.17,64,25,,Hardcover,FALSE,Random House Books for Young Readers
3885,898214971,The Taste of Home Cookbook,"[Janet Briggs, Beth Wittlinger]",2006,16559,4.26,674,31,,Loose-Leaf,FALSE,Reader's Digest/Taste of Home
3886,764596861,The Bon Appetit Cookbook,[Barbara Fairchild],2006,1793,4.06,816,23,eng,Hardcover,FALSE,Houghton Mifflin Harcourt
3887,1580626580,The Everything Kid's Cookbook: From Mac'n Cheese to Double Chocolate Chip Cookies-All You Need to Have Some Finger Lickin' Fun,[Sandra K. Nissenberg],2002,27,3.94,135,1,,Paperback,FALSE,Adams Media Corporation
3888,193361501X,The America's Test Kitchen Family Cookbook,"[America's Test Kitchen, Carl Tremblay, Daniel J. Van Ackere]",2006,15363,4.19,726,214,,Spiral-bound,FALSE,America's Test Kitchen
3890,737020415,The Kid's Cookbook: A Great Book for Kids Who Love to Cook,"[Abigail Johnson Dodge, Chuck Williams, Leigh Beisch]",2000,4,4.17,127,0,,Hardcover,FALSE,Time Life Medical
3891,1561483389,Fix-It and Forget-It Cookbook,"[Dawn J. Ranck, Phyllis Pellman Good]",2013,27,3.87,284,3,,Hardcover,FALSE,Good Books
3892,764567047,Betty Crocker's Diabetes Cookbook: Everyday Meals Easy as 1-2-3,"[Richard M. Bergenstal, Diane Reader, Maureen Doran]",2003,36,3.7,255,1,,Hardcover,FALSE,Betty Crocker
3893,1558322442,Not Your Mother's Slow Cooker Cookbook,"[Beth Hensperger, Julie Kaufmann]",2004,23,3.78,520,5,,Hardcover,FALSE,Harvard Common Press
3894,696220008,New Junior Cookbook (Better Homes & Gardens Test Kitchen),"[Flora Szatkowski, Jan E. Miller]",2004,209,3.93,128,15,,,FALSE,
3895,609602195,The Barefoot Contessa Cookbook,"[Ina Garten, Melanie Acevedo]",1999,27968,4.15,256,174,eng,Hardcover,FALSE,Clarkson Potter
3896,28627717,"Betty Crocker's Picture Cookbook, Facsimile Edition",[Betty Crocker],1998,2777,4.36,416,57,,Spiral-bound,FALSE,Betty Crocker
3897,1580171265,The Healthy College Cookbook: Quick. Cheap. Easy.,"[Alexandra Nimetz, Emeline Starr, Jason Stanley]",1999,51,3.73,160,6,,Paperback,FALSE,"Storey Publishing, LLC"
3899,1594862923,The South Beach Diet Quick and Easy Cookbook: 200 Delicious Recipes Ready in 30 Minutes or Less,[Arthur Agatston],2005,558,3.77,320,17,,Hardcover,FALSE,Rodale Books
3900,792272668,Into a Paris Quartier: Reine Margot's Chapel and Other Haunts of St. Germain,[Diane Johnson],2005,235,3.5,204,46,eng,Hardcover,FALSE,National Geographic Society
3901,452279585,Persian Nights,[Diane Johnson],1998,389,3.37,368,46,,Paperback,FALSE,Plume
3902,452277361,The Shadow Knows,[Diane Johnson],1998,154,3.48,288,15,,Paperback,FALSE,Plume
3905,449902234,Ft-D Hammett: A Life,[Diane Johnson],1987,2,3.71,0,0,,Paperback,FALSE,Ballantine Books
3906,99421852,Le Mariage,[Diane Johnson],2001,34,3.06,322,3,,Paperback,FALSE,Vintage
3907,452279836,Burning,[Diane Johnson],1998,31,2.94,256,2,,Paperback,FALSE,Plume
3908,394521617,Terrorists & Novelists,[Diane Johnson],1982,4,2.75,257,0,,Hardcover,FALSE,Knopf
3909,1560796022,Cultural Diversity Fieldbook: Fresh Visions and Breakthrough Strategies for Revitalizing the Workplace,"[Bob Abramms, George F. Simons, L. Ann Hopkins]",1996,1,4,271,0,,Paperback,FALSE,Peterson Nelnet Co
3910,972250301,Americans in Paris: Great Short Stories of the City of Light,"[Steven Gilbar, Diane Johnson]",2003,6,3,219,0,,Paperback,FALSE,Capra Press
3912,542192012,Predicting college students who change majors: Reasons and motivation of major changers,[Diane Johnson],2006,0,0,93,0,,,FALSE,ProQuest / UMI
3914,374271070,Sylvia,"[Leonard Michaels, Diane Johnson]",2007,740,3.86,129,91,eng,Paperback,FALSE,"Farrar, Straus and Giroux"
3915,2070384705,Dashiell Hammett Une VI,[Diane Johnson],1992,0,3.71,563,0,,Paperback,FALSE,Gallimard Education
3916,070112766X,The Life Of Dashiell Hammett,[Diane Johnson],1984,4,3.71,344,0,eng,Hardcover,FALSE,Vintage/Ebury (A Division of Random House Group)
3918,8420466557,Divorcio a la Francesa: Le Divorce,"[Diane Johnson, Carlos Milla Soler, Roberto Fernandez Sastre]",2003,6,2.88,388,0,spa,Paperback,FALSE,Santillana USA Publishing Company
3920,452285631,L'Affaire,[Diane Johnson],2004,713,2.94,340,78,,Paperback,FALSE,Plume Books
3921,670037567,London is the Best City in America,[Laura Dave],2006,2142,3.45,256,232,eng,Hardcover,FALSE,Viking Adult
3922,439342430,Dragonball Z: How To Draw Ii,"[Michael Teitelbaum, B.S. Watson]",2002,27,4.22,32,1,,Paperback,FALSE,Scholastic Paperbacks
3923,439437245,How to Draw Action Dragonball Z (Dragonball Z),"[Michael Teitelbaum, B.S. Watson]",2003,54,4.14,32,7,,Paperback,FALSE,Scholastic Paperbacks
3924,439437229,Dragonball Z: Extreme Glow-in-the-dark Sticker Activity,[Jeff O'Hare],2003,34,4.26,32,3,,Paperback,FALSE,Scholastic Paperbacks
3925,1572435550,Pojo's Unofficial Absolute Dragonball Z: Gt Episode Reviews,"[Pojo, Triumph Books]",2003,19,4.26,128,0,,Paperback,FALSE,Triumph Entertainment
3926,312977573,Dragonball Z: An Unauthorized Guide,"[Lois H. Gresh, St. Martin's Press, Danny Gresh]",2000,38,4.05,211,2,,Paperback,FALSE,St. Martin's Paperbacks
3927,439465184,How to Draw Dragonball,[Jesse Leon McCann],2003,5,4,32,0,,Paperback,FALSE,Scholastic Paperbacks
3932,157243600X,Pojo's Unofficial Dragonball Z Cards Simplified: A Player's Guide,[Bill Gill],2003,8,4.75,96,0,,Paperback,FALSE,Triumph Books
3934,439465192,Dragonball,[Jesse Leon McCann],2003,223,4.6,32,5,,Paperback,FALSE,Scholastic Paperbacks
3935,1891933043,Dragon Ball Z Book 2: The Frieza Saga: Intergalactic Space Pirates Threaten The Dragonball Z Universe!,[Mike Pondsmith],2001,22,4.23,104,3,,,FALSE,"Talsorian Games, Incorporated"
3936,408873453X,"Dragonball Vol. 10 (Dragon Ball, #10)",[Akira Toriyama],,113,4.36,218,2,jpn,,FALSE,
3938,8466617353,"Hyperion (Los Cantos de Hyperion, #1)","[Dan Simmons, Carlos Alberto Gardini]",2005,169,4.23,618,14,spa,Paperback,FALSE,Ediciones B
3939,747236046,"The Fall of Hyperion (Hyperion Cantos, #2)",[Dan Simmons],1992,230,4.2,632,13,eng,Paperback,FALSE,Headline Book Pub Ltd
3940,785118950,Supreme Power: Hyperion,"[J. Michael Straczynski, Dan Jurgens]",2006,224,3.43,120,8,eng,Paperback,FALSE,Marvel
