Id_Buku,Isbn,Judul_Buku,Penulis,Tahun_Publikasi,Total_Ratings,Rataan_Rating,Jumlah_Halaman,Jumlah_Review,Kode_Bahasa,Format_Buku,Ebook,Penerbit
53,385326505,Guts: The True Stories behind Hatchet and the Brian Books,[Gary Paulsen],2001,2013,3.88,144,326,eng,Hardcover,FALSE,Delacorte Press
54,1575606240,Molly Hatchet - 5 of the Best,[Molly Hatchet],2003,6,4.33,56,0,eng,Paperback,FALSE,Cherry Lane Music Company
55,1595580271,Hatchet Jobs: Writings on Contemporary Fiction,[Dale Peck],2005,99,3.47,228,16,en-US,Paperback,FALSE,The New Press
56,912299622,The Woodsman and His Hatchet: Eighty Years on Back Country Survival,[Bud Cheff Sr.],1996,10,3.6,150,0,,Paperback,FALSE,Stoneydale Press
57,1595962808,A Changeling for All Seasons (Changeling Seasons #1),"[Angela Knight, Sahara Kelly, Judy Mays, Marteeka Karland, Kate Douglas, Shelby Morgen, Lacey Savage, Kate Hill, Willa Okati]",2005,167,3.75,304,4,eng,Paperback,FALSE,Changeling Press
58,670059676,"Changeling (Changeling, #1)",[Delia Sherman],2006,962,3.61,256,110,eng,Hardcover,FALSE,Viking Juvenile
59,141312629,The Changeling Sea,[Patricia A. McKillip],2003,4363,4.07,137,291,eng,Paperback,FALSE,Firebird
61,595321801,The Changeling,[Zilpha Keatley Snyder],2004,1164,4.17,228,94,eng,Paperback,FALSE,iUniverse
63,1590301943,The Changeling,[Kate Horsley],2005,296,3.55,339,43,eng,Paperback,FALSE,Shambhala
65,765348527,"Shadows in the Starlight (Changeling Detective, #2)",[Elaine Cunningham],2007,34,3.69,288,6,,Mass Market Paperback,FALSE,Tor Books
66,449146979,"The Changeling (Daughters of England, #15)",[Philippa Carr],1990,343,3.99,369,12,eng,Mass Market Paperback,FALSE,Ivy Books
67,61159174,The Known World,[Edward P. Jones],2006,29173,3.83,388,2582,eng,Paperback,FALSE,Amistad
68,006076273X,The Known World,"[Edward P. Jones, Kevin R. Free]",2004,50,3.83,14,12,en-US,Audio CD,FALSE,HarperAudio
69,60749911,The Known World,[Edward P. Jones],2004,22,3.83,576,3,eng,Paperback,FALSE,Harper
71,273704745,"Traders, Guns & Money: Knowns and Unknowns in the Dazzling World of Derivatives",[Satyajit Das],2006,1418,3.83,334,79,eng,Paperback,FALSE,FT Press
72,1932386106,Artesia: Adventures in the Known World,[Mark Smylie],2005,52,4.13,352,4,eng,Hardcover,FALSE,Archaia
73,096513671X,The Known World,[Edward P. Jones],2003,15,3.83,388,2,eng,Paperback,FALSE,Amistad/HarperCollins
74,374517193,"The John McPhee Reader (John McPhee Reader, #1)","[John McPhee, William Howarth]",1982,554,4.43,416,36,eng,Paperback,FALSE,"Farrar, Straus and Giroux"
75,374280398,Uncommon Carriers,[John McPhee],2006,1580,3.95,248,195,en-US,Hardcover,FALSE,Farrar Straus Giroux
76,374519749,Heirs of General Practice,[John McPhee],1986,260,4.16,128,18,eng,Paperback,FALSE,"Farrar, Straus and Giroux"
77,374522596,The Control of Nature,[John McPhee],1990,3395,4.24,288,293,en-US,Paperback,FALSE,"Farrar, Straus and Giroux"
78,374518734,Annals of the Former World,[John McPhee],1999,2998,4.34,720,211,eng,Paperback,FALSE,"Farrar, Straus and Giroux"
79,374522871,Coming Into the Country,[John McPhee],1991,5521,4.22,448,248,eng,Paperback,FALSE,"Farrar, Straus and Giroux"
80,374519323,La Place de la Concorde Suisse,[John McPhee],1994,680,3.92,160,52,eng,Paperback,FALSE,"Farrar, Straus and Giroux"
81,374516006,Giving Good Weight,[John McPhee],1994,534,4.22,288,36,eng,Paperback,FALSE,"Farrar, Straus and Giroux"
82,374256861,"The Second John McPhee Reader (John McPhee Reader, #2)","[John McPhee, David Remnick, Patricia Strachan]",1996,6,4.36,393,1,,Hardcover,FALSE,"Farrar, Straus and Giroux"
83,374520658,Rising from the Plains,[John McPhee],1987,1286,4.22,208,91,eng,Paperback,FALSE,"Farrar, Straus and Giroux"
85,822205106,The Heidi Chronicles,[Wendy Wasserstein],2002,1376,3.74,81,71,eng,Paperback,FALSE,Dramatists Play Service
86,679734996,The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,[Wendy Wasserstein],1991,2747,3.84,249,62,eng,Paperback,FALSE,Vintage
89,1596670231,"Active Literacy Across the Curriculum: Strategies for Reading, Writing, Speaking, and Listening",[Heidi Hayes Jacobs],2006,31,3.94,138,1,eng,Paperback,FALSE,Routledge
90,1581807740,Simply Beautiful Beaded Jewelry,[Heidi Boyd],2006,62,3.77,128,4,en-US,Paperback,FALSE,North Light Books
91,800793617,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,"[Heidi Baker, Rolland Baker]",2003,836,4.47,192,52,eng,Paperback,FALSE,Chosen Books
92,871202867,Mapping the Big Picture: Integrating Curriculum & Assessment K-12,[Heidi Hayes Jacobs],1997,73,3.68,108,2,en-US,Paperback,FALSE,Association for Supervision & Curriculum Development
93,753454947,Heidi,"[Johanna Spyri, Beverly Cleary, Angelo  Rinaldi]",2002,151418,3.98,352,2191,eng,Paperback,FALSE,Kingfisher
94,871209993,Getting Results with Curriculum Mapping,[Heidi Hayes Jacobs],2004,54,3.26,192,5,eng,Paperback,FALSE,ASCD
95,843946687,"Cinnamon and Roses (Rose Trilogy, #1)",[Heidi Betts],2000,57,3.81,298,5,,Paperback,FALSE,Leisure Books
96,1852402873,There's Always Enough: The Miraculous Move of God in Mozambique,"[Rolland Baker, Heidi Baker]",2003,34,4.47,192,6,eng,Paperback,FALSE,Sovereign World
98,761129588,What to Expect the First Year (What to Expect),"[Heidi Murkoff, Sharon Mazel, Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway, Mark D. Widome]",2003,11564,3.88,832,652,eng,Paperback,FALSE,Workman Publishing Company
99,972016414,The Player's Handbook: The Ultimate Guide on Dating and Relationships,"[Heidi Fleiss, Libby Keatinge]",2004,34,3.82,123,8,eng,,FALSE,One Hour Entertainment
100,1581805632,Simply Beautiful Beading: 53 Quick and Easy Projects,[Heidi Boyd],2004,78,3.78,128,4,en-US,Paperback,FALSE,North Light Books
101,1852428937,Chasing Jordan,[Heidi W. Boehringer],2005,35,3.51,240,7,,Paperback,FALSE,Serpent's Tail
102,373767099,Seven-Year Seduction,[Heidi Betts],2006,77,3.59,184,5,,Mass Market Paperback,FALSE,Silhouette Desire
103,441294677,"God Emperor of Dune (Dune Chronicles, #4)",[Frank Herbert],1987,2717,3.84,423,165,eng,Mass Market Paperback,FALSE,Ace Books
104,,"Dune (Dune Chronicles, #1)",[Frank Herbert],2005,4017,4.22,528,438,eng,Paperback,FALSE,Ace Books
105,441102670,Chapterhouse: Dune (Dune Chronicles #6),[Frank Herbert],1987,38746,3.9,436,559,eng,Mass Market Paperback,FALSE,Ace Books
106,441172695,Dune Messiah (Dune Chronicles #2),[Frank Herbert],1987,97204,3.88,331,2330,eng,Mass Market Paperback,FALSE,Ace Books
107,765306476,Dreamer of Dune: The Biography of Frank Herbert,[Brian Herbert],2004,767,3.99,592,21,en-US,Paperback,FALSE,Tor Books
108,074340730X,The Secrets of Frank Herbert's Dune,"[James Van Hise, Michael D. Messina]",2000,42,3.55,160,0,,Paperback,FALSE,iBooks
109,399128980,"Heretics of Dune (Dune Chronicles, #5)",[Frank Herbert],1984,262,3.86,480,18,eng,Hardcover,FALSE,Putnam
110,765353709,The Road to Dune (Dune Universe),"[Frank Herbert, Brian Herbert, Kevin J. Anderson]",2006,4643,3.88,426,76,eng,Paperback,FALSE,Tor Science Fiction
112,,Children of Dune (Dune Chronicles #3),[Frank Herbert],1987,84618,3.92,408,1385,eng,Mass Market Paperback,FALSE,Ace Books
117,441328008,Heretics of Dune (Dune Chronicles #5),[Frank Herbert],1987,45338,3.86,471,631,eng,Mass Market Paperback,FALSE,Ace Books
121,671797077,The Patriarch: The Rise and Fall of the Bingham Dynasty,"[Susan E. Tifft, Alex S. Jones]",1993,8,3.67,576,1,,Paperback,FALSE,Touchstone
122,034541005X,"The Power of One (The Power of One, #1)",[Bryce Courtenay],1996,67321,4.35,544,4450,eng,Paperback,FALSE,Ballantine Books
123,385732546,"The Power of One (The Power of One, #1)",[Bryce Courtenay],2005,44,4.35,291,12,eng,Hardcover,FALSE,Delacorte Books for Young Readers
125,061831556X,The Power of One: Daisy Bates and the Little Rock Nine,"[Dennis Brindell Fradin, Judith Bloom Fradin]",2004,35,4.43,192,7,,Hardcover,FALSE,Clarion Books
128,883686287,The Power of One Christlike Life,[Francis Frangipane],2000,33,4.19,159,2,,Paperback,FALSE,Whitaker House
129,785260056,"The Power of One: One Person, One Rule, One Month","[John C. Maxwell, Stephen R. Graves, Thomas G. Addington]",2004,16,4.28,256,1,en-US,Paperback,FALSE,Thomas Nelson
130,471780936,Power of an Hour: Business and Life Mastery in One Hour a Week,[Dave Lakhani],2006,165,3.31,205,16,eng,Hardcover,FALSE,Wiley
131,325001537,"The Power of One: The Solo Play for Playwrights, Actors, and Directors",[Louis E. Catron],2000,10,3.67,240,0,eng,Paperback,FALSE,Heinemann Drama
132,006076287X,"How to Buy, Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days",[Adam Ginsberg],2005,74,3.44,336,9,eng,Paperback,FALSE,William Morrow Paperbacks
133,470045299,eBay for Dummies,[Marsha Collier],2006,105,3.51,386,9,eng,Paperback,FALSE,Wiley
134,72258691,eBay PowerSeller Secrets: Insider Tips from eBay's Most Successful Sellers,"[Debra Schepp, Brad Schepp, Michael  Kaiser]",2004,39,3.57,385,2,,Paperback,FALSE,McGraw-Hill/Osborne
135,72262788,What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,"[Chris Malta, Lisa Suttora]",2006,24,3.62,260,0,eng,Paperback,FALSE,McGraw-Hill
137,764569244,Starting an eBay Business for Dummies,[Marsha Collier],2004,52,3.53,384,4,eng,Paperback,FALSE,Wiley
138,471933821,eBay: Top 100 Simplified Tips & Tricks,[Julia Wilkinson],2006,9,4.27,260,0,eng,Paperback,FALSE,Wiley
139,764559915,ebay Timesaving Techniques for Dummies,[Marsha Collier],2004,21,3.41,391,1,en-US,Paperback,FALSE,Wiley
140,764584383,eBay Business All-in-One Desk Reference for Dummies,[Marsha Collier],2005,17,3.89,864,3,en-US,Paperback,FALSE,Wiley
141,596523696,Ruby Cookbook,"[Lucas Carlson, Leonard Richardson]",2006,164,3.83,873,4,eng,Paperback,FALSE,O'Reilly Media
142,806523492,Ruby Ann's Down Home Trailer Park Cookbook,[Ruby Ann Boxcar],2005,49,4.1,240,5,eng,Paperback,FALSE,Citadel
144,806525363,Ruby Ann's Down Home Trailer Park BBQin' Cookbook,[Ruby Ann Boxcar],2005,13,4.08,206,2,eng,Paperback,FALSE,Citadel
146,809231530,Ruby's Low-Fat Soul Food Cookbook,[Ruby Banks-Payne],1996,5,4.8,175,0,,Paperback,FALSE,McGraw-Hill/Contemporary Books
147,596527314,Rails Cookbook: Recipes for Rapid Web Development with Ruby,[Rob Orsini],2007,64,3.48,514,1,eng,Paperback,FALSE,O'Reilly Media
149,184215298X,The Red Hot Cookbook: Create a Culinary Inferno with Flaming Good Recipes from Around the World,[Ruby Le Bois],2000,4,3.75,256,0,,Paperback,FALSE,Anness Publishing/Southwater Publishing
151,143035002,Anna Karenina,"[Leo Tolstoy, Richard Pevear, Larissa Volokhonsky]",2004,15986,4.04,838,1803,eng,Paperback,FALSE,Penguin Classics
152,451528611,Anna Karenina,"[Leo Tolstoy, David Magarshack, Priscilla Meyer]",2002,109166,4.04,960,5660,eng,Mass Market Paperback,FALSE,Signet
153,140449175,Anna Karenina,"[Leo Tolstoy, Richard Pevear, Larissa Volokhonsky, John Bayley]",2003,2847,4.04,837,299,eng,Paperback,FALSE,Penguin Books
154,822001837,CliffsNotes on Tolstoy's Anna Karenina,"[Marianne Sturman, Leo Tolstoy]",1965,15,3.89,80,3,eng,Paperback,FALSE,Cliffs Notes
155,1593080271,Anna Karenina,"[Leo Tolstoy, Amy Mandelker, Constance Garnett]",2003,9414,4.04,803,709,eng,Paperback,FALSE,Barnes & Noble Classics
156,486437965,Anna Karenina,"[Leo Tolstoy, Louise Maude, Aylmer Maude]",2004,466,4.04,752,72,eng,Paperback,FALSE,Dover Publications
157,1593081774,Anna Karenina,"[Leo Tolstoy, Constance Garnett, Amy Mandelker]",2004,298,4.04,803,46,eng,Hardcover,FALSE,Barnes & Noble
159,778322270,Dinner with Anna Karenina,[Gloria Goldreich],2006,404,2.97,360,64,eng,Hardcover,FALSE,Mira Books
160,521313252,Tolstoy: Anna Karenina,[Anthony Thorlby],2010,1192,4.19,128,32,eng,Paperback,FALSE,Cambridge University Press
162,140183957,Untouchable,"[Mulk Raj Anand, E.M. Forster]",1990,3248,3.71,160,257,eng,Paperback,FALSE,Penguin Books
163,679767479,The Untouchable,[John Banville],1998,2092,3.95,367,212,eng,Paperback,FALSE,Vintage
164,1568491980,The Untouchables,"[Eliot Ness, Oscar Fraley]",1996,598,3.89,256,29,eng,Hardcover,FALSE,Buccaneer Books
165,743270797,Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,[Narendra Jadhav],2005,301,3.81,320,39,en-US,Hardcover,FALSE,Scribner
166,932863051,Dalit: The Black Untaouchables of India,"[V.T. Rajshekar, Y.N. Kly]",1995,9,4.33,100,0,eng,Paperback,FALSE,Clarity Press
167,521553628,"The Untouchables: Subordination, Poverty and the State in Modern India (Contemporary South Asia, #4)","[Oliver Mendelsohn, Marika Vicziany]",2006,4,3.75,308,0,,Hardcover,FALSE,Cambridge University Press
168,742508803,Growing Up Untouchable in India: A Dalit Autobiography,"[Vasant Moon, Gail Omvedt, Eleanor Zelliot]",2000,16,3.58,224,4,eng,Hardcover,FALSE,Rowman & Littlefield Publishers
170,195171713,The Book of Evidence,[Peter Achinstein],2003,11,3.91,304,2,,Paperback,FALSE,Oxford University Press
171,205358624,The Evidence-Based Social Work Skills Book,[Barry R. Cournoyer],2003,10,3.4,216,0,eng,Paperback,FALSE,Pearson
177,1557344035,"A Wrinkle in Time: A Guide for Using ""A Wrinkle in Time"" in the Classroom","[John Carratello, Patty Carratello, Theresa Wright]",1991,16,4.06,48,0,eng,Paperback,FALSE,Teacher Created Resources
180,380720442,Wrinkles in Time,"[George Smoot, Keay Davidson]",1994,1000,4,360,23,en-US,Paperback,FALSE,Harper Perennial
181,821925326,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),[Madeleine L'Engle],2002,37,4.01,250,6,eng,Hardcover,FALSE,EMC/Paradigm Publishing
182,043927169X,Literature Circle Guide: A Wrinkle in Time,[Tara MacCarthy],2002,14,3.57,32,0,eng,Paperback,FALSE,Teaching Resources
183,2266081594,Un raccourci dans le temps,[Madeleine L'Engle],1997,30,4.01,254,8,,Paperback,FALSE,Pocket
184,738817538,Empress in the Wrinkle of Time: The Knight-King Chronicle,[Valerie Metcalf Estoye],2000,4,4.25,508,0,,Paperback,FALSE,Xlibris Corporation
192,1566440114,A Wrinkle in Time: L-I-T Guide,"[Charlotte S. Jaffe, Barbara Doherty]",1997,53,3.92,40,3,,Paperback,FALSE,Educational Impressions
197,1561371181,A Wrinkle in Time: Teacher Guide,"[Anne Troy, Phyllis  Green]",1998,12,4.19,32,0,,Paperback,FALSE,Novel Units
198,1580490794,A Wrinkle in Time: Teaching Unit,[James      Scott],1997,10,4.2,53,0,,Paperback,FALSE,Prestwick House
201,606105263,Una arruga en el tiempo – A Wrinkle in Time,[Madeleine L'Engle],1984,6,4.01,205,1,spa,,FALSE,Turtleback Books
204,751506435,"The Long Shadow (The Morland Dynasty, #6)",[Cynthia Harrod-Eagles],1994,368,4.12,367,16,eng,Paperback,FALSE,"Little, Brown Book Group"
205,006078671X,"A Long Shadow (Inspector Ian Rutledge, #8)",[Charles Todd],2006,2986,4.11,352,231,eng,Hardcover,FALSE,William Morrow
206,742548686,Vicksburg's Long Shadow: The Civil War Legacy of Race and Remembrance,[Christopher Waldrep],2005,12,3.58,344,3,,Hardcover,FALSE,Rowman & Littlefield Publishers
207,743499344,Long Way Round: Chasing Shadows Across the World,"[Ewan McGregor, Charley Boorman, Robert Uhlig]",2005,349,3.94,320,44,en-US,Paperback,FALSE,Atria Books
208,765313405,"A Shadow in Summer (Long Price Quartet, #1)",[Daniel Abraham],2006,9653,3.6,331,612,eng,Hardcover,FALSE,Tor Books
213,1400032490,New Hope for the Dead (Hoke Mosely #2),"[Charles Willeford, James Lee Burke]",2004,782,3.91,244,72,eng,Paperback,FALSE,Vintage Crime/Black Lizard
214,1400032482,Sideswipe: A Hoke Moseley Novel,"[Charles Willeford, Lawrence Block]",2005,703,4.04,215,68,eng,Paperback,FALSE,Vintage Crime/Black Lizard
215,1400032504,The Way We Die Now,"[Charles Willeford, Donald E. Westlake]",2005,609,4.06,256,58,,Paperback,FALSE,Vintage Crime/Black Lizard
216,1400032466,Miami Blues (Hoke Moseley #1),"[Charles Willeford, Elmore Leonard]",2004,2787,3.94,191,162,eng,Paperback,FALSE,Vintage Crime/Black Lizard
217,1874061394,Charles Willeford Omnibus: Pick Up/Burnt Orange Heresy/Cockfighter,[Charles Willeford],,35,4.31,602,2,,Unknown Binding,FALSE,Not Avail
218,1842430017,The Woman Chaser,[Charles Willeford],1960,472,3.94,192,45,,Paperback,FALSE,Newstand Library
219,1568582102,The Machine in Ward Eleven,[Charles Willeford],2001,123,3.57,160,14,,Paperback,FALSE,Thunder's Mouth Press
221,1400032474,Wild Wives,[Charles Willeford],2009,337,3.7,102,43,,Paperback,FALSE,Vintage Crime/Black Lizard
222,1400032512,The Shark-Infested Custard,[Charles Willeford],2005,488,3.81,272,58,,Paperback,FALSE,Vintage Crime/Black Lizard
224,1930997353,The Black Mass of Brother Springer,"[Charles Willeford, James Sallis]",2003,140,4,208,7,,Paperback,FALSE,Wit's End Books
226,896724409,Comedy after Postmodernism: Rereading Comedy from Edward Lear to Charles Willeford,[Kirby Olson],2001,7,4.14,184,0,,Hardcover,FALSE,Texas Tech University Press
228,1596542225,Cockfighter,[Charles Willeford],2005,992,4.11,200,59,,Paperback,FALSE,Blackmask.com
229,345349474,"Sideswipe (Hoke Moseley, #3)",[Charles Willeford],1988,24,4.04,279,3,,Mass Market Paperback,FALSE,Ballantine Books
230,679732527,The Burnt Orange Heresy (Vintage Crime/Black Lizard),[Charles Willeford],1990,98,3.9,144,12,,Paperback,FALSE,Vintage
231,312424442,I am Charlotte Simmons,[Tom Wolfe],2005,20615,3.42,738,1669,eng,Paperback,FALSE,Picador USA
234,142002275,The Complete Verse and Other Nonsense,"[Edward Lear, Vivien Noakes]",2002,898,4.18,624,27,,Paperback,FALSE,Penguin Books
236,089190090X,The Complete Nonsense of Edward Lear,[Edward Lear],1940,387,4.04,287,35,,Hardcover,FALSE,Amereon Limited
237,806930772,Poetry for Young People: Edward Lear,"[Edward Lear, Laura Huliska-Beith, Edward Mendelson]",2001,64,3.9,48,18,eng,Hardcover,FALSE,Sterling
239,60281138,An Edward Lear Alphabet,"[Edward Lear, Vladimir Radunsky]",1999,35,3.43,32,8,,Hardcover,FALSE,HarperCollins Publishers
241,439660564,A Was Once an Apple Pie,"[Edward Lear, Suse MacDonald]",2005,183,3.37,32,61,,Hardcover,FALSE,Orchard Books
242,698113675,The Owl and the Pussycat,"[Edward Lear, Jan Brett]",1996,71,4.2,32,8,,Paperback,FALSE,Puffin Books
243,246128828,The Pobble Who Has No Toes (Edward Lear's Little Books of Nonsense),[Edward Lear],1986,41,4.62,24,6,,Paperback,FALSE,HarperCollins Publishers
244,140366601,The Puffin Book of Nonsense Verse,[Quentin Blake],1996,80,4.06,287,6,eng,Paperback,FALSE,Puffin
245,811201120,Henry Miller on Writing,"[Henry Miller, Thomas H. Moore]",1964,946,4.22,217,49,eng,Paperback,FALSE,New Directions Publishing
246,811201090,The Colossus of Maroussi,[Henry Miller],1975,2512,3.98,244,197,,Paperback,FALSE,New Directions
247,080213016X,Quiet Days in Clichy,[Henry Miller],1994,3277,3.69,154,135,eng,Paperback,FALSE,Grove Press
248,811201074,Big Sur and the Oranges of Hieronymus Bosch,[Henry Miller],1957,2378,4.01,400,133,,Paperback,FALSE,New Directions
249,802131786,Tropic of Cancer,"[Henry Miller, Jiří Níl]",1994,51960,3.69,318,2299,eng,Paperback,FALSE,Grove Press
250,802151825,Tropic of Capricorn,[Henry Miller],1994,14402,3.79,348,449,eng,Paperback,FALSE,Grove Press
251,802151787,"Nexus (The Rosy Crucifixion, #3)",[Henry Miller],1994,3197,4.09,316,54,eng,Paperback,FALSE,Grove Press
252,802151809,"Sexus (The Rosy Crucifixion, #1)",[Henry Miller],1994,7481,3.99,506,247,eng,Paperback,FALSE,Grove Press
253,811201066,The Air-Conditioned Nightmare,[Henry Miller],1970,2645,3.83,292,139,eng,Paperback,FALSE,New Directions
254,811201155,The Time of the Assassins:  a Study of Rimbaud,[Henry Miller],1962,791,3.94,160,55,,Paperback,FALSE,New Directions
255,750636327,Public Places-Urban Spaces: The Dimensions of Urban Design,[Matthew Carmona],2003,94,4.13,320,6,,Paperback,FALSE,Architectural Press
256,29119405,Behavior in Public Places,[Erving Goffman],1966,200,4.1,248,5,,Paperback,FALSE,Free Press
257,1592284159,Haunted Places in America: A Guide to Spooked and Spooky Public Places in the United States,[Charles A. Coulombe],2004,19,3.42,288,1,,Paperback,FALSE,Lyons Press
258,571211194,"Public Places: My Life in the Theater, with Peter O'Toole and Beyond",[Sian Phillips],2004,35,3.85,441,6,,Paperback,FALSE,Faber & Faber
259,520245237,Together Alone: Personal Relationships in Public Places,"[Calvin Morrill, David A. Snow, Cindy White]",2005,10,3.5,320,1,,Paperback,FALSE,University of California Press
260,826330045,Squares: A Public Place Design Guide for Urbanists,[Mark C. Childs],2006,4,3.78,208,0,,Paperback,FALSE,University of New Mexico Press
261,687495679,Just in Time! Pastoral Prayers in Public Places,[F. Belton Joyner Jr.],2006,5,3.8,80,0,,Paperback,FALSE,Abingdon Press
262,1580086802,Pike Place Public Market Seafood Cookbook,[Braiden Rex-Johnson],2005,22,3.83,129,2,,Hardcover,FALSE,Ten Speed Press
263,950678384,Art for Public Places: Critical Essays,[Malcolm Miles],1989,4,4.25,244,1,,Unknown Binding,FALSE,Winchester School of Arts Press
264,141439637,The Portrait of a Lady,"[Henry James, Patricia Crick]",2003,60431,3.77,797,1879,eng,Paperback,FALSE,Penguin Classics
267,1882670965,Portrait of the Blue Lady: The Character of Melancholy,[Lyn Cowan],2004,9,4.22,314,1,,Paperback,FALSE,"Spring Journal, Inc"
268,192100386,The Portrait of a Lady,"[Henry James, John Updike]",1999,39,3.77,704,7,,Hardcover,FALSE,"Oxford University Press, USA"
269,1593080964,The Portrait of a Lady,"[Henry James, Gabriel Brownstein, Mary Cregan]",2004,387,3.77,635,40,eng,Paperback,FALSE,Barnes  Noble Classics
270,618107355,The Portrait of a Lady,"[Henry James, Paul Lauter, Jan Cohn]",2001,135,3.77,640,3,,Paperback,FALSE,Wadsworth Publishing
271,521345081,New Essays on 'the Portrait of a Lady',"[Joel Porte, Emory Elliot]",2014,3,4,178,0,,Hardcover,FALSE,Cambridge University Press
275,375700528,The Lover,"[Marguerite Duras, Barbara Bray, Maxine Hong Kingston]",1998,22344,3.75,117,1369,eng,Paperback,FALSE,Pantheon Books
277,1571290532,Writing,[Marguerite Duras],1999,734,3.76,91,41,eng,Paperback,FALSE,Brookline Books
278,1565842219,The War,"[Marguerite Duras, Barbara Bray, قلسم روبین]",1994,921,3.84,192,62,eng,Paperback,FALSE,The New Press
279,093961605X,Craniosacral Therapy II: Beyond the Dura,"[John E. Upledger, Lillian L. Bensky]",1990,44,4.32,259,1,,Hardcover,FALSE,Eastland Press
280,394743040,The Ravishing of Lol Stein,"[Marguerite Duras, Richard Seever]",1986,1967,3.67,181,124,en-US,Paperback,FALSE,Pantheon
281,080215154X,"Destroy, She Said","[Marguerite Duras, Barbara Bray, Helen Lane Cumberford]",1986,535,3.68,133,40,eng,Paperback,FALSE,Grove Press
283,2070388093,L'Amant de la Chine du Nord,[Marguerite Duras],2002,322,3.89,246,23,fre,Paperback,FALSE,Folio
284,806504102,A Treasury of Kahlil Gibran,"[Kahlil Gibran, Martin L. Wolf, Anthony R. Ferris]",1976,220,4.42,456,10,,Paperback,FALSE,Citadel Press
285,1851681825,Love Letters,"[Kahlil Gibran, Suheil Bushrui, Salma H. Al-Kuzbari]",1999,201,3.67,178,8,eng,Hardcover,FALSE,One World (UK)
286,679440674,The Prophet,[Kahlil Gibran],1995,790,4.23,128,47,,Hardcover,FALSE,Knopf
288,156656249X,Kahlil Gibran: His Life and World,"[Jean Gibran, جبران خليل جبران, Kahlil Gibran]",1998,33,4.2,464,2,eng,Paperback,FALSE,Interlink Publishing Group
289,014019553X,The Beloved: Reflections on the Path of the Heart,"[Kahlil Gibran, John Walbridge, Robin Waterfield]",1998,324,4.19,102,16,eng,Paperback,FALSE,Penguin Books
290,394431243,Jesus the Son of Man,"[Kahlil Gibran, جبران خليل جبران]",1995,1282,3.98,216,78,eng,Hardcover,FALSE,Knopf
291,806501901,The Broken Wings,"[Kahlil Gibran, جبران خليل جبران, Anthony R. Ferris]",2003,6258,3.92,132,498,eng,Paperback,FALSE,Citadel
292,067943920X,Sand and Foam,"[Kahlil Gibran, جبران خليل جبران]",2011,2913,4.08,100,209,eng,Hardcover,FALSE,Knopf
295,753453800,Treasure Island,"[Robert Louis Stevenson, بیتا ابراهیمی]",2001,304912,3.83,311,6253,eng,Hardcover,FALSE,Kingfisher
296,1402714572,Treasure Island,"[Robert Louis Stevenson, Scott McKowen]",2004,398,3.83,213,41,en-US,Hardcover,FALSE,Sterling
297,1416500294,Treasure Island,[Robert Louis Stevenson],2005,5914,3.83,245,267,eng,Paperback,FALSE,Simon & Schuster
298,689854684,Treasure Island,"[Robert Louis Stevenson, N.C. Wyeth, Timothy Meis]",2003,103,3.83,64,14,eng,Hardcover,FALSE,Atheneum Books for Young Readers
299,517221144,Treasure Island,"[Robert Louis Stevenson, Milo Winter]",2002,56,3.83,272,4,en-US,Hardcover,FALSE,Gramercy Books
302,1577658051,Treasure Island (Great Illustrated Classics),"[Deidre S. Laiken, A.J. McAllister, Robert Louis Stevenson]",2006,88,4.04,232,15,eng,Hardcover,FALSE,Abdo Publishing Company
303,822013061,Cliffs Notes on Stevenson's Treasure Island and Kidnapped,[O.L. Mishk],1974,5,4.6,80,0,,Paperback,FALSE,Cliffs Notes
304,037576013X,Daniel Deronda,"[George Eliot, Edmund White]",2002,20111,3.83,796,611,eng,Paperback,FALSE,Modern Library
305,1410223221,George Eliot and Judaism: An Attempt to Appreciate 'Daniel Deronda',[David Kaufmann],2005,3,4.33,100,0,,Paperback,FALSE,University Press of the Pacific
306,521460646,Daniel Deronda Notebooks,"[George Eliot, Jane Irwin]",1996,18,3.7,524,0,,Hardcover,FALSE,Cambridge University Press
309,1404384618,"Daniel Deronda, V1",[George Eliot],2003,5,4.33,384,2,,Paperback,FALSE,IndyPublish.com
312,789489104,Flight: 100 Years of Aviation,"[R.G. Grant, John R. Dailey]",2002,36,4.3,440,2,,Hardcover,FALSE,DK Publishing (Dorling Kindersley)
313,933121180,100 Years of Lynchings,[Ralph Ginzburg],1996,84,4.65,270,4,eng,paper,FALSE,Black Classic Press
314,590960016,If You Lived 100 Years Ago,"[Ann McGovern, Anna DiVito]",1999,124,3.92,80,19,,Paperback,FALSE,Scholastic Paperbacks
315,1586857614,Camp Cooking: 100 Years The National Museum of Forest Service History,[National Museum of Forest Service History],2004,43,4.35,192,1,,Spiral-bound,FALSE,Gibbs Smith
317,9875570923,El Siglo del Espiritu Santo,[Vinson Synan],2006,4,3.78,559,0,,Hardcover,FALSE,Vida Publishers
