,Id_Buku,Isbn,Judul_Buku,Penulis,Tahun_Publikasi,Total_Ratings,Rataan_Rating,Jumlah_Halaman,Jumlah_Review,Format_Buku,Ebook,Penerbit,Jumlah_Penulis
6131,8452,1424130867,Nature and the Beast,['Colin  P. McCarthy'],2006,0,0.0,188,0,Paperback,False,America Star Books,1
6132,8453,789457865,Reptile (DK Eyewitness),"['Colin McCarthy', 'Jane Burton', 'Karl Shone']",2000,47,4.08,64,8,Hardcover,False,DK Publishing (Dorling Kindersley),3
6133,8461,486427552,Brain Busters! Mind-Stretching Puzzles in Math and Logic,['Barry R. Clarke'],2003,7,3.71,112,0,Paperback,False,Dover Publications,1
6134,8463,745311016,Deep Citizenship,['Paul Barry Clarke'],1996,1,4.0,152,0,Paperback,False,Pluto Press (UK),1
6135,8466,745305865,Citizenship: A Reader,['Paul Barry Clarke'],1994,0,0.0,208,0,Paperback,False,Pluto Press,1
6136,8467,80409857,Coastal Forces,"['Barry Clarke', 'Jurgen Fielitz', 'Malcolm Touchin', 'Geoffrey Till', 'Julian Oswald']",1994,2,4.0,200,0,Hardcover,False,Potomac Books,5
6137,8468,853159319,Challenging Racism: A Handbook on the Human Rights ACT,['Barry Clarke'],2002,1,5.0,201,0,Paperback,False,Lawrence & Wishart,1
6139,8474,706372492,Test Your Puzzle Power,['Barry R. Clarke'],1994,0,0.0,112,0,Paperback,False,Ward Lock Limited.,1
6140,8475,842305955,Doorposts,['Timothy R. Botts'],2015,26,4.37,128,2,Hardcover,False,Tyndale House Publishers,1
6141,8477,1556124627,Sunday Door Posts II: Sixty Calligraphic Renderings of Biblical Texts Suitable for Reproduction (Sunday Doorposts),['Timothy R. Botts'],1991,4,3.75,124,0,Paperback,False,Sheed & Ward,1
6142,8478,1894800451,Between the Doorposts,['Isa Milman'],2004,0,0.0,79,0,Paperback,False,Ekstasis Editions,1
6143,8479,471595683,"Upon the Doorposts of Thy House: Jewish Life in East-Central Europe, Yesterday and Today",['Ruth Ellen  Gruber'],1994,6,4.17,320,0,Hardcover,False,Wiley,1
6144,8480,1883478219,The Souls of Animals,"['Gary Kowalski', 'Art Wolfe', 'Maria del Mar Canas', 'Tom Regan']",2006,98,3.94,160,16,Paperback,False,New World Library,4
6145,8481,1570432147,"Animals Are Soul, Too!",['Harold Klemp'],2005,25,4.58,254,4,Paperback,False,Eckankar,1
6146,8482,345424042,Animals as Guides for the Soul: Stories of Life-Changing Encounters,['Susan Chernak McElroy'],1999,59,4.16,304,3,Paperback,False,Ballantine Books,1
6147,8483,1403961786,Poetic Animals and Animal Souls,['Randy Malamud'],2003,5,4.0,212,1,Hardcover,False,Palgrave Macmillan,1
6148,8486,375875263,The Prophet of Yonwood,['Jeanne DuPrau'],2006,607,3.27,289,81,Hardcover,False,Random House Books for Young Readers,1
6149,8487,883689995,The Prophet's Dictionary: The Ultimate Guide to Supernatural Wisdom,['Paula A. Price'],2006,152,4.5,608,6,Paperback,False,Whitaker House,1
6150,8489,60598972,Muhammad: A Prophet for Our Time,['Karen Armstrong'],2006,1756,4.06,256,187,Hardcover,False,Eminent Lives,1
6151,8490,954030710,Journal of the Unknown Prophet,"['Wendy Alec', 'Alec']",2004,13,4.39,290,0,Paperback,False,Arrow Publications,2
6152,8492,1581345267,Prophet,['Frank E. Peretti'],2004,12559,3.94,416,214,Paperback,False,Crossway Books,1
6153,8494,922729360,Access the Power of Your Higher Self: Your Source of Inner Guidance and Spiritual Transformation (Pocket Guides to Practical Spirituality),['Elizabeth Clare Prophet'],2017,53,4.13,100,6,Paperback,False,Summit University Press,1
6154,8495,385410786,Hailstones and Halibut Bones,"[""Mary O'Neill"", 'John Wallner']",1990,117,4.31,64,21,Paperback,False,Doubleday Books for Young Readers,2
6155,8497,679420169,The Second Sex,"['Simone de Beauvoir', 'H.M. Parshley']",1993,174,4.13,786,11,Hardcover,False,Everyman's Library,2
6156,8498,231129637,Cool Men and the Second Sex,['Susan Fraiman'],2003,11,3.27,224,1,Paperback,False,Columbia University Press,1
6157,8499,1857151372,The Second Sex,"['Simone de Beauvoir', 'H.M. Parshley', 'Margaret Crosland']",1993,44,4.13,848,6,Hardcover,False,Everyman's Library,3
6158,8500,009974421X,The Second Sex,"['Simone de Beauvoir', 'H.M. Parshley']",1997,318,4.13,880,27,Paperback,False,Vintage Classics,2
6159,8501,807011010,The Church and the Second Sex,['Mary Daly'],1986,126,3.82,231,5,Paperback,False,Beacon Press,1
6160,8503,340846496,Simone de Beauvoir's the Second Sex,"['George Myerson', 'Simone de Beauvoir']",2002,23,3.83,83,2,Paperback,False,Hodder & Stoughton,2
6161,8504,743268903,Sex as a Second Language,['Alisa Kwitney'],2006,217,2.95,330,35,Hardcover,False,Atria Books,1
6162,8505,157806841X,Thomas Jefferson on Wine,['John Hailman'],2006,79,3.81,457,17,Hardcover,False,University Press of Mississippi,1
6163,8506,195181301,Thomas Jefferson (Oxford Portraits),['R.B. Bernstein'],2005,3983,4.0,253,132,Paperback,False,"Oxford University Press, USA",1
6164,8507,1557099405,Quotations of Thomas Jefferson,"['Thomas Jefferson', 'U-Inspire Inc']",2004,32,4.3,32,3,Hardcover,False,Applewood Books,2
6165,8508,1557091846,The Jefferson Bible: The Life and Morals of Jesus of Nazareth,['Thomas Jefferson'],2006,1002,3.82,103,96,Hardcover,False,Applewood Books,1
6166,8510,448431459,Who Was Thomas Jefferson?,"['Dennis Brindell Fradin', 'Nancy Harrison', ""John   O'Brien""]",2003,629,4.06,103,72,Paperback,False,Penguin Workshop,3
6167,8512,812973186,The Life and Selected Writings,['Thomas Jefferson'],1993,3,4.12,736,0,Paperback,False,Modern Library,1
6168,8513,961352566,"An Evening with Benjamin Franklin and Thomas Jefferson: Dinner, Wine, and Conversation",['James M. Gabler'],2006,10,3.6,334,1,Hardcover,False,Bacchus Press,1
6169,8514,813918332,Thomas Jefferson and Sally Hemings: An American Controversy,['Annette Gordon-Reed'],1998,345,3.96,320,45,Paperback,False,University of Virginia Press,1
6170,8515,034542705X,The Man Who Listens to Horses,"['Monty Roberts', 'Lucy Grealy', 'Lawrence Scanlan']",1998,9766,4.11,352,202,Paperback,False,Ballantine Books,3
6171,8520,399154000,"Under Orders (Sid Halley, #4)",['Dick Francis'],2006,4025,3.86,308,242,Hardcover,False,Putnam Publishing Group,1
6172,8521,425210251,Smokescreen,['Dick Francis'],2006,2496,3.93,304,78,Paperback,False,G.P. Putnam's Sons,1
6173,8522,425194981,For Kicks,['Dick Francis'],2004,2991,3.99,292,88,Paperback,False,G.P. Putnam's Sons,1
6174,8523,425201910,Forfeit,['Dick Francis'],2005,2476,3.92,256,61,Paperback,False,G.P. Putnam's Sons,1
6175,8524,042519972X,"Win, Place, or Show",['Dick Francis'],2004,381,4.14,656,0,Paperback,False,G.P. Putnam's Sons,1
6176,8525,425194973,Dead Cert,['Dick Francis'],2004,4856,3.97,277,122,Paperback,False,G.P. Putnam's Sons,1
6177,8526,425201481,Shattered,['Dick Francis'],2005,4300,3.9,256,135,Paperback,False,G.P. Putnam's Sons,1
6178,8527,425204391,The Edge,['Dick Francis'],2005,3379,4.02,368,152,Paperback,False,G.P. Putnam's Sons,1
6179,8528,425210766,Rat Race,['Dick Francis'],2006,2332,3.96,304,90,Paperback,False,G.P. Putnam's Sons,1
6180,8529,425206955,Reflex,['Dick Francis'],2005,4575,4.07,304,125,Paperback,False,G.P. Putnam's Sons,1
6181,8530,425211037,Risk,['Dick Francis'],2006,2605,3.93,272,69,Paperback,False,G.P. Putnam's Sons,1
6182,8531,042520393X,Proof,['Dick Francis'],2005,5193,4.04,368,184,Paperback,False,G.P. Putnam's Sons,1
6183,8532,042519938X,Decider,['Dick Francis'],2004,3365,3.99,341,128,Paperback,False,G.P. Putnam's Sons,1
6184,8533,425196739,Slay Ride,['Dick Francis'],2004,2161,3.79,288,59,Paperback,False,G.P. Putnam's Sons,1
6186,8535,042520958X,In the Frame,['Dick Francis'],2006,2558,3.94,304,100,Paperback,False,G.P. Putnam's Sons,1
6187,8536,425208850,Bonecrack,['Dick Francis'],2006,2840,3.98,304,79,Paperback,False,G.P. Putnam's Sons,1
6188,8537,515123463,Nerve,['Dick Francis'],1998,3511,4.02,320,108,Paperback,False,Jove,1
6189,8538,425199932,"Break In (Kit Fielding, #1)",['Dick Francis'],2005,3644,4.04,320,124,Paperback,False,G.P. Putnam's Sons,1
6190,8539,762188715,Whip Hand,['Dick Francis'],2001,10,4.08,288,2,Hardcover,False,Im Press,1
6191,8540,425199169,Blood Sport,['Dick Francis'],2004,4511,3.87,288,109,Paperback,False,G.P. Putnam's Sons,1
6192,8541,042520846X,Straight,['Dick Francis'],2006,3420,4.04,320,136,Paperback,False,G.P. Putnam's Sons,1
6193,8542,042519745X,10 lb Penalty,['Dick Francis'],2004,3400,3.9,320,172,Paperback,False,G.P. Putnam's Sons,1
6194,8543,042519681X,To the Hilt,['Dick Francis'],2004,5291,4.11,352,247,Paperback,False,G.P. Putnam's Sons,1
6195,8544,425199835,Trial Run,['Dick Francis'],2004,1957,3.82,272,54,Paperback,False,G.P. Putnam's Sons,1
6196,8545,425196747,Wild Horses,['Dick Francis'],2004,2843,3.91,352,150,Paperback,False,G.P. Putnam's Sons,1
6197,8546,042519499X,Field of Thirteen,['Dick Francis'],2004,2005,3.73,304,83,Paperback,False,G.P. Putnam's Sons,1
6198,8548,449221393,Driving Force,['Dick Francis'],1993,2573,3.96,384,104,Paperback,False,Fawcett Books,1
6199,8549,425206777,Second Wind,['Dick Francis'],2005,53,3.71,272,2,Paperback,False,G.P. Putnam's Sons,1
6200,8551,515125601,Flying Finish,['Dick Francis'],1999,2519,3.93,276,87,Paperback,False,Jove,1
6201,8552,425202887,"Bolt (Kit Fielding, #2)",['Dick Francis'],2005,4905,4.03,288,119,Paperback,False,G.P. Putnam's Sons,1
6202,8553,425209148,High Stakes,['Dick Francis'],2006,2676,3.98,304,110,Paperback,False,G.P. Putnam's Sons,1
6203,8554,515129232,Second Wind,['Dick Francis'],2000,2642,3.71,272,132,Paperback,False,Jove,1
6204,8555,1578661412,The Dick Francis Complete Treasury of Great Racing Stories,"['Dick Francis', 'John Welcome']",2004,25,3.92,464,0,Hardcover,False,Galahad,2
6205,8556,449221148,High Stakes,['Dick Francis'],1993,57,3.98,253,4,Mass Market Paperback,False,Fawcett,1
6206,8557,425207188,"Come to Grief (Sid Halley, #3)",['Dick Francis'],2005,3683,4.01,384,125,Paperback,False,G.P. Putnam's Sons,1
6207,8558,515128678,Enquiry,['Dick Francis'],2000,2337,3.95,264,77,Paperback,False,Jove,1
6208,8559,425197050,Enquiry,['Dick Francis'],2004,94,3.95,272,3,Paperback,False,G.P. Putnam's Sons,1
6209,8562,718132327,Smokescreen,['Dick Francis'],1989,15,3.93,224,2,Hardcover,False,Michael Joseph,1
6210,8567,718140958,Hot Money,['Dick Francis'],1996,26,4.04,288,2,Hardcover,False,Michael Joseph,1
6211,8568,425198006,"Odds Against (Sid Halley, #1)",['Dick Francis'],2005,3658,4.05,288,123,Paperback,False,G.P. Putnam's Sons,1
6212,8569,515123862,For Kicks,['Dick Francis'],1998,13,3.99,304,0,Paperback,False,Jove,1
6214,8572,718132386,Banker,['Dick Francis'],2000,3014,4.05,288,121,Hardcover,False,Michael Joseph,1
6215,8574,425203549,"Whip Hand (Sid Halley, #2)",['Dick Francis'],2005,5001,4.08,304,134,Paperback,False,G.P. Putnam's Sons,1
6216,8581,449213307,A Jockey's Life: The Biography of Lester Piggott,['Dick Francis'],1987,79,3.6,480,2,Mass Market Paperback,False,Fawcett,1
6217,8582,449220494,The Dick Francis Treasury of Great Racing Stories,"['Dick Francis', 'John Welcome']",1992,65,3.78,221,3,Mass Market Paperback,False,Fawcett,2
6218,8583,399143068,Come to Grief / Decider / Wild Horses,['Dick Francis'],1997,31,4.13,707,0,Hardcover,False,Putnam Adult,1
6219,8586,515125512,Odds Against,['Dick Francis'],2000,54,4.05,277,4,Paperback,False,Jove,1
6220,8587,330492438,Dead Cert,['Dick Francis'],2002,13,3.97,308,1,Paperback,False,Pan Publishing,1
6221,8591,864734948,"Plays 1: Small Towns  Sea: Horseplay, Flipside, Trick of the Light",['Ken Duncum'],2006,0,0.0,268,0,Paperback,False,Victoria University Press,1
6222,8598,399244913,"Eats, Shoots & Leaves: Why, Commas Really Do Make a Difference!","['Lynne Truss', 'Bonnie Timmons']",2006,1366,4.14,32,204,Hardcover,False,G.P. Putnam's Sons Books for Young Readers,2
6223,8600,1592402038,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",['Lynne Truss'],2006,86260,3.87,209,3994,Paperback,False,The Penguin Group,1
6224,8601,1861979339,Talk to the Hand: The Utter Bloody Rudeness of Everyday Life,['Lynne Truss'],2005,198,3.33,214,30,Hardcover,False,Profile Books,1
6225,8602,471558427,Design of Building Trusses,"['James Ambrose', 'Edward Allen']",1994,3,4.33,448,0,Hardcover,False,Wiley,2
6226,8603,888991851,Jasmin,['Jan Truss'],2000,4,3.96,196,0,Paperback,False,Groundwood Books,1
6227,8604,1861977549,Making the Cat Laugh,['Lynne Truss'],2004,181,3.36,212,29,Paperback,False,Profile Books Ltd,1
6228,8605,553067966,The Simple Living Guide,['Janet Luhrs'],1997,1043,3.97,464,108,Paperback,False,Harmony,1
6229,8608,1584794461,The Art of Encouragement: A Simple Guide to Living Life from the Heart,['Candy Paull'],2006,4,3.36,221,0,Hardcover,False,"Stewart, Tabori, & Chang",1
6230,8609,786882425,Living the Simple Life: A Guide to Scaling Down and Enjoying More,['Elaine St. James'],1998,616,3.56,320,70,Paperback,False,Hachette Books,1
6231,8610,891079572,The Busy Mom's Guide to Simple Living: Creative Ideas and Practical Ways for Making the Most Out of What You Have,['Jackie Wellwood'],1997,21,3.43,214,4,Paperback,False,Crossway Books,1
6232,8612,804831742,Simple Zen: A Guide to Living Moment by Moment,"['C. Alexander Simpkins', 'Annellen Simpkins']",1999,34,3.78,176,4,Paperback,False,Tuttle Publishing,2
6233,8613,1579547052,Herbal Drugstore,"['Linda B. White', 'Steven Foster', 'Herbs for Health Staff']",2003,36,4.07,624,1,Paperback,False,Rodale Books,3
6234,8614,778801462,The Spice and Herb Bible,"['Ian Hemphill', 'Kate Hemphill']",2006,145,4.26,606,16,Paperback,False,Robert Rose,2
6235,8616,743225481,Earl Mindell's New Herb Bible,['Earl Mindell'],2002,160,4.02,336,5,Paperback,False,Pocket Books,1
6236,8617,806524235,Herbs of the Bible,['Allan Swenson'],2003,0,0.0,240,0,Paperback,False,Citadel,1
6237,8619,1883010667,Herbs of the Bible: 2000 Years of Plant Medicine,"['James A. Duke', 'Peggy Duke']",1999,1,4.28,256,0,Hardcover,False,Interweave Press,2
6238,8620,778800423,The Spice and Herb Bible: A Cook's Guide,"['Ian Hemphill', 'Mark Shapiro']",2002,12,4.26,512,1,Paperback,False,Robert Rose,2
6239,8622,879834676,"Plants, Flowers, and Herbs of the Bible: The Living Legacy of the Third Day of Creation","['Wilfred Edward Shewell-Cooper', 'Billy Graham']",1989,23,3.09,221,0,Paperback,False,Keats Publishing,2
6240,8623,849382025,Duke's Handbook of Medicinal Plants of the Bible,['James A. Duke'],2007,11,4.64,528,0,Hardcover,False,CRC Press,1
6241,8624,399528539,What Your Mother Never Told You about S-E-X,['Hilda Hutcherson'],2003,133,4.12,372,15,Paperback,False,Tarcherperigee,1
6243,8627,393325172,"Master and Commander (Aubrey/Maturin,  #1)","[""Patrick O'Brian""]",2003,525,4.1,459,93,Paperback,False,W. W. Norton  Company,1
6244,8628,393325539,The Making of Master and Commander: The Far Side of the World,['Tom McGregor'],2003,95,3.98,168,12,Paperback,False,W. W. Norton  Company,1
6245,8630,786177837,"The Ionian Mission (Aubrey/Maturin, #8)","[""Patrick O'Brian"", 'Simon Vance']",2005,3662,4.32,10,78,Audio CD,False,Blackstone Audiobooks,2
6246,8632,60584084,"Her Master and Commander (Just Ask Reeves, #1)",['Karen Hawkins'],2006,789,3.81,372,31,Paperback,False,Avon,1
6247,8635,1894404165,The Stanley Park Companion,"['Paul Grant', 'Laurie Dickson']",2003,4,4.25,128,3,Paperback,False,Nightwood Editions,2
6248,8636,1550173464,"Stanley Park's Secret: The Forgotten Families of Whoi Whoi, Kanaka Ranch, and Brockton Point",['Jean Barman'],2005,1,4.14,288,0,Hardcover,False,Harbour Publishing,1
6249,8637,888360169,A Nature Walk In Stanley Park: Lost Lagoon & Beaver Lake,['Sinclair Ross'],1977,0,0.0,114,0,Unknown Binding,False,Mitchell Press,1
6250,8640,1857444280,Beating the King's Indian and Grunfeld,['Timothy W. Taylor'],2006,0,0.0,224,0,Paperback,False,Everyman Chess,1
6251,8641,676977642,Story House,['Timothy  Taylor'],2006,103,3.04,464,9,Hardcover,False,Knopf Canada,1
6252,8642,789431890,Atlas of Archaeology,"['Mick Aston', 'Tim  Taylor']",1998,31,3.9,208,2,Hardcover,False,DK Publishing (Dorling Kindersley),2
6253,8643,415936845,"Strange Sounds: Music, Technology & Culture",['Timothy D. Taylor'],2001,26,3.77,278,0,Paperback,False,Routledge,1
6254,8644,393975797,Undating America's Social Contract: Economic Growth and Opportunity in the New Century,"['Rudolph G. Penner', 'Timothy   Taylor']",2000,0,0.0,190,0,Paperback,False,W. W. Norton & Company,2
6255,8645,1582432902,Stanley Park,['Timothy  Taylor'],2003,1797,3.57,436,90,Paperback,False,Counterpoint LLC,1
6256,8646,385337639,Crow Lake,['Mary Lawson'],2003,13780,3.87,324,1549,Paperback,False,Dial Press Trade Paperback,1
6258,8648,312861877,"Xenocide (Ender's Saga, #3)","['Orson Scott Card', 'Piotr W. Cholewa']",1996,116864,3.79,592,3074,Mass Market Paperback,False,Tor Books,2
6259,8649,812972139,The Lost World (Modern Library MM),"['Arthur Conan Doyle', 'Michael Crichton', 'Kyle Colerider-Krugh', 'Peter Paige', 'Kirsten Potter', 'Kenneth Alan Williams', 'John de Lancie', 'Nat Segaloff', 'Tom Virtue', 'Josh  Clark']",2004,254,3.92,288,5,Mass Market Paperback,False,Modern Library,10
6260,8650,752224417,The Lost World (Jurassic Park #2),['Michael Crichton'],1995,96800,3.77,448,2330,Mass Market Paperback,False,"Alfred A. Knopf, Inc.",1
6261,8651,517279312,The Lost World,['Michael Crichton'],1995,96,3.77,0,2,Hardcover,False,Random House Value Publishing,1
6262,8652,517304848,Lost World Mov Tie-In,['Michael Crichton'],1998,0,3.77,0,0,Hardcover,False,Random House Value Publishing,1
6263,8653,780772997,The Lost World,['Michael Crichton'],1997,24,3.77,431,4,Hardcover,False,Perfection Learning,1
6264,8656,786712341,The Life of Sir Arthur Conan Doyle,"['John Dickson Carr', 'Daniel Stashower']",2003,146,4.02,320,6,Paperback,False,Da Capo Press,2
6265,8657,897332652,Best Horror Stories of Arthur Conan Doyle,"['Arthur Conan Doyle', 'Charles G. Waugh', 'Frank D. McSherry Jr.']",2005,68,3.88,294,7,Paperback,False,Chicago Review Press,3
6266,8659,1402166850,The Tragedy of the Korosko,['Arthur Conan Doyle'],2001,152,3.59,276,25,Paperback,False,Adamant Media Corporation,1
6267,8660,142002720,The Lost World (TV Tie-in),"['Arthur Conan Doyle', 'Philip Gooden']",2002,18,3.92,224,4,Paperback,False,Penguin Books,2
6268,8661,8497643658,Las aventuras de Sherlock Holmes,"['Arthur Conan Doyle', 'Javier Gomez Rea']",2005,31,4.25,192,5,Paperback,False,Edimat Libros,2
6269,8662,681319216,The Works of Sir Arthur Conan Doyle Complete and Unabridged,['Arthur Conan Doyle'],1984,38,4.49,799,6,Leather Bound,False,Longmeadow Press,1
6270,8664,451529995,The Sherlock Holmes Mysteries,"['Arthur Conan Doyle', 'Anne Perry']",2005,624,4.27,533,32,Mass Market Paperback,False,Signet Classics,2
6271,8665,1593083688,Treasure Island,"['Robert Louis Stevenson', 'N.C. Wyeth', 'Angus Fletcher']",2005,30,3.83,304,6,Hardcover,False,Barnes  Noble Classics,3
6272,8666,1580080162,The Sustainable Vegetable Garden: A Backyard Guide to Healthy Soil and Higher Yields,"['John Jeavons', 'Carol Cox']",1999,119,3.81,128,22,Paperback,False,Ten Speed Press,2
6273,8668,898150736,How to Grow More Vegetables Than You Ever Thought Possible on Less Land Than You Can Imagine,"['John Jeavons', 'Pedro Gonzalez', 'Betsy Jeavons']",1982,15,4.09,144,7,Paperback,False,"Ten Speed Press,U.S.",3
6275,8671,898151007,The Seed Finder,"['John Jeavons', 'Robin Leler', 'J. Morgodor Griffin']",1983,0,0.0,147,0,Paperback,False,Ten Speed Pr,3
6276,8673,898154154,How to Grow More Vegetables Than You Ever Thought Possible on Less Land Than You Can Imagine: A Primer on the Life-Giving Biodynamic/French Intensiv,['John Jeavons'],1991,11,4.09,175,0,Paperback,False,Ten Speed Pr,1
6278,8675,553383531,Wild Ducks Flying Backward,['Tom Robbins'],2006,5671,3.54,272,261,Paperback,False,Bantam,1
6279,8676,684845776,Unlimited Power: The New Science Of Personal Achievement,"['Anthony Robbins', 'Kenneth H. Blanchard', 'Jason Winters']",1997,23592,4.22,448,386,Paperback,False,Free Press,3
6280,8677,721601944,Robbins and Cotran Review of Pathology,"['Edward C. Klatt', 'Vinay Kumar']",2004,51,4.35,432,6,Paperback,False,Saunders,2
6281,8678,767904206,Somewhere: The Life of Jerome Robbins,['Amanda Vaill'],2006,56,4.03,688,10,Hardcover,False,Broadway,1
6282,8680,055337933X,Fierce Invalids Home from Hot Climates,['Tom Robbins'],2001,24408,4.03,445,1118,Paperback,False,Bantam,1
6283,8681,743525213,Live with Passion!: Stategies for Creating a Compelling Future,['Anthony Robbins'],2002,268,4.27,0,14,Audio CD,False,Simon  Schuster Audio/Nightingale-Conant,1
6284,8682,1842430351,Jitterbug Perfume,['Tom Robbins'],2001,53208,4.25,342,2655,Paperback,False,No Exit Press,1
6285,8683,721601871,Robbins & Cotran Pathologic Basis of Disease,"['Vinay Kumar', 'Abul K. Abbas', 'Nelson Fausto']",2004,1008,4.28,1552,31,Hardcover,False,Saunders,3
6286,8684,761139958,"Baseball Prospectus 2006: Statistics, Analysis, and Insight for the Information Age","['Mark Armour', 'Christina Kahrl']",2006,98,4.36,576,2,Paperback,False,Workman Publishing Company,2
6287,8685,465005969,Baseball Between the Numbers,"['Jonah Keri', 'Steve Goldman', 'Jonah Keri']",2006,168,4.0,454,22,Hardcover,False,Perseus Books,3
6288,8690,761135782,"Baseball Prospectus 2005: Statistics, Analysis, and Insight for the Information Age",['Baseball Prospectus'],2005,72,4.24,576,0,Paperback,False,Workman Publishing Company,1
6289,8692,761134026,"Baseball Prospectus 2004: Statistics, Analysis and Insight for the Information Age",['Baseball Prospectus'],2004,78,4.32,602,1,Paperback,False,Workman Publishing,1
6291,8694,345418905,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy, #3)",['Douglas Adams'],2005,160972,4.2,224,2076,Paperback,False,Del Rey,1
6293,8696,345371984,Last Chance to See,"['Douglas Adams', 'Mark Carwardine']",1992,16205,4.34,256,826,Paperback,False,Ballantine Books,2
6294,8697,1932112359,Hitchhiker: A Biography of Douglas Adams,"['M.J. Simpson', 'Neil Gaiman']",2005,279,3.66,432,15,Paperback,False,"Justin, Charles and Company",2
6295,8698,330491237,"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",['Douglas Adams'],2002,93988,4.09,167,1381,Paperback,False,Picador USA,1
6296,8703,739332074,"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)","['Douglas Adams', 'Martin  Freeman']",2006,485,4.22,6,95,Audio CD,False,Random House Audio Publishing Group,2
6297,8704,2290053651,Starship Titanic,"['Terry Jones', 'Marie-Catherine Caillava']",2001,8665,3.6,189,148,Paperback,False,J'ai Lu,2
6298,8705,517119129,Dirk Gently's Holistic Detective Agency / The Long Dark Tea-time of the Soul (Dirk Gently #1-2),['Douglas Adams'],1994,240,4.18,436,18,Hardcover,False,Random House Value Publishing,1
6299,8706,330491199,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),['Douglas Adams'],2002,2967,4.22,180,298,Paperback,False,Picador USA,1
6302,8710,517599244,The Illustrated Hitchhiker's Guide To The Galaxy,['Douglas Adams'],1994,286,4.33,96,19,Hardcover,False,Harmony,1
6303,8711,878912320,"Handmaid's Tale, The  (MAXNotes Literature Guides)","['Malcolm Foster', 'English Literature Study Guides']",1999,7,4.14,144,1,Paperback,False,Research  Education Association,2
6304,8712,2864603497,Margaret Atwood: The Handmaid's Tale,['Hélène Greven-Borde'],1998,1701,4.2,108,77,Paperback,False,Klincksieck,1
6305,8713,385517211,Point to Point Navigation,['Gore Vidal'],2006,612,3.71,277,87,Hardcover,False,Doubleday Books,1
6306,8714,1594865671,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,['Al Gore'],2006,5662,3.76,328,423,Paperback,False,Rodale Books,1
6307,8715,140260897,Palimpsest,['Gore Vidal'],1996,1447,3.99,448,90,Paperback,False,Penguin Books,1
6308,8716,375708766,Lincoln,['Gore Vidal'],2000,7182,4.2,672,419,Paperback,False,Vintage,1
6309,8717,1902636384,Perpetual War for Perpetual Peace,['Gore Vidal'],2002,1125,3.82,160,65,Paperback,False,Clairview Books,1
6310,8718,385507623,Creation,['Gore Vidal'],2002,2790,4.22,574,209,Hardcover,False,Doubleday,1
6311,8719,037572706X,Julian,['Gore Vidal'],2003,5141,4.19,528,302,Paperback,False,Vintage,1
6312,8720,786718102,Clouds and Eclipses: The Collected Short Stories,['Gore Vidal'],2006,237,3.6,166,37,Paperback,False,Carroll & Graf Publishers,1
6313,8721,618056645,Earth in the Balance: Ecology and the Human Spirit,['Al Gore'],2000,14,3.79,432,1,Hardcover,False,Houghton Mifflin Harcourt,1
6314,8722,375708731,Burr,['Gore Vidal'],2000,7002,4.08,430,494,Paperback,False,Vintage,1
6315,8724,038525055X,Apples Apples Apples,"['Judith Comfort', 'Cathy Chute']",1987,0,0.0,300,0,Paperback,False,Doubleday Canada,2
6316,8725,375758739,Comfort Me with Apples: More Adventures at the Table,['Ruth Reichl'],2002,17577,4.03,302,929,Paperback,False,Random House Trade,1
6317,8726,965193772,Comfort Me With Apples,['Ruth Reichl'],2001,15,4.03,299,3,Paperback,False,Random house,1
6318,8727,712617957,Comfort Me with Apples,['Ruth Reichl'],2002,62,4.03,320,14,Hardcover,False,Century,1
6319,8730,1895449812,Comfort Me With Apples,"[""Sara O'Leary""]",1998,1,4.0,194,0,Paperback,False,Thistledown Press,1
6321,8737,068485256X,The Last Temptation of Christ,"['Nikos Kazantzakis', 'Peter A. Bien']",1998,8749,4.16,506,437,Paperback,False,Simon  Schuster,2
6322,8738,373692285,Her Last Temptation,['Leslie Kelly'],2005,111,3.59,207,5,Paperback,False,Harlequin Temptation,1
6323,8740,275973573,"Film, Faith, and Cultural Conflict: The Case of Martin Scorsese's the Last Temptation of Christ",['Robin Riley'],2003,3,3.0,160,1,Hardcover,False,Praeger,1
6324,8741,312936915,"The Last Temptation (Tony Hill & Carol Jordan, #3)",['Val McDermid'],2005,4813,4.01,496,259,Paperback,False,St. Martin's Paperbacks,1
6325,8742,571178561,The Last Temptation,"['Nikos Kazantzakis', 'Peter A. Bien']",1995,108,4.16,589,12,Paperback,False,Faber  Faber,2
6326,8744,1844080080,Desert Dawn,"['Waris Dirie', ""Jeanne D'Haem""]",2004,1930,3.83,240,75,Paperback,False,Virago UK,2
6327,8745,688172377,Desert Flower,"['Waris Dirie', 'Cathleen Miller']",2011,11395,4.14,240,698,Paperback,False,William Morrow Paperbacks,2
6328,8746,1844082520,Desert Children,"['Waris Dirie', 'Corinna Milborn', 'Sheelagh Alabaster']",2005,493,3.71,240,25,Paperback,False,Virago UK,3
