,Id_Buku,Isbn,Judul_Buku,Penulis,Tahun_Publikasi,Total_Ratings,Rataan_Rating,Jumlah_Halaman,Jumlah_Review,Format_Buku,Ebook,Penerbit,Jumlah_Penulis
836,1180,945045069,Simply Bruschetta: Garlic Toast the Italian Way,['Vittorio Pellegrino'],2001,4,3.75,94,2,Hardcover,False,Maui Arthoughts Company,1
837,1181,809230402,"Simply Italian: Easy Recipes That Are Quick to Prepare, Low in Calories, and Kind to Your Budget",['Valentina Harris'],1997,1,4.0,192,1,Paperback,False,McGraw-Hill/Contemporary,1
838,1184,174045197X,Simply Italian,['Sophie Braimbridge'],2002,0,3.89,256,0,Paperback,False,Murdoch Books,1
839,1185,60936339,"Cucina Fresca: Italian Food, Simply Prepared","['Laplace Viana', 'Laplace Viana']",2001,32,4.24,304,1,Paperback,False,William Morrow Cookbooks,2
840,1187,1569245614,"Simply Sauté: Fast, Easy, and Healthy Italian Cooking -- All in One Pan","['Silvia Bianco', 'Peter Bradley', 'Bobby Flay']",2003,2,4.0,256,0,Paperback,False,Da Capo Lifelong Books,3
841,1188,1841721476,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,"['Ursula Ferrigno', 'Jason Lowe', 'Maxine Clark']",2001,8,4.08,64,2,Hardcover,False,Ryland Peters & Small,3
842,1189,385492901,Simply Tuscan: Recipes for a Well-Lived Life,['Pino Luongo'],2000,16,3.56,304,2,Hardcover,False,Broadway,1
843,1190,595350356,Simply Sicilian: Family Recipes,['Carol Cappelline Schulte'],2005,0,0.0,200,0,Paperback,False,iUniverse,1
844,1191,030723827X,Giada's Family Dinners,"['Giada De Laurentiis', 'Victoria Pearson']",2006,13915,3.96,256,74,Hardcover,False,Clarkson Potter,2
845,1192,1400052580,Everyday Italian: 125 Simple and Delicious Recipes,['Giada De Laurentiis'],2005,39102,3.94,256,213,Hardcover,False,Clarkson Potter,1
846,1193,307346587,Everyday Pasta,"['Giada De Laurentiis', 'Victoria Pearson']",2007,8735,4.09,240,54,Hardcover,False,Clarkson Potter,2
847,1194,8854401595,Alex & Penny in Egypt,"['Giada Francia', 'Angelo Colombo', 'Patrizia Balocco Lovisetti']",2007,0,0.0,80,0,Hardcover,False,White Star,3
848,1195,8854401609,Alex & Penny Ballooning over Italy,['Giada Francia'],2007,1,3.0,80,0,Hardcover,False,White Star,1
849,1196,1400052386,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,"['Tyler Florence', 'Petrina Tinslay']",2006,3657,4.09,256,34,Hardcover,False,Clarkson Potter,2
850,1197,609609971,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,"['Tyler Florence', 'JoAnn Cianciulli', 'Bill Bettencourt', 'Bobby Flay']",2003,1399,4.05,304,16,Hardcover,False,Clarkson Potter Publishers,4
851,1198,1400052378,Eat This Book: Cooking with Global Fresh Flavors,"['Tyler Florence', 'Petrina Tinslay']",2004,271,3.92,287,15,Hardcover,False,Clarkson Potter Publishers,2
852,1202,61234001,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,"['Steven D. Levitt', 'Stephen J. Dubner']",2006,599444,3.96,320,12665,Hardcover,False,William Morrow,2
853,1204,8466625127,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,"['Steven D. Levitt', 'Stephen J. Dubner']",2006,188,3.96,250,24,Paperback,False,Ediciones B,2
854,1206,61245135,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,"['Steven D. Levitt', 'Stephen J. Dubner']",2006,97,3.96,496,5,Paperback,False,Harper,2
856,1208,595341527,The Semi-Complete Guide to Sort of Being a Gentleman,['Brock LaBorde'],2005,2,4.5,148,0,Paperback,False,iUniverse,1
857,1211,848710576,Gentleman's Guide to Toasting,"['Dave Fulmer', 'Gentleman Jack Toastmaster', 'Jack D. Distillery']",1990,9,3.22,80,3,Hardcover,False,Oxmoor House,3
858,1212,944428444,The Gentleman's Guide to Passages South: The Thornless Path Toward Windward,['Bruce Van Sant'],1995,13,4.19,320,2,Paperback,False,Cruising Guide Publications,1
859,1213,1580625606,Gentleman's GD.to Etiquette,['Clinton T. Greenleaf III'],1997,6,3.0,102,2,Hardcover,False,Adams Media Corporation,1
860,1214,1580624278,Gentleman's Guide To Professional Appearance,['Clinton T. Greenleaf III'],2000,11,4.09,101,1,Hardcover,False,Adams Media,1
861,1215,1853755699,A Well-Dressed Gentleman's Pocket Guide,['Oscar Lenius'],2006,36,3.52,216,2,Hardcover,False,Prion,1
862,1216,080322026X,Miracle Collapse: The 1969 Chicago Cubs,"['Doug Feldmann', 'Don Kessinger']",2006,20,3.44,280,2,Hardcover,False,University of Nebraska Press,2
864,1218,399153594,"The Last Assassin (John Rain, #5)",['Barry Eisler'],2006,183,4.26,338,25,Hardcover,False,Putnam Publishing Group,1
865,1219,8496284182,"Sicario (John Rain, #1)",['Barry Eisler'],2005,17,3.96,349,3,Hardcover,False,Roca Editorial,1
866,1221,2714439187,La Chute de John R.,['Barry Eisler'],2003,0,3.96,308,0,Paperback,False,Belfond,1
867,1226,156030209,Life of Pi,['Yann Martel'],2004,4263,3.9,401,666,Mass Market Paperback,False,Mariner Books / Harvest Books,1
868,1227,8423335127,Vida de Pi,['Yann Martel'],2003,53,3.9,323,8,Hardcover,False,Ediciones Destino,1
869,1228,676978991,Life of Pi,['Yann Martel'],2007,107,3.9,336,22,Hardcover - Deluxe Illustrated Edition,False,Knopf Canada,1
871,1230,828808392,L'Histoire de Pi,"['Yann Martel', 'Nicole Martel', 'Emile Martel']",2005,165,3.9,448,23,Mass Market Paperback,False,Gallimard,3
872,1231,764129031,Keys to Investing in Real Estate,"['Jack P. Friedman', 'Jack C. Harris']",2005,4,2.0,208,1,Paperback,False,Barrons Educational Series,2
873,1232,143034901,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)","['Carlos Ruiz Zafón', 'Lucia Graves']",2005,312722,4.26,487,21295,Paperback,False,Penguin Books,2
874,1233,143057812,The Shadow of the Wind,"['Carlos Ruiz Zafón', 'Lucia Graves']",2005,41,4.26,16,10,Audio CD,False,Penguin Audio,2
875,1234,140285970,Shadows and Wind: A View of Modern Vietnam,['Robert Templer'],1999,102,3.49,400,8,Paperback,False,Penguin Books,1
876,1236,887845568,In the Shadow of the Wind,"['Anne Hébert', 'Sheila Fischman']",1994,10,3.67,192,1,Paperback,False,House of Anansi Press,2
877,1237,440613434,Shadows on the Wind,['Rita Gallagher'],1995,2,2.8,304,0,Paperback,False,Dell,1
878,1238,1581342667,Freedom's Shadow,['Marlo Schalesky'],2001,14,3.64,333,0,Paperback,False,Crossway Books,1
880,1241,307276902,A Million Little Pieces,['James Frey'],2005,198783,3.63,515,10664,Paperback,False,Anchor Books,1
881,1242,1411677315,A Million Little Pieces of Feces,['Python Bonkers'],2006,42,3.55,256,6,Paperback,False,Lulu.com,1
882,1243,61171468,A Million Little Lies,"['James Pinocchio', 'Pablo Fenjves']",2006,201,3.41,191,24,Paperback,False,William Morrow Paperbacks,2
883,1244,1932902481,Sandpaper Sisters,['Michele McKnight Baker'],2005,2,4.0,207,1,Paperback,False,Faithwalk Publishing,1
884,1245,740761986,A Million Little Pieces of Close to Home: A Close to Home Collection,['John McPherson'],2006,15,3.71,144,0,Paperback,False,Andrews McMeel Publishing,1
885,1246,787968331,The Leadership Challenge,"['James M. Kouzes', 'Barry Z. Posner']",2003,868,4.04,458,40,Paperback,False,Jossey-Bass,2
886,1247,1576750949,Leadership and Self-Deception: Getting Out of the Box,['The Arbinger Institute'],2000,102,4.12,181,17,Hardcover,False,Berrett-Koehler Publishers,1
887,1249,1591391849,Primal Leadership: Learning to Lead with Emotional Intelligence,"['Daniel Goleman', 'Annie McKee', 'Richard Boyatzis']",2004,402,3.96,336,39,Paperback,False,Harvard Business Review Press,3
888,1250,141294161X,Leadership: Theory and Practice,['Peter G. Northouse'],2006,973,3.82,395,50,Paperback,False,"Sage Publications, Inc",1
889,1251,385512465,Leadership Is an Art,['Max DePree'],2004,5180,4.0,176,108,Paperback,False,Crown Business,1
890,1252,446394599,Lincoln on Leadership: Executive Strategies for Tough Times,['Donald T. Phillips'],1993,5109,4.14,193,271,Paperback,False,Business Plus,1
891,1253,785264191,Leadership 101: What Every Leader Needs to Know,['John C. Maxwell'],2002,3989,4.15,128,158,Hardcover,False,HarperCollins Leadership,1
892,1254,787951722,The Leadership Pipeline: How to Build the Leadership-Powered Company,"['Ram Charan', 'Stephen Drotter', 'Jim Noel']",2000,613,3.93,272,28,Hardcover,False,Jossey-Bass,3
893,1255,131494848,Leadership in Organizations,['Gary Yukl'],2005,55,3.66,542,4,Hardcover,False,Prentice Hall,1
894,1256,786614331,Complete Giuliani Studies,['David Grimes'],1995,2,4.0,166,0,Paperback,False,Mel Bay Publications,1
895,1257,60536608,Grand Illusion: The Untold Story of Rudy Giuliani and 9/11,"['Wayne Barrett', 'Dan Collins']",2006,29,3.68,400,4,Hardcover,False,Harper,2
896,1258,898981905,120 Studies for Right Hand Development,"['Mauro Giuliani', 'Paul Brelinsky']",1983,15,4.38,20,1,Paperback,False,Alfred Music,2
898,1261,60093897,Rudy Giuliani: Emperor of the City,['Andrew Kirtzman'],2001,32,3.45,384,1,Paperback,False,William Morrow,1
899,1262,1594030847,"The Prince of the City: Giuliani, New York, and the Genius of American Life",['Fred Siegel'],2005,19,3.6,374,2,Hardcover,False,Encounter Books,1
900,1263,1932360581,America's Mayor: The Hidden History of Rudy Giuliani's New York,"['Robert Polner', 'Jimmy Breslin']",2005,3,3.5,272,1,Paperback,False,Soft Skull Press,2
901,1264,465005233,Rudy! An Investigative Biography Of Rudolph Giuliani,"['Wayne Barrett', 'Adam Fifield']",2000,5,3.67,512,1,Hardcover,False,Basic Books,2
902,1265,316861014,Leadership,['Rudolph W. Giuliani'],2002,1773,3.72,397,140,Hardcover,False,"Little, Brown",1
903,1266,1401355544,Leadership Through the Ages: A Collection of Favorite Quotations,"['Rudolph W. Giuliani', 'Ken Kurson']",2003,2,3.95,432,0,Hardcover,False,Miramax Books,2
904,1267,823953033,A Day in the Life of a Mayor: Featuring New York City Mayor Rudy Giuliani,['Liza N. Burby'],2001,0,0.0,24,0,Hardcover,False,PowerKids Press,1
905,1271,205321461,Assessment in Special Education: A Practical Approach,['George A. Giuliani'],2001,2,3.56,434,0,Paperback,False,Allyn & Bacon,1
906,1272,051627841X,Rudolph Giuliani,['Wil Mara'],2003,0,5.0,32,0,Paperback,False,Children's Press(CT),1
907,1274,60574216,"Men Are from Mars, Women Are from Venus",['John Gray'],2012,127572,3.54,368,3153,Paperback,False,Harper Paperbacks,1
908,1276,60192771,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,['John Gray'],1998,18,3.54,368,1,Hardcover,False,Harper,1
910,1278,1585672696,Freddy and the Men from Mars,"['Walter R. Brooks', 'Kurt Wiese']",2002,188,4.19,246,9,Hardcover,False,Harry N. Abrams,2
912,1281,006123205X,"Men Are from Mars, Women Are from Venus",['John Gray'],2007,42,3.54,2,3,Audio CD,False,HarperAudio,1
913,1282,91826160,"Children Are from Heaven: How to Have Strong, Confident Children",['John Gray'],1999,30,3.86,400,1,Paperback,False,Vermilion,1
914,1283,1576601935,Investing in REITs: Real Estate Investment Trusts,['Ralph L. Block'],2006,79,3.67,367,7,Hardcover,False,Bloomberg Press,1
915,1284,047082204X,Playing the REITs Game: Asia's New Real Estate Investment Trusts,['Dominic Whiting'],2007,7,2.86,224,0,Hardcover,False,John Wiley & Sons,1
916,1286,942641604,Real Estate Securities: The Reit Investment Handbook,['Peter Madlem'],1994,0,0.0,88,0,Paperback,False,Publications International,1
917,1287,596006772,Online Investing Hacks: 100 Industrial-Strength Tips & Tools,['Bonnie Biafore'],2004,12,3.54,506,0,Paperback,False,O'Reilly Media,1
918,1288,471211664,J.K.Lasser Pro Real Estate Investment Trusts: New Strategies for Portfolio Management,['Richard Imperiale'],2002,0,0.0,372,0,Hardcover,False,John Wiley & Sons,1
919,1289,971907609,How to Talk to Women,"['Ron Louis', 'David Copeland']",2002,5,5.0,224,1,Paperback,False,Mastery Technologies Press,2
920,1290,735200300,How to Succeed with Women,"['Ron  Louis', 'David Copeland']",1998,81,3.75,320,13,Paperback,False,Prentice Hall Press,2
921,1291,735202168,Sex Lover's Book of Lists,"['Ron Louis', 'David Copeland']",2001,6,4.17,290,2,Paperback,False,Reward Books,2
922,1292,739333402,Kiowa Trail,"[""Louis L'Amour"", 'Ron McLarty']",2006,10,3.93,0,2,Audio CD,False,Random House Audio,2
923,1293,735201404,How to Succeed with Men,"['David Copeland', 'Ron  Louis']",2000,11,3.0,464,1,Paperback,False,Prentice Hall Press,2
924,1294,1569801703,How to Survive the IRS: My Battles Against Goliath,"['Michael Louis Minns', 'Ron Paul']",2001,5,3.6,312,2,Hardcover,False,Barricade Books,2
925,1295,553381679,"The Clan of the Cave Bear (Earth's Children, #1)",['Jean M. Auel'],2002,183798,4.04,512,4407,Paperback,False,Bantam,1
926,1296,517542021,"The Clan of the Cave Bear (Earth's Children, #1)",['Jean M. Auel'],1980,481,4.04,468,64,Hardcover,False,Crown Publishing Group,1
929,1300,60507330,The Bad Guys Won!,['Jeff Pearlman'],2005,3178,4.02,304,185,Paperback,False,Harper Perennial,1
930,1301,393324818,Moneyball: The Art of Winning an Unfair Game,['Michael   Lewis'],2004,79893,4.26,317,4012,Paperback,False,W. W. Norton  Company,1
931,1302,744005612,Juiced Official Strategy Guide,['Doug Walsh'],2005,0,0.0,112,0,Paperback,False,BradyGames,1
932,1303,140280197,The 48 Laws of Power,"['Robert Greene', 'Joost Elffers']",2000,54553,4.18,452,2872,Paperback,False,Penguin (Business),2
933,1304,733614973,The Exp 48 Laws of Power,"['Robert Greene', 'Joost Elffers']",2005,1,4.18,480,0,Paperback,False,Penguin Books,2
934,1305,055338368X,Gates of Fire: An Epic Novel of the Battle of Thermopylae,['Steven Pressfield'],2005,21002,4.41,392,1549,Paperback,False,Bantam,1
935,1306,553812165,Gates Of Fire,['Steven Pressfield'],2000,321,4.41,523,31,Mass Market Paperback,False,Bantam Books,1
936,1307,553295411,"Fire Sea (The Death Gate Cycle, #3)","['Margaret Weis', 'Tracy Hickman']",1992,16040,4.06,414,170,Paperback,False,Spectra Books,2
937,1309,038081837X,"Memory of Fire (The World Gates, #1)",['Holly Lisle'],2002,463,3.64,384,28,Paperback,False,Harper Voyager,1
938,1310,875952704,Fire at Eden's Gate: Tom McCall and the Oregon Story,['Brent Walth'],2003,21,4.27,564,2,Paperback,False,Oregon Historical Society,1
939,1311,753817861,Through Gates of Fire: A Journey into World Disorder,['Martin  Bell'],2004,17,3.7,256,2,Paperback,False,Orion Publishing,1
940,1312,812590104,The Gate of Fire (Oath Of Empire Book Two),['Thomas Harlan'],2001,144,3.57,721,4,Paperback,False,Tor Classics,1
941,1313,938190202,Gates of Fire,['Elwyn M. Chamberlain'],1993,38,4.23,316,7,Paperback,False,North Atlantic Books,1
942,1315,038551641X,The Afghan Campaign,['Steven Pressfield'],2006,2918,3.96,354,196,Hardcover,False,Doubleday Books,1
943,1316,553382055,The Virtues of War: A Novel of Alexander the Great,['Steven Pressfield'],2005,4040,3.96,368,217,Paperback,False,Bantam,1
944,1317,553381393,Tides of War,['Steven Pressfield'],2001,3330,3.89,448,153,Paperback,False,Bantam,1
945,1318,553382047,Last of the Amazons,['Steven Pressfield'],2003,2107,3.75,400,121,Paperback,False,Bantam,1
946,1319,446691437,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,"['Steven Pressfield', 'Robert McKee']",2003,48831,4.01,168,4351,Paperback,False,Warner Books,2
947,1320,826413013,Gita on the Green,"['Stephen J. Rosen', 'Steven Pressfield']",2002,15,3.71,176,2,Hardcover,False,Continuum,2
948,1321,307350185,"CONQUISTA DE ALEJANDRO MAGNO,","['Steven Pressfield', 'Alberto Coscarelli Guaschino']",2006,0,3.96,432,0,Paperback,False,Plaza y Janes,2
949,1322,811701646,Blood Stripes: The Grunt's View of the War in Iraq,"['David J. Danelo', 'Steven Pressfield']",2006,80,3.89,340,6,Hardcover,False,Stackpole Books,2
950,1323,140432500X,Phaedrus,['Plato'],2002,1,3.91,116,0,Hardcover,False,IndyPublish.com,1
951,1324,941051544,Phaedrus,"['Plato', 'Stephen Scully']",2003,109,3.91,158,6,Paperback,False,Focus,2
952,1325,375411747,Symposium/Phaedrus,"['Plato', 'Tom Griffith', 'R.B. Rutherford']",2001,38,3.97,240,6,Hardcover,False,Everyman's Library,3
953,1326,140442758,Phaedrus and Letters VII and VIII,"['Plato', 'Walter Hamilton']",1973,219,4.12,160,19,Paperback,False,Penguin Classics,2
954,1327,192802771,Phaedrus,"['Plato', 'Robin Waterfield']",2003,27,3.91,128,5,Paperback,False,"Oxford University Press, USA",2
955,1328,140449744,Phaedrus,"['Plato', 'C.J. Rowe']",2005,227,3.91,176,19,Paperback,False,Penguin Classics,2
956,1330,674990404,Euthyphro. Apology. Crito. Phaedo. Phaedrus.,"['Plato', 'Harold North Fowler']",1971,998,4.36,583,13,Hardcover,False,Loeb Classical Library,2
957,1331,674994809,Babrius and Phaedrus: Fables (Loeb Classical Library #436),"['Babrius', 'Phaedrus', 'Ben Edwin Perry']",1965,16,4.31,736,2,Hardcover,False,Harvard University Press,3
958,1332,198145411,"Platonis opera, Tomus II","['Plato', 'Ioannes Burnet']",1973,16,4.88,410,0,Hardcover,False,Oxford University Press,2
959,1333,226042405,The Rhetoric of Morality and Philosophy: Plato's Gorgias and Phaedrus,['Seth Benardete'],1991,11,4.38,216,1,Hardcover,False,University of Chicago Press,1
960,1334,879756322,Lysis/Phaedrus/Symposium: Plato on Homosexuality,"['Plato', 'Benjamin Jowett']",1991,14,4.47,157,0,paper,False,Prometheus Books,2
961,1335,521409322,Listening to the Cicadas: A Study of Plato's Phaedrus,"['G.R.F. Ferrari', 'Patricia E. Easterling', 'M.K. Hopkins']",1990,7,3.43,308,0,Paperback,False,Cambridge University Press,3
962,1336,1557531196,Plato's Phaedrus: The Philosophy of Love,['Graeme Nicholson'],1999,4,4.25,231,2,Paperback,False,Purdue University Press,1
963,1337,189031823X,Enthusiasm and Divine Madness,"['Josef Pieper', 'Richard Winston', 'Clara Winston']",2019,25,4.48,125,4,Paperback,False,St. Augustines Press,3
964,1338,872207889,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,"['Plato', 'C.D.C. Reeve']",2006,151,4.05,272,4,Paperback,False,"Hackett Publishing Company, Inc.",2
965,1339,761820728,"Loving and Dying: A Reading of Plato's Phaedo, Symposium, and Phaedrus",['Richard Gotshalk'],2001,3,4.67,288,0,Paperback,False,University Press of America,1
966,1340,199240957,Telling Tales on Caesar: Roman Stories from Phaedrus,"['Phaedrus', 'John Henderson']",2001,4,4.0,296,1,Hardcover,False,"Oxford University Press, USA",2
967,1341,029272473X,The Fables of Phaedrus,"['Phaedrus', 'P.F. Widdows']",1992,54,3.52,196,6,Paperback,False,University of Texas Press,2
968,1342,801435307,Gorgias/Phaedrus (Agora),"['Plato', 'James H. Nichols Jr.']",1998,16,4.44,233,1,Hardcover,False,Cornell University Press,2
