,Book_Title,Author,Rating,Score,People_Voted
5098,Lightning Rods,Helen DeWitt,3.36,68,"
1 person voted
        "
5099,Tina's Mouth: An Existential Comic Diary,Keshni Kashyap,3.74,68,"
1 person voted
        "
5100,Dissident Gardens,Jonathan Lethem,3.27,68,"
1 person voted
        "
5101,Subtly Worded,Teffi,3.83,68,"
1 person voted
        "
5102,"Dreaming Spies (Mary Russell, #13)",Laurie R. King,4.06,68,"
1 person voted
        "
5103,"Broken Silence (Silence, #2)",Natasha Preston,4.16,68,"
1 person voted
        "
5104,"Dragon Warrior (Midnight Bay, #2)",Janet Chapman,4.26,68,"
1 person voted
        "
5105,"Seawitch (Greywalker, #7)",Kat Richardson,3.96,68,"
1 person voted
        "
5106,Come Dark (Posadas County Mystery #11),Steven F. Havill,4.24,68,"
1 person voted
        "
5107,Oz: The Wonderful Wizard of Oz,Eric Shanower,4.09,68,"
1 person voted
        "
5108,Phoenix Rising (Ministry of Peculiar Occurrences #1),Pip Ballantine,3.70,68,"
1 person voted
        "
5109,"See How They Run (Embassy Row, #2)",Ally Carter,4.11,68,"
1 person voted
        "
5110,Jewelweed,David Rhodes,4.16,68,"
1 person voted
        "
5111,My Heart Is an Idiot: Essays,Davy Rothbart,3.60,68,"
1 person voted
        "
5112,"Siren's Call (Rainshadow, #4; Ghost Hunters, #12)",Jayne Castle,4.19,68,"
1 person voted
        "
5113,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,4.58,68,"
1 person voted
        "
5114,"Leaving (Bailey Flanigan, #1)",Karen Kingsbury,4.24,68,"
1 person voted
        "
5115,The Rivals of Versailles (The Mistresses of Versailles Trilogy #2),Sally  Christie,3.90,68,"
1 person voted
        "
5116,The Goblin Emperor,Katherine Addison,4.05,68,"
1 person voted
        "
5117,"Rule and Ruin: The Downfall of Moderation and the Destruction of the Republican Party, from Eisenhower to the Tea Party",Geoffrey Kabaservice,eall,68,"
1 person voted
        "
5118,"The Mystery of Mercy Close (Walsh Family, #5)",Marian Keyes,3.64,68,"
1 person voted
        "
5119,"The Spirit Rebellion (The Legend of Eli Monpress, #2)",Rachel Aaron,4.04,68,"
1 person voted
        "
5120,"Devil's Paw (Imp, #4)",Debra Dunbar,4.29,68,"
1 person voted
        "
5121,"Bakuman, Vol. 18",Takeshi Obata,4.36,68,"
1 person voted
        "
5122,Nonna Tell Me a Story: Lidia's Christmas Kitchen,Lidia Matticchio Bastianich,3.91,68,"
1 person voted
        "
5123,The Romance Reader's Guide to Life,Sharon Pywell,3.52,68,"
1 person voted
        "
5124,Fool Me Once,Harlan Coben,3.93,68,"
1 person voted
        "
5125,"Through the Dark (The Darkest Minds, #1.5, #2.5, #3.5)",Alexandra Bracken,4.37,68,"
1 person voted
        "
5126,Selfies,John Blandly,t wa,68,"
1 person voted
        "
5127,Річка Геракліта,Lina Kostenko,4.39,68,"
1 person voted
        "
5128,"Hooked on the Game (Sterling Shore, #1)",C.M. Owens,4.14,68,"
1 person voted
        "
5129,The Book of Joy: Lasting Happiness in a Changing World,Dalai Lama XIV,4.38,68,"
1 person voted
        "
5130,Revolution 2:0: A Memoir and Call to Action,Wael Ghonim,3.92,68,"
1 person voted
        "
5131,"The Firebrand and the First Lady: Portrait of a Friendship: Pauli Murray, Eleanor Roosevelt, and the Struggle for Social Justice",Patricia Bell-Scott,4.26,68,"
1 person voted
        "
5132,In the Midst of Winter,Isabel Allende,3.67,68,"
1 person voted
        "
5133,Weird Civil War: Your Travel Guide to the Ghostly Legends and Best-Kept Secrets of the American Civil War,Mark Sceurman,3.78,68,"
1 person voted
        "
5134,"You (You, #1)",Caroline Kepnes,3.89,68,"
1 person voted
        "
5135,A Mother's Confession,Kelly Rimmer,4.40,68,"
1 person voted
        "
5136,The Time Travel Megapack: 26 Modern and Classic Science Fiction Stories,Edward M. Lerner,3.67,68,"
1 person voted
        "
5137,Lizzy and Jane,Katherine Reay,3.84,68,"
1 person voted
        "
5138,The Complete Stories of Leonora Carrington,Leonora Carrington,4.10,68,"
1 person voted
        "
5139,The Raven Tower,Ann Leckie,eall,68,"
1 person voted
        "
5140,The Last Leaf: Voices of History's Last-Known Survivors,Stuart Lutz,3.58,67,"
1 person voted
        "
5141,Exit the Actress,Priya Parmar,3.82,67,"
1 person voted
        "
5142,Want to Go Private?,Sarah Darer Littman,3.78,67,"
1 person voted
        "
5143,"Inhuman (Fetch, #1)",Kat Falls,4.09,67,"
1 person voted
        "
5144,The Trapeze Artist,Will Davis,3.22,67,"
1 person voted
        "
5145,"Silber: Das zweite Buch der Träume (Silber, #2)",Kerstin Gier,4.01,67,"
1 person voted
        "
5146,How We Love Our Kids: The 5 Love Styles of Parenting,Milan Yerkovich,4.24,67,"
1 person voted
        "
5147,Faces in the Crowd,Valeria Luiselli,3.71,67,"
1 person voted
        "
5148,The Nonhuman Turn,Richard Grusin,3.64,67,"
1 person voted
        "
5149,"Downpour (Greywalker, #6)",Kat Richardson,3.93,67,"
1 person voted
        "
5150,"The Crossing (Harry Bosch, #18)",Michael Connelly,4.25,67,"
1 person voted
        "
5151,The Sound of Glass,Karen   White,eall,67,"
2 people voted
        "
5152,The Same Sky,Amanda Eyre Ward,3.85,67,"
1 person voted
        "
5153,"Extreme Prey (Lucas Davenport, #26)",John Sandford,4.29,67,"
1 person voted
        "
5154,"The Killing Forest (Louise Rick, #8; Missing Persons Trilogy #2)",Sara Blaedel,3.67,67,"
1 person voted
        "
5155,The Coldest Girl in Coldtown,Holly Black,3.85,67,"
1 person voted
        "
5156,"The Sending (The Obernewtyn Chronicles, #6)",Isobelle Carmody,4.12,67,"
1 person voted
        "
5157,"The Price of Valour (The Shadow Campaigns, #3)",Django Wexler,4.26,67,"
1 person voted
        "
5158,London (Surviving The Evacuation #1),Frank Tayell,3.84,67,"
1 person voted
        "
5159,"Imp Forsaken (Imp, #5)",Debra Dunbar,4.33,67,"
1 person voted
        "
5160,Εφαρμοσμένη μυθομηχανική,Βάσω Χρήστου,4.32,67,"
1 person voted
        "
5161,Rocky: The World's Greatest Cookbook Salesman,Deirdre Bailleu,4.60,67,"
1 person voted
        "
5162,Abominable Snowman,John Blandly,t wa,67,"
1 person voted
        "
5163,Brown Girl Dreaming,Jacqueline Woodson,4.14,67,"
1 person voted
        "
5164,Gogol and the Ukrainian Night,Yevhen Sverstiuk,t wa,67,"
1 person voted
        "
5165,"Property of Drex #1 (Death Chasers MC, #1)",C.M. Owens,4.26,67,"
1 person voted
        "
5166,Americanah,Chimamanda Ngozi Adichie,4.30,67,"
1 person voted
        "
5167,Louisa: The Extraordinary Life of Mrs. Adams,Louisa Thomas,3.95,67,"
1 person voted
        "
5168,"Just One Evil Act (Inspector Lynley, #18)",Elizabeth  George,3.72,67,"
1 person voted
        "
5169,White Houses,Amy Bloom,3.34,67,"
1 person voted
        "
5170,Embers: One Ojibway's Meditations,Richard Wagamese,4.51,67,"
1 person voted
        "
5171,Weird Things Customers Say in Bookstores,Jen Campbell,3.81,67,"
1 person voted
        "
5172,Grow Up,Ben Brooks,3.63,67,"
1 person voted
        "
5173,"Lethal White (Cormoran Strike, #4)",Robert Galbraith,4.26,67,"
1 person voted
        "
5174,The Time Traveler's Almanac,Ann VanderMeer,3.87,67,"
1 person voted
        "
5175,All the Light We Cannot See,Anthony Doerr,4.33,67,"
1 person voted
        "
5176,Dear Mr. Knightley,Katherine Reay,3.93,67,"
1 person voted
        "
5177,"The Fallen Star (Fallen Star, #1)",Jessica Sorensen,3.91,66,"
1 person voted
        "
5178,"Pulse (Collide, #2)",Gail McHugh,4.27,66,"
1 person voted
        "
5179,"Iron's Prophecy (The Iron Fey, #4.5)",Julie Kagawa,4.18,66,"
1 person voted
        "
5180,The Confession,John Grisham,3.84,66,"
2 people voted
        "
5181,The Countess (Madison Sisters #1),Lynsay Sands,3.81,66,"
1 person voted
        "
5182,Satin Island,Tom McCarthy,3.23,66,"
1 person voted
        "
5183,Bough Down,Karen Green,4.24,66,"
1 person voted
        "
5184,Tampa,Alissa Nutting,3.37,66,"
1 person voted
        "
5185,Staal,Silvia Avallone,3.43,66,"
1 person voted
        "
5186,"Labyrinth (Greywalker, #5)",Kat Richardson,3.90,66,"
1 person voted
        "
5187,The Never-Open Desert Diner,James          Anderson,3.93,66,"
1 person voted
        "
5188,Pretending to Dance,Diane Chamberlain,3.98,66,"
2 people voted
        "
5189,"One Was a Soldier (Rev. Clare Fergusson & Russ Van Alstyne Mysteries, #7)",Julia Spencer-Fleming,4.14,66,"
1 person voted
        "
5190,Animals in Peril: Stories,Ryan Kenealy,4.48,66,"
1 person voted
        "
5191,Last Dance with Valentino,Daisy Waugh,3.59,66,"
1 person voted
        "
5192,"Take Four (Above the Line, #4)",Karen Kingsbury,4.32,66,"
1 person voted
        "
5193,"Kingdom Hearts 358/2 Days, Vol. 1",Shiro Amano,4.35,66,"
1 person voted
        "
5194,"An Amish Noel (The Amish Bachelors, #2)",Patricia Davids,4.27,66,"
1 person voted
        "
5195,Seriously...I'm Kidding,Ellen DeGeneres,3.72,66,"
1 person voted
        "
5196,A Gentleman in Moscow,Amor Towles,4.36,66,"
1 person voted
        "
5197,"Angel of Chaos (Imp #6, Imp World #9)",Debra Dunbar,4.33,66,"
1 person voted
        "
5198,Το δάσος με τα πέπλα,Ειρήνη Μαντά,4.32,66,"
1 person voted
        "
5199,Miss Ruffles Inherits Everything (Miss Ruffles Mysteries #1),Nancy Martin,3.67,66,"
1 person voted
        "
5200,Ruthy's New Texas Lawyer Friend,John Blandly,4.40,66,"
1 person voted
        "
5201,Розвідки (Том 1),Віктор Петров,iked,66,"
1 person voted
        "
5202,"Burned (Devil's Blaze MC, #2)",Jordan Marie,4.29,66,"
1 person voted
        "
5203,The Secret Poisoner: The Victorian Age of Poisoning,Linda Stratmann,3.65,66,"
1 person voted
        "
5204,The Anatomy of Violence: The Biological Roots of Crime,Adrian Raine,3.97,66,"
1 person voted
        "
5205,Fire and Fury: Inside the Trump White House,Michael Wolff,3.44,66,"
1 person voted
        "
5206,"Wool Omnibus Edition (Silo, #1; Wool, #1-5)",Hugh Howey,4.24,66,"
1 person voted
        "
5207,The Sound and the Furry: A Chet and Bernie Mystery,Spencer Quinn,4.04,66,"
1 person voted
        "
5208,The Daylight Gate,Jeanette Winterson,3.35,66,"
1 person voted
        "
5209,Before the Rains,Dinah Jefferies,3.92,66,"
1 person voted
        "
5210,Times of Trouble,Lane Adamson,3.93,66,"
1 person voted
        "
5211,"The Lady of the Rivers (The Cousins' War, #3)",Philippa Gregory,3.99,66,"
1 person voted
        "
5212,Songs of Love and War,Santa Montefiore,4.02,66,"
1 person voted
        "
5213,"A Trail Through Time (The Chronicles of St. Mary's, #4)",Jodi Taylor,4.31,66,"
1 person voted
        "
5214,Sons of Gods -- Mahabharata,Sharon Maas,4.17,65,"
1 person voted
        "
5215,Mindblind,Jennifer Roy,3.94,65,"
1 person voted
        "
5216,"Unavenged (Unavenged, #1)",Richard P. Denney,3.74,65,"
1 person voted
        "
5217,Me and Mine,Sarah Goodwin,3.84,65,"
1 person voted
        "
5218,One Click: Jeff Bezos and the Rise of Amazon.com,Richard L. Brandt,3.78,65,"
1 person voted
        "
5219,Prismatic Ecology: Ecotheory beyond Green,Jeffrey Jerome Cohen,3.93,65,"
1 person voted
        "
5220,The Translator,Nina Schuyler,3.61,65,"
1 person voted
        "
5221,Rode sneeuw in december,Simone van der Vlugt,3.94,65,"
1 person voted
        "
5222,Why Teach?: In Defense of a Real Education,Mark Edmundson,3.88,65,"
1 person voted
        "
5223,"Necromancing the Stone (Necromancer, #2)",Lish McBride,4.10,65,"
1 person voted
        "
5224,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,4.50,65,"
1 person voted
        "
5225,"Here Burns My Candle (Here Burns My Candle, #1)",Liz Curtis Higgs,4.05,65,"
1 person voted
        "
5226,"Take Three (Above the Line, #3)",Karen Kingsbury,4.33,65,"
1 person voted
        "
5227,"Kingdom Hearts 358/2 Days, Vol. 2",Shiro Amano,4.38,65,"
1 person voted
        "
5228,"I Am Your Judge (Bodenstein & Kirchhoff, #7)",Nele Neuhaus,3.94,65,"
1 person voted
        "
5229,"Roller Girl (Lake Lovelace, #3)",Vanessa North,3.81,65,"
1 person voted
        "
5230,"The Shadow Throne (The Shadow Campaigns, #2)",Django Wexler,4.12,65,"
1 person voted
        "
5231,Trigger Warning: Short Fictions and Disturbances,Neil Gaiman,3.93,65,"
1 person voted
        "
5232,"Endgame (Night School, #5)",C.J. Daugherty,4.18,65,"
1 person voted
        "
5233,"Kingdom of Lies (Imp, #7)",Debra Dunbar,4.28,65,"
1 person voted
        "
5234,The Cats in the Doll Shop,Yona Zeldis McDonough,4.22,65,"
1 person voted
        "
5235,The Standard Grand,Jay Baron Nicorvo,3.06,65,"
1 person voted
        "
5236,The Tetris Effect: The Game that Hypnotized the World,Dan Ackerman,3.54,65,"
1 person voted
        "
5237,"Sinner (The Wolves of Mercy Falls, #4)",Maggie Stiefvater,3.92,65,"
1 person voted
        "
5238,Something Icy,John Blandly,t wa,65,"
1 person voted
        "
5239,"Μαλάκα Λεσβίες! 2 (Μαλάκα Λεσβίες, #2)",Σμαρ,4.29,65,"
1 person voted
        "
5240,God Is Disappointed in You,Mark   Russell,4.17,65,"
1 person voted
        "
5241,Vanished Kingdoms: The History of Half-Forgotten Europe,Norman Davies,3.88,65,"
1 person voted
        "
5242,Записки українського самашедшого,Lina Kostenko,3.74,65,"
1 person voted
        "
5243,"Captured (Devil's Blaze MC, #1)",Jordan Marie,4.18,65,"
1 person voted
        "
5244,"Dust (Silo, #3)",Hugh Howey,4.26,65,"
1 person voted
        "
5245,Paris,Edward Rutherfurd,3.99,65,"
1 person voted
        "
5246,Reality Is Not What It Seems: The Journey to Quantum Gravity,Carlo Rovelli,4.30,65,"
1 person voted
        "
5247,The Cartel (Power of the Dog #2),Don Winslow,4.32,65,"
1 person voted
        "
5248,Wastelands 2: More Stories of the Apocalypse,John Joseph Adams,3.75,65,"
1 person voted
        "
5249,"Becoming Marie Antoinette (Marie Antoinette, #1)",Juliet Grey,3.79,65,"
1 person voted
        "
5250,No Time Like The Past (The Chronicles of St. Mary's #5),Jodi Taylor,4.36,65,"
1 person voted
        "
5251,"Skylark (Skylark, #1)",Meagan Spooner,3.71,64,"
1 person voted
        "
5252,"Smoke (Burned, #2)",Ellen Hopkins,4.33,64,"
1 person voted
        "
5253,Broken Republic: Three Essays,Arundhati Roy,4.04,64,"
1 person voted
        "
5254,"Allison Hewitt Is Trapped (Zombie, #1)",Madeleine Roux,3.76,64,"
1 person voted
        "
5255,The Prince's Boy,Paul Bailey,3.35,64,"
1 person voted
        "
5256,Red Harvest,Joe Schreiber,3.47,64,"
1 person voted
        "
5257,"The Duke's Night of Sin (Seven Deadly Sins, #3)",Kathryn Caskie,3.51,64,"
1 person voted
        "
5258,"Burning Dawn (Angels of the Dark, #3, Lords of the Underworld #10.5)",Gena Showalter,4.30,64,"
1 person voted
        "
5259,"Dry Bones in the Valley (Henry Farrell, #1)",Tom Bouman,3.44,64,"
1 person voted
        "
5260,"Necromancer (Necromancer, #0.5)",Lish McBride,3.70,64,"
1 person voted
        "
5261,Secret Sisters,Jayne Ann Krentz,3.78,64,"
2 people voted
        "
5262,"Talon (The Talon Saga, Book 1)",Julie Kagawa,3.76,64,"
1 person voted
        "
5263,"The Walk (The Walk, #1)",Richard Paul Evans,4.14,64,"
1 person voted
        "
5264,"Kingdom Hearts 358/2 Days, Vol. 3",Shiro Amano,4.39,64,"
1 person voted
        "
5265,Hot Pterodactyl Boyfriend,Alan Cumyn,2.25,64,"
1 person voted
        "
5266,Shattering the Illusion: How African American Churches of Christ Moved from Segregation to Independence,Wes Crawford,4.50,64,"
1 person voted
        "
5267,Sweet Damage,Rebecca  James,3.86,64,"
1 person voted
        "
5268,Fisk har ingen fødder,Jón Kalman Stefánsson,3.88,64,"
1 person voted
        "
5269,"Exodus (Imp, #8)",Debra Dunbar,4.30,64,"
1 person voted
        "
5270,"Malice at the Palace (Her Royal Spyness, #9)",Rhys Bowen,4.03,64,"
1 person voted
        "
5271,Good Manners for Nice People Who Sometimes Say F*ck,Amy Alkon,3.17,64,"
1 person voted
        "
5272,"Kiss Me, I'm Irish",John Blandly,t wa,64,"
1 person voted
        "
5273,Όλες οι γεύσεις του Φωτός,Βάσω Χρήστου,4.28,64,"
1 person voted
        "
5274,"Dirty Sweet Wild (Bad Billionaires, #2)",Julie Kriss,4.13,64,"
1 person voted
        "
5275,The Figaro Murders,Laura Lebow,3.43,64,"
1 person voted
        "
5276,Waiting for the Punch: Words to Live by from the WTF Podcast,Marc Maron,eall,64,"
1 person voted
        "
5277,"Ten Thousand Skies Above You (Firebird, #2)",Claudia Gray,4.09,64,"
1 person voted
        "
5278,There There,Tommy Orange,eall,64,"
1 person voted
        "
5279,"White Space (Dark Passages, #1)",Ilsa J. Bick,3.24,64,"
1 person voted
        "
5280,Світ не створений,Мирослав Лаюк,3.86,64,"
1 person voted
        "
5281,"Days of Splendor, Days of Sorrow (Marie Antoinette, #2)",Juliet Grey,3.81,64,"
1 person voted
        "
5282,Pea's Book of Best Friends,Susie Day,4.42,64,"
1 person voted
        "
5283,"Authority (Southern Reach, #2)",Jeff VanderMeer,3.50,64,"
1 person voted
        "
5284,Blood Secrets: A Forensic Expert Reveals How Blood Spatter Tells the Crime Scene's Story,Rod Englert,3.90,63,"
1 person voted
        "
5285,"The Golden Tower (Magisterium, #5)",Holly Black,4.04,63,"
1 person voted
        "
5286,This Town: Two Parties and a Funeral — plus plenty of valet parking! — in America’s Gilded Capital,Mark Leibovich,3.44,63,"
1 person voted
        "
5287,"Shadowlark (Skylark, #2)",Meagan Spooner,3.94,63,"
1 person voted
        "
5288,"Hana (Delirium, #1.5)",Lauren Oliver,3.63,63,"
1 person voted
        "
5289,"Legend Trilogy Boxed Set (Legend, #1-3)",Marie Lu,4.60,63,"
1 person voted
        "
5290,The Black Nile: One Man's Amazing Journey Through Peace and War on the World's Longest River,Dan Morrison,3.38,63,"
1 person voted
        "
5291,Premediation: Affect and Mediality After 9/11,Richard Grusin,4.31,63,"
1 person voted
        "
5292,"Classic Science Fiction by Walter M. Miller, Jr.",Walter M. Miller Jr.,3.79,63,"
1 person voted
        "
5293,"From Ashes (From Ashes, #1)",Molly McAdams,4.12,63,"
1 person voted
        "
5294,"The Hellion and the Highlander (Devil of the Highlands, #3)",Lynsay Sands,4.16,63,"
1 person voted
        "
5295,Concussion,Jeanne Marie Laskas,4.04,63,"
1 person voted
        "
5296,Night in Shanghai,Nicole Mones,3.67,63,"
1 person voted
        "
5297,"The Dead (The Enemy, #2)",Charlie Higson,4.30,63,"
1 person voted
        "
5298,"Some Luck (Last Hundred Years: A Family Saga, #1)",Jane Smiley,3.61,63,"
1 person voted
        "
5299,The Girls from Corona del Mar,Rufi Thorpe,3.53,63,"
1 person voted
        "
5300,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.46,63,"
1 person voted
        "
5301,"Kingdom Hearts 358/2 Days, Vol. 4",Shiro Amano,4.38,63,"
1 person voted
        "
5302,The Forgotten Girls (Louise Rick #7),Sara Blaedel,3.56,63,"
1 person voted
        "
5303,"Sex Difference in Christian Theology: Male, Female, and Intersex in the Image of God",Megan K. Defranza,4.14,63,"
1 person voted
        "
5304,"The Other Life (The Other Life, #1)",Susanne Winnacker,3.66,63,"
1 person voted
        "
5305,"Sleeping Giants (Themis Files, #1)",Sylvain Neuvel,3.84,63,"
1 person voted
        "
5306,"Night Owls (Night Owls, #1)",Lauren M. Roy,3.59,63,"
1 person voted
        "
5307,"The Curious World of Calpurnia Tate (Calpurnia Tate, #2)",Jacqueline Kelly,4.23,63,"
1 person voted
        "
5308,"Until Sage (Until Her/Him, #5)",Aurora Rose Reynolds,4.12,63,"
1 person voted
        "
5309,New  Easy Poems,John Blandly,t wa,63,"
1 person voted
        "
5310,You're Never Weird on the Internet,Felicia Day,4.13,63,"
1 person voted
        "
5311,"Hook Me (Men of Inked, #2)",Chelle Bliss,4.24,63,"
1 person voted
        "
5312,The Elephant Keepers' Children,Peter Høeg,3.40,63,"
1 person voted
        "
5313,Μέσα απ' το Γυαλί και άλλες ιστορίες από ημιτελείς Στροφές,Ευθυμία Δεσποτάκη,4.27,63,"
1 person voted
        "
5314,"Among the Wicked (Kate Burkholder, #8)",Linda Castillo,4.19,63,"
1 person voted
        "
5315,Al Franken: Giant of the Senate,Al Franken,4.34,63,"
1 person voted
        "
5316,"Fortunately, the Milk",Neil Gaiman,4.06,63,"
1 person voted
        "
5317,"A Fistful of Collars (A Chet and Bernie Mystery, #5)",Spencer Quinn,4.06,63,"
1 person voted
        "
5318,"XVI (XVI, #1)",Julia Karr,3.45,63,"
1 person voted
        "
5319,Про гріхи і чесноти,Любомир Гузар,4.67,63,"
1 person voted
        "
5320,Moonlight over Paris (The Great War #3),Jennifer Robson,3.69,63,"
1 person voted
        "
5321,"An Argumentation of Historians (The Chronicles of St Mary's, #9)",Jodi Taylor,4.53,63,"
1 person voted
        "
5322,Wendy and the Lost Boys: The Uncommon Life of Wendy Wasserstein,Julie Salamon,3.83,62,"
1 person voted
        "
5323,Damaged,Kia DuPree,4.35,62,"
1 person voted
        "
5324,The Silver Mask (Magisterium #4),Holly Black,4.09,62,"
1 person voted
        "
5325,The Love Song of Jonny Valentine,Teddy Wayne,3.50,62,"
1 person voted
        "
5326,"Possession (Fallen Angels, #5)",J.R. Ward,4.21,62,"
1 person voted
        "
5327,"The Saturday Big Tent Wedding Party (No. 1 Ladies' Detective Agency, #12)",Alexander McCall Smith,4.07,62,"
1 person voted
        "
5328,Why I Left the Amish,Saloma Miller Furlong,3.45,62,"
2 people voted
        "
5329,This is Life,Dan Rhodes,3.80,62,"
1 person voted
        "
5330,10 Books Every Conservative Must Read: Plus Four Not to Miss and One Impostor,Benjamin Wiker,4.04,62,"
1 person voted
        "
5331,"Taming the Highland Bride (Devil of the Highlands, #2)",Lynsay Sands,4.07,62,"
1 person voted
        "
5332,The Two-Family House,Lynda Cohen Loigman,3.93,62,"
1 person voted
        "
5333,Three Weeks in December,Audrey Schulman,3.92,62,"
1 person voted
        "
5334,Anya's Ghost,Vera Brosgol,3.88,62,"
1 person voted
        "
5335,I Gave My Heart to Know This,Ellen Baker,3.58,62,"
1 person voted
        "
5336,Honor Girl: A Graphic Memoir,Maggie Thrash,3.81,62,"
1 person voted
        "
5337,Hot Milk,Deborah Levy,3.41,62,"
1 person voted
        "
5338,"Kingdom Hearts 358/2 Days, Vol. 5",Shiro Amano,4.45,62,"
1 person voted
        "
5339,"Jilting the Duke (The Muses' Salon, #1)",Rachael Miles,3.70,62,"
1 person voted
        "
5340,Days Like This,Alison Stewart,3.72,62,"
1 person voted
        "
5341,"Grave Matters (Night Owls, #2)",Lauren M. Roy,3.82,62,"
1 person voted
        "
5342,バクマン。 11,Tsugumi Ohba,4.31,62,"
1 person voted
        "
5343,"Family Plot (John Pickett Mysteries, #3)",Sheri Cobb South,4.24,62,"
1 person voted
        "
5344,A Horse Walks into a Bar,David Grossman,3.54,62,"
1 person voted
        "
5345,"Assumption (Underground Kings, #1)",Aurora Rose Reynolds,4.16,62,"
1 person voted
        "
5346,The Guy Instructional Manual,John Blandly,t wa,62,"
1 person voted
        "
5347,The Princess and the Pony,Kate Beaton,4.26,62,"
1 person voted
        "
5348,"Into the Darkness (Darkness, #1)",K.F. Breene,3.79,62,"
1 person voted
        "
5349,Aunty Lee's Delights (Singaporean Mystery #1),Ovidia Yu,3.43,62,"
1 person voted
        "
5350,An Atlas of Countries That Don't Exist: A Compendium of Fifty Unrecognized and Largely Unnoticed States,Nick Middleton,3.89,62,"
1 person voted
        "
5351,Seamless: Understanding the Bible as One Complete Story,Angie  Smith,4.58,62,"
1 person voted
        "
5352,"Days of Destruction, Days of Revolt",Chris Hedges,4.16,62,"
1 person voted
        "
5353,"Thanks, Obama: My Hopey, Changey White House Years",David Litt,4.09,62,"
1 person voted
        "
5354,The Keeper of Lost Things,Ruth Hogan,3.82,62,"
1 person voted
        "
5355,The Poison Bed,E.C. Fremantle,3.69,62,"
1 person voted
        "
5356,"The Bombs Fall (The Dawn, #1)",Michelle Muckley,3.71,62,"
1 person voted
        "
5357,Finding Me,Kathryn Cushman,3.96,62,"
1 person voted
        "
5358,The Rakshasa's Bride,Suzannah  Rowntree,3.83,62,"
1 person voted
        "
5359,The Future Is History: How Totalitarianism Reclaimed Russia,Masha Gessen,4.19,62,"
1 person voted
        "
5360,The Borrower,Rebecca Makkai,3.48,61,"
1 person voted
        "
5361,"The Bronze Key (Magisterium,  #3)",Holly Black,4.13,61,"
1 person voted
        "
5362,"Envy (Fallen Angels, #3)",J.R. Ward,4.22,61,"
1 person voted
        "
5363,Forgotten Country,Catherine Chung,3.48,61,"
1 person voted
        "
5364,Six Million Accusers: Catching Adolf Eichman,D. Lawrence-Young,4.36,61,"
1 person voted
        "
5365,"Blood Oath (Nathaniel Cade, #1)",Christopher Farnsworth,3.93,61,"
1 person voted
        "
5366,The Return of the Omniscient Narrator:  Authorship and Authority in Twenty-First Century Fiction,Paul Dawson,4.40,61,"
1 person voted
        "
5367,"The Chief (Highland Guard, #1)",Monica McCarty,4.07,61,"
1 person voted
        "
5368,"Beauty Awakened (Angels of the Dark, #2, Lords of the Underworld #9.5)",Gena Showalter,4.15,61,"
1 person voted
        "
5369,"The Far Side of the Sky (Adler Family, #1)",Daniel Kalla,3.91,61,"
1 person voted
        "
5370,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,4.45,61,"
1 person voted
        "
5371,"The Gray Wolf Throne (Seven Realms, #3)",Cinda Williams Chima,4.39,61,"
1 person voted
        "
5372,The Home Place,Carrie La Seur,3.51,61,"
1 person voted
        "
5373,Bream Gives Me Hiccups,Jesse Eisenberg,3.50,61,"
1 person voted
        "
5374,De wonderbaarlijke reis van de fakir die vastzat in een IKEA-kast,Romain Puértolas,3.28,61,"
1 person voted
        "
5375,"Sword Art Online, Vol. 04: Fairy Dance (Sword Art Online Light Novel, #4)",Reki Kawahara,4.21,61,"
1 person voted
        "
5376,Tumbledown Manor,Helen Brown,3.52,61,"
1 person voted
        "
5377,Mosquitoland,David  Arnold,3.90,61,"
1 person voted
        "
5378,Steeplejack (Steeplejack #1),A.J. Hartley,3.82,61,"
1 person voted
        "
5379,"Premonitions (Arcane Underworld, #1)",Jamie Schultz,3.27,61,"
1 person voted
        "
5380,"Bakuman, Volume 14: Psychological Warfare and Catchphrases (Bakuman, #14)",Takeshi Obata,4.31,61,"
1 person voted
        "
5381,"Why Is This Night Different from All Other Nights? (All the Wrong Questions, #4)",Lemony Snicket,4.14,61,"
1 person voted
        "
5382,The Serpent King,Jeff Zentner,4.18,61,"
1 person voted
        "
5383,Deep Check (Station Seventeen #1.5),Kimberly Kincaid,4.34,61,"
1 person voted
        "
5384,Rock Star Diet,John Blandly,t wa,61,"
1 person voted
        "
5385,"Bait (Angler, #1)",Annie Nicholas,3.70,61,"
1 person voted
        "
5386,"A Question of Honor (Bess Crawford, #5)",Charles Todd,3.96,61,"
1 person voted
        "
5387,Pogue's Basics: Money: Essential Tips and Shortcuts (That No One Bothers to Tell You) About Beating the System,David Pogue,3.60,61,"
1 person voted
        "
5388,"Gifts of the Crow: How Perception, Emotion, and Thought Allow Smart Birds to Behave Like Humans",John M. Marzluff,3.89,61,"
1 person voted
        "
5389,"Winter (Seasons Quartet, #2)",Karl Ove Knausgård,3.82,61,"
1 person voted
        "
5390,Don't Let Me Go,Catherine Ryan Hyde,4.15,61,"
1 person voted
        "
5391,The Sunday Girl,Pip Drysdale,3.79,61,"
1 person voted
        "
