movie,year,income,variable,value
The Crazies,2010,39.12,Second genre, Thriller            
The Crazies,2010,39.12,Last genre,
Something Borrowed,2011,39.05,First genre,Comedy
Something Borrowed,2011,39.05,Second genre, Drama
Something Borrowed,2011,39.05,Last genre,Romance
Earth to Echo,2014,38.92,First genre,Adventure
Earth to Echo,2014,38.92,Second genre, Family
Earth to Echo,2014,38.92,Last genre,Sci-Fi
Nerve,2016,38.56,First genre,Action
Nerve,2016,38.56,Second genre, Adventure
Nerve,2016,38.56,Last genre,Crime
Spy Kids 4: All the Time in the World,2011,38.54,First genre,Action
Spy Kids 4: All the Time in the World,2011,38.54,Second genre, Adventure
Spy Kids 4: All the Time in the World,2011,38.54,Last genre,Comedy
Sex Tape,2014,38.54,First genre,Comedy
Sex Tape,2014,38.54,Second genre, Romance            
Sex Tape,2014,38.54,Last genre,
Rock of Ages,2012,38.52,First genre,Comedy
Rock of Ages,2012,38.52,Second genre, Drama
Rock of Ages,2012,38.52,Last genre,Musical
47 Ronin,2013,38.36,First genre,Action
47 Ronin,2013,38.36,Second genre, Drama
47 Ronin,2013,38.36,Last genre,Fantasy
Brooklyn,2015,38.32,First genre,Drama
Brooklyn,2015,38.32,Second genre, Romance            
Brooklyn,2015,38.32,Last genre,
Scream 4,2011,38.18,First genre,Horror
Scream 4,2011,38.18,Second genre, Mystery            
Scream 4,2011,38.18,Last genre,
Jigsaw,2017,38.05,First genre,Horror
Jigsaw,2017,38.05,Second genre, Mystery
Jigsaw,2017,38.05,Last genre,Thriller
"Big Mommas: Like Father, Like Son",2011,37.92,First genre,Action
"Big Mommas: Like Father, Like Son",2011,37.92,Second genre, Comedy
"Big Mommas: Like Father, Like Son",2011,37.92,Last genre,Crime
Wild,2014,37.88,First genre,Biography
Wild,2014,37.88,Second genre, Drama            
Wild,2014,37.88,Last genre,
August: Osage County,2013,37.74,First genre,Comedy
August: Osage County,2013,37.74,Second genre, Drama            
August: Osage County,2013,37.74,Last genre,
For Colored Girls,2010,37.72,First genre,Drama
For Colored Girls,2010,37.72,Second genre,
For Colored Girls,2010,37.72,Last genre,
Philomena,2013,37.71,First genre,Biography
Philomena,2013,37.71,Second genre, Comedy
Philomena,2013,37.71,Last genre,Drama
Red Riding Hood,2011,37.66,First genre,Fantasy
Red Riding Hood,2011,37.66,Second genre, Horror
Red Riding Hood,2011,37.66,Last genre,Mystery
Abraham Lincoln: Vampire Hunter,2012,37.52,First genre,Action
Abraham Lincoln: Vampire Hunter,2012,37.52,Second genre, Fantasy
Abraham Lincoln: Vampire Hunter,2012,37.52,Last genre,Horror
In Time,2011,37.52,First genre,Action
In Time,2011,37.52,Second genre, Crime
In Time,2011,37.52,Last genre,Sci-Fi
The Back-up Plan,2010,37.49,First genre,Comedy
The Back-up Plan,2010,37.49,Second genre, Romance            
The Back-up Plan,2010,37.49,Last genre,
The Longest Ride,2015,37.43,First genre,Drama
The Longest Ride,2015,37.43,Second genre, Romance            
The Longest Ride,2015,37.43,Last genre,
Paul,2011,37.41,First genre,Adventure
Paul,2011,37.41,Second genre, Comedy
Paul,2011,37.41,Last genre,Sci-Fi
Lawless,2012,37.4,First genre,Crime
Lawless,2012,37.4,Second genre, Drama            
Lawless,2012,37.4,Last genre,
Crawl,2019,37.37,First genre,Action
Crawl,2019,37.37,Second genre, Drama
Crawl,2019,37.37,Last genre,Horror
J. Edgar,2011,37.31,First genre,Biography
J. Edgar,2011,37.31,Second genre, Crime
J. Edgar,2011,37.31,Last genre,Drama
The Roommate,2011,37.3,First genre,Drama
The Roommate,2011,37.3,Second genre, Thriller            
The Roommate,2011,37.3,Last genre,
Jumping the Broom,2011,37.3,First genre,Comedy
Jumping the Broom,2011,37.3,Second genre, Drama            
Jumping the Broom,2011,37.3,Last genre,
The Guilt Trip,2012,37.13,First genre,Comedy
The Guilt Trip,2012,37.13,Second genre, Drama            
The Guilt Trip,2012,37.13,Last genre,
The Change-Up,2011,37.08,First genre,Comedy
The Change-Up,2011,37.08,Second genre, Fantasy            
The Change-Up,2011,37.08,Last genre,
30 Minutes or Less,2011,37.05,First genre,Action
30 Minutes or Less,2011,37.05,Second genre, Comedy
30 Minutes or Less,2011,37.05,Last genre,Crime
That's My Boy,2012,36.93,First genre,Comedy
That's My Boy,2012,36.93,Second genre,
That's My Boy,2012,36.93,Last genre,
The Family,2013,36.92,First genre,Comedy
The Family,2013,36.92,Second genre, Crime
The Family,2013,36.92,Last genre,Thriller
Risen,2016,36.87,First genre,Action
Risen,2016,36.87,Second genre, Adventure
Risen,2016,36.87,Last genre,Drama
Colombiana,2011,36.67,First genre,Action
Colombiana,2011,36.67,Second genre, Drama
Colombiana,2011,36.67,Last genre,Thriller
Vampires Suck,2010,36.66,First genre,Comedy
Vampires Suck,2010,36.66,Second genre,
Vampires Suck,2010,36.66,Last genre,
Million Dollar Arm,2014,36.45,First genre,Biography
Million Dollar Arm,2014,36.45,Second genre, Drama
Million Dollar Arm,2014,36.45,Last genre,Sport
Sucker Punch,2011,36.39,First genre,Action
Sucker Punch,2011,36.39,Second genre, Adventure
Sucker Punch,2011,36.39,Last genre,Fantasy
The Commuter,2018,36.34,First genre,Action
The Commuter,2018,36.34,Second genre, Mystery
The Commuter,2018,36.34,Last genre,Thriller
The Nice Guys,2016,36.26,First genre,Action
The Nice Guys,2016,36.26,Second genre, Comedy
The Nice Guys,2016,36.26,Last genre,Crime
American Assassin,2017,36.25,First genre,Action
American Assassin,2017,36.25,Second genre, Thriller            
American Assassin,2017,36.25,Last genre,
The 15:17 to Paris,2018,36.25,First genre,Biography
The 15:17 to Paris,2018,36.25,Second genre, Drama
The 15:17 to Paris,2018,36.25,Last genre,Thriller
Mile 22,2018,36.11,First genre,Action
Mile 22,2018,36.11,Second genre, Adventure
Mile 22,2018,36.11,Last genre,Thriller
Walking with Dinosaurs 3D,2013,36.08,First genre,Animation
Walking with Dinosaurs 3D,2013,36.08,Second genre, Adventure
Walking with Dinosaurs 3D,2013,36.08,Last genre,Family
The Theory of Everything,2014,35.89,First genre,Biography
The Theory of Everything,2014,35.89,Second genre, Drama
The Theory of Everything,2014,35.89,Last genre,Romance
Alpha,2018,35.85,First genre,Adventure
Alpha,2018,35.85,Second genre, Drama
Alpha,2018,35.85,Last genre,Family
The Boy,2016,35.79,First genre,Horror
The Boy,2016,35.79,Second genre, Mystery
The Boy,2016,35.79,Last genre,Thriller
Trouble with the Curve,2012,35.76,First genre,Drama
Trouble with the Curve,2012,35.76,Second genre, Sport            
Trouble with the Curve,2012,35.76,Last genre,
Larry Crowne,2011,35.61,First genre,Comedy
Larry Crowne,2011,35.61,Second genre, Drama
Larry Crowne,2011,35.61,Last genre,Romance
The American,2010,35.61,First genre,Crime
The American,2010,35.61,Second genre, Drama
The American,2010,35.61,Last genre,Thriller
Dirty Grandpa,2016,35.54,First genre,Comedy
Dirty Grandpa,2016,35.54,Second genre,
Dirty Grandpa,2016,35.54,Last genre,
The Hustle,2019,35.42,First genre,Comedy
The Hustle,2019,35.42,Second genre, Crime            
The Hustle,2019,35.42,Last genre,
The Intruder,2019,35.42,First genre,Drama
The Intruder,2019,35.42,Second genre, Horror
The Intruder,2019,35.42,Last genre,Mystery
Peppermint,2018,35.42,First genre,Action
Peppermint,2018,35.42,Second genre, Drama
Peppermint,2018,35.42,Last genre,Thriller
The Boy Next Door,2015,35.39,First genre,Horror
The Boy Next Door,2015,35.39,Second genre, Thriller            
The Boy Next Door,2015,35.39,Last genre,
The Watch,2012,35.35,First genre,Action
The Watch,2012,35.35,Second genre, Comedy
The Watch,2012,35.35,Last genre,Horror
Frankenweenie,2012,35.29,First genre,Animation
Frankenweenie,2012,35.29,Second genre, Comedy
Frankenweenie,2012,35.29,Last genre,Family
Carrie,2013,35.27,First genre,Drama
Carrie,2013,35.27,Second genre, Horror            
Carrie,2013,35.27,Last genre,
Pan,2015,35.09,First genre,Adventure
Pan,2015,35.09,Second genre, Comedy
Pan,2015,35.09,Last genre,Family
Step Up Revolution,2012,35.07,First genre,Drama
Step Up Revolution,2012,35.07,Second genre, Music
Step Up Revolution,2012,35.07,Last genre,Romance
Drive,2011,35.06,First genre,Crime
Drive,2011,35.06,Second genre, Drama            
Drive,2011,35.06,Last genre,
Green Zone,2010,35.05,First genre,Action
Green Zone,2010,35.05,Second genre, Drama
Green Zone,2010,35.05,Last genre,Thriller
Good Deeds,2012,35.03,First genre,Comedy
Good Deeds,2012,35.03,Second genre, Drama
Good Deeds,2012,35.03,Last genre,Romance
A Very Harold & Kumar 3D Christmas,2011,35.03,First genre,Adventure
A Very Harold & Kumar 3D Christmas,2011,35.03,Second genre, Comedy            
A Very Harold & Kumar 3D Christmas,2011,35.03,Last genre,
50/50,2011,35.01,First genre,Comedy
50/50,2011,35.01,Second genre, Drama
50/50,2011,35.01,Last genre,Romance
The 5th Wave,2016,34.91,First genre,Action
The 5th Wave,2016,34.91,Second genre, Adventure
The 5th Wave,2016,34.91,Last genre,Drama
Ouija: Origin of Evil,2016,34.9,First genre,Drama
Ouija: Origin of Evil,2016,34.9,Second genre, Horror
Ouija: Origin of Evil,2016,34.9,Last genre,Mystery
Concussion,2015,34.53,First genre,Biography
Concussion,2015,34.53,Second genre, Drama
Concussion,2015,34.53,Last genre,Sport
Courageous,2011,34.52,First genre,Drama
Courageous,2011,34.52,Second genre,
Courageous,2011,34.52,Last genre,
Hot Pursuit,2015,34.51,First genre,Action
Hot Pursuit,2015,34.51,Second genre, Comedy
Hot Pursuit,2015,34.51,Last genre,Crime
The Foreigner,2017,34.39,First genre,Action
The Foreigner,2017,34.39,Second genre, Thriller            
The Foreigner,2017,34.39,Last genre,
Inferno,2016,34.34,First genre,Action
Inferno,2016,34.34,Second genre, Adventure
Inferno,2016,34.34,Last genre,Crime
This Is Where I Leave You,2014,34.29,First genre,Comedy
This Is Where I Leave You,2014,34.29,Second genre, Drama            
This Is Where I Leave You,2014,34.29,Last genre,
The Favourite,2018,34.24,First genre,Biography
The Favourite,2018,34.24,Second genre, Drama
The Favourite,2018,34.24,Last genre,History
Death Wish,2018,34.02,First genre,Action
Death Wish,2018,34.02,Second genre, Crime
Death Wish,2018,34.02,Last genre,Drama
The Duff,2015,34.02,First genre,Comedy
The Duff,2015,34.02,Second genre, Romance            
The Duff,2015,34.02,Last genre,
"Everything, Everything",2017,34.0,First genre,Drama
"Everything, Everything",2017,34.0,Second genre, Romance            
"Everything, Everything",2017,34.0,Last genre,
Wind River,2017,33.8,First genre,Crime
Wind River,2017,33.8,Second genre, Drama
Wind River,2017,33.8,Last genre,Mystery
Geostorm,2017,33.7,First genre,Action
Geostorm,2017,33.7,Second genre, Sci-Fi
Geostorm,2017,33.7,Last genre,Thriller
Marmaduke,2010,33.64,First genre,Comedy
Marmaduke,2010,33.64,Second genre, Family            
Marmaduke,2010,33.64,Last genre,
The Gambler,2014,33.63,First genre,Crime
The Gambler,2014,33.63,Second genre, Drama
The Gambler,2014,33.63,Last genre,Thriller
R.I.P.D.,2013,33.62,First genre,Action
R.I.P.D.,2013,33.62,Second genre, Adventure
R.I.P.D.,2013,33.62,Last genre,Comedy
Devil,2010,33.58,First genre,Horror
Devil,2010,33.58,Second genre, Mystery
Devil,2010,33.58,Last genre,Thriller
The Spy Who Dumped Me,2018,33.56,First genre,Action
The Spy Who Dumped Me,2018,33.56,Second genre, Adventure
The Spy Who Dumped Me,2018,33.56,Last genre,Comedy
2016: Obama's America,2012,33.45,First genre,Documentary
2016: Obama's America,2012,33.45,Second genre,
2016: Obama's America,2012,33.45,Last genre,
Blue Jasmine,2013,33.41,First genre,Drama
Blue Jasmine,2013,33.41,Second genre,
Blue Jasmine,2013,33.41,Last genre,
Monster Trucks,2016,33.37,First genre,Action
Monster Trucks,2016,33.37,Second genre, Adventure
Monster Trucks,2016,33.37,Last genre,Comedy
Woman in Gold,2015,33.31,First genre,Biography
Woman in Gold,2015,33.31,Second genre, Drama
Woman in Gold,2015,33.31,Last genre,History
The Second Best Exotic Marigold Hotel,2015,33.08,First genre,Comedy
The Second Best Exotic Marigold Hotel,2015,33.08,Second genre, Drama            
The Second Best Exotic Marigold Hotel,2015,33.08,Last genre,
The Rite,2011,33.05,First genre,Drama
The Rite,2011,33.05,Second genre, Horror
The Rite,2011,33.05,Last genre,Mystery
Arthur,2011,33.04,First genre,Comedy
Arthur,2011,33.04,Second genre, Romance            
Arthur,2011,33.04,Last genre,
Hereafter,2010,32.75,First genre,Drama
Hereafter,2010,32.75,Second genre, Fantasy
Hereafter,2010,32.75,Last genre,Romance
Annihilation,2018,32.73,First genre,Adventure
Annihilation,2018,32.73,Second genre, Drama
Annihilation,2018,32.73,Last genre,Horror
When in Rome,2010,32.67,First genre,Comedy
When in Rome,2010,32.67,Second genre, Romance            
When in Rome,2010,32.67,Last genre,
Unfriended,2014,32.48,First genre,Horror
Unfriended,2014,32.48,Second genre, Mystery
Unfriended,2014,32.48,Last genre,Thriller
Paranormal Activity: The Marked Ones,2014,32.46,First genre,Horror
Paranormal Activity: The Marked Ones,2014,32.46,Second genre, Mystery
Paranormal Activity: The Marked Ones,2014,32.46,Last genre,Thriller
Mother's Day,2016,32.46,First genre,Comedy
Mother's Day,2016,32.46,Second genre, Drama
Mother's Day,2016,32.46,Last genre,Romance
Nightcrawler,2014,32.38,First genre,Crime
Nightcrawler,2014,32.38,Second genre, Drama
Nightcrawler,2014,32.38,Last genre,Thriller
Love & Other Drugs,2010,32.37,First genre,Comedy
Love & Other Drugs,2010,32.37,Second genre, Drama
Love & Other Drugs,2010,32.37,Last genre,Romance
Entourage,2015,32.36,First genre,Comedy
Entourage,2015,32.36,Second genre,
Entourage,2015,32.36,Last genre,
Kevin Hart: Let Me Explain,2013,32.24,First genre,Documentary
Kevin Hart: Let Me Explain,2013,32.24,Second genre, Comedy            
Kevin Hart: Let Me Explain,2013,32.24,Last genre,
Fist Fight,2017,32.19,First genre,Comedy
Fist Fight,2017,32.19,Second genre,
Fist Fight,2017,32.19,Last genre,
Side Effects,2013,32.17,First genre,Crime
Side Effects,2013,32.17,Second genre, Drama
Side Effects,2013,32.17,Last genre,Mystery
Cold Pursuit,2019,32.14,First genre,Action
Cold Pursuit,2019,32.14,Second genre, Crime
Cold Pursuit,2019,32.14,Last genre,Drama
How to Be a Latin Lover,2017,32.09,First genre,Comedy
How to Be a Latin Lover,2017,32.09,Second genre, Drama            
How to Be a Latin Lover,2017,32.09,Last genre,
Scary Movie 5,2013,32.02,First genre,Comedy
Scary Movie 5,2013,32.02,Second genre,
Scary Movie 5,2013,32.02,Last genre,
Isle of Dogs,2018,32.02,First genre,Animation
Isle of Dogs,2018,32.02,Second genre, Adventure
Isle of Dogs,2018,32.02,Last genre,Comedy
Paper Towns,2015,32.0,First genre,Comedy
Paper Towns,2015,32.0,Second genre, Drama
Paper Towns,2015,32.0,Last genre,Mystery
Patriots Day,2016,31.89,First genre,Action
Patriots Day,2016,31.89,Second genre, Crime
Patriots Day,2016,31.89,Last genre,Drama
Extremely Loud & Incredibly Close,2011,31.85,First genre,Adventure
Extremely Loud & Incredibly Close,2011,31.85,Second genre, Drama
Extremely Loud & Incredibly Close,2011,31.85,Last genre,Mystery
Nobody's Fool,2018,31.71,First genre,Comedy
Nobody's Fool,2018,31.71,Second genre, Drama
Nobody's Fool,2018,31.71,Last genre,Romance
House at the End of the Street,2012,31.61,First genre,Drama
House at the End of the Street,2012,31.61,Second genre, Horror
House at the End of the Street,2012,31.61,Last genre,Thriller
She's Out of My League,2010,31.58,First genre,Comedy
She's Out of My League,2010,31.58,Second genre, Romance            
She's Out of My League,2010,31.58,Last genre,
Chappie,2015,31.57,First genre,Action
Chappie,2015,31.57,Second genre, Crime
Chappie,2015,31.57,Last genre,Drama
Scott Pilgrim vs. the World,2010,31.49,First genre,Action
Scott Pilgrim vs. the World,2010,31.49,Second genre, Comedy
Scott Pilgrim vs. the World,2010,31.49,Last genre,Fantasy
Adrift,2018,31.45,First genre,Action
Adrift,2018,31.45,Second genre, Adventure
Adrift,2018,31.45,Last genre,Biography
The Debt,2010,31.18,First genre,Drama
The Debt,2010,31.18,Second genre, Thriller            
The Debt,2010,31.18,Last genre,
The Mortal Instruments: City of Bones,2013,31.17,First genre,Action
The Mortal Instruments: City of Bones,2013,31.17,Second genre, Fantasy
The Mortal Instruments: City of Bones,2013,31.17,Last genre,Horror
Charlie St. Cloud,2010,31.16,First genre,Drama
Charlie St. Cloud,2010,31.16,Second genre, Fantasy
Charlie St. Cloud,2010,31.16,Last genre,Romance
Gods of Egypt,2016,31.15,First genre,Action
Gods of Egypt,2016,31.15,Second genre, Adventure
Gods of Egypt,2016,31.15,Last genre,Fantasy
Crimson Peak,2015,31.06,First genre,Drama
Crimson Peak,2015,31.06,Second genre, Fantasy
Crimson Peak,2015,31.06,Last genre,Horror
The Pirates! In an Adventure with Scientists!,2012,31.05,First genre,Animation
The Pirates! In an Adventure with Scientists!,2012,31.05,Second genre, Adventure
The Pirates! In an Adventure with Scientists!,2012,31.05,Last genre,Comedy
Morning Glory,2010,31.01,First genre,Comedy
Morning Glory,2010,31.01,Second genre, Drama
Morning Glory,2010,31.01,Last genre,Romance
Collateral Beauty,2016,30.98,First genre,Drama
Collateral Beauty,2016,30.98,Second genre, Romance            
Collateral Beauty,2016,30.98,Last genre,
Joyful Noise,2012,30.92,First genre,Comedy
