movie,year,income,variable,value
Damsels in Distress,2011,1.01,First genre,Comedy
Damsels in Distress,2011,1.01,Second genre, Drama
Damsels in Distress,2011,1.01,Last genre,Romance
L'insulte,2017,1.0,First genre,Crime
L'insulte,2017,1.0,Second genre, Drama
L'insulte,2017,1.0,Last genre,Thriller
Kokuriko-zaka kara,2011,1.0,First genre,Animation
Kokuriko-zaka kara,2011,1.0,Second genre, Drama
Kokuriko-zaka kara,2011,1.0,Last genre,Family
Beyond Skyline,2017,0.99,First genre,Action
Beyond Skyline,2017,0.99,Second genre, Adventure
Beyond Skyline,2017,0.99,Last genre,Horror
Gett,2014,0.99,First genre,Drama
Gett,2014,0.99,Second genre,
Gett,2014,0.99,Last genre,
Little Italy,2018,0.99,First genre,Comedy
Little Italy,2018,0.99,Second genre, Romance            
Little Italy,2018,0.99,Last genre,
Meek's Cutoff,2010,0.98,First genre,Drama
Meek's Cutoff,2010,0.98,Second genre, Western            
Meek's Cutoff,2010,0.98,Last genre,
Lore,2012,0.97,First genre,Drama
Lore,2012,0.97,Second genre, Romance
Lore,2012,0.97,Last genre,War
The Beaver,2011,0.97,First genre,Drama
The Beaver,2011,0.97,Second genre,
The Beaver,2011,0.97,Last genre,
Last Flag Flying,2017,0.97,First genre,Comedy
Last Flag Flying,2017,0.97,Second genre, Drama
Last Flag Flying,2017,0.97,Last genre,War
Rampart,2011,0.97,First genre,Crime
Rampart,2011,0.97,Second genre, Drama            
Rampart,2011,0.97,Last genre,
Lucky,2017,0.96,First genre,Comedy
Lucky,2017,0.96,Second genre, Drama            
Lucky,2017,0.96,Last genre,
Visages villages,2017,0.95,First genre,Documentary
Visages villages,2017,0.95,Second genre,
Visages villages,2017,0.95,Last genre,
Landline,2017,0.94,First genre,Comedy
Landline,2017,0.94,Second genre, Drama            
Landline,2017,0.94,Last genre,
Neruda,2016,0.94,First genre,Biography
Neruda,2016,0.94,Second genre, Crime
Neruda,2016,0.94,Last genre,Drama
Dark Horse,2011,0.94,First genre,Comedy
Dark Horse,2011,0.94,Second genre, Drama            
Dark Horse,2011,0.94,Last genre,
La tortue rouge,2016,0.92,First genre,Animation
La tortue rouge,2016,0.92,Second genre, Fantasy            
La tortue rouge,2016,0.92,Last genre,
The Babadook,2014,0.92,First genre,Drama
The Babadook,2014,0.92,Second genre, Horror            
The Babadook,2014,0.92,Last genre,
The Miseducation of Cameron Post,2018,0.9,First genre,Drama
The Miseducation of Cameron Post,2018,0.9,Second genre,
The Miseducation of Cameron Post,2018,0.9,Last genre,
The Imposter,2012,0.89,First genre,Documentary
The Imposter,2012,0.89,Second genre, Biography
The Imposter,2012,0.89,Last genre,Crime
Best of Enemies,2015,0.89,First genre,Documentary
Best of Enemies,2015,0.89,Second genre, Biography
Best of Enemies,2015,0.89,Last genre,History
Justin Bieber's Believe,2013,0.88,First genre,Documentary
Justin Bieber's Believe,2013,0.88,Second genre, Music            
Justin Bieber's Believe,2013,0.88,Last genre,
The Cakemaker,2017,0.88,First genre,Drama
The Cakemaker,2017,0.88,Second genre,
The Cakemaker,2017,0.88,Last genre,
Frantz,2016,0.88,First genre,Drama
Frantz,2016,0.88,Second genre, History
Frantz,2016,0.88,Last genre,Romance
Un beau soleil intérieur,2017,0.87,First genre,Comedy
Un beau soleil intérieur,2017,0.87,Second genre, Drama
Un beau soleil intérieur,2017,0.87,Last genre,Romance
Particle Fever,2013,0.87,First genre,Documentary
Particle Fever,2013,0.87,Second genre,
Particle Fever,2013,0.87,Last genre,
The Wildest Dream,2010,0.87,First genre,Documentary
The Wildest Dream,2010,0.87,Second genre, Adventure
The Wildest Dream,2010,0.87,Last genre,Biography
Song of the Sea,2014,0.86,First genre,Animation
Song of the Sea,2014,0.86,Second genre, Adventure
Song of the Sea,2014,0.86,Last genre,Drama
Mustang,2015,0.85,First genre,Drama
Mustang,2015,0.85,Second genre,
Mustang,2015,0.85,Last genre,
Kona fer í stríð,2018,0.85,First genre,Adventure
Kona fer í stríð,2018,0.85,Second genre, Comedy
Kona fer í stríð,2018,0.85,Last genre,Drama
Generation Iron,2013,0.85,First genre,Documentary
Generation Iron,2013,0.85,Second genre, Drama
Generation Iron,2013,0.85,Last genre,Sport
Higher Ground,2011,0.84,First genre,Drama
Higher Ground,2011,0.84,Second genre,
Higher Ground,2011,0.84,Last genre,
Atlas Shrugged: Part III,2014,0.83,First genre,Drama
Atlas Shrugged: Part III,2014,0.83,Second genre, Mystery
Atlas Shrugged: Part III,2014,0.83,Last genre,Sci-Fi
Born to Be Blue,2015,0.83,First genre,Biography
Born to Be Blue,2015,0.83,Second genre, Drama
Born to Be Blue,2015,0.83,Last genre,Music
Transit,2018,0.82,First genre,Drama
Transit,2018,0.82,Second genre,
Transit,2018,0.82,Last genre,
Life Itself,2014,0.81,First genre,Documentary
Life Itself,2014,0.81,Second genre, Biography            
Life Itself,2014,0.81,Last genre,
Mirai no Mirai,2018,0.81,First genre,Animation
Mirai no Mirai,2018,0.81,Second genre, Adventure
Mirai no Mirai,2018,0.81,Last genre,Drama
Sleeping with Other People,2015,0.81,First genre,Comedy
Sleeping with Other People,2015,0.81,Second genre, Drama
Sleeping with Other People,2015,0.81,Last genre,Romance
Beast,2017,0.8,First genre,Crime
Beast,2017,0.8,Second genre, Drama
Beast,2017,0.8,Last genre,Mystery
The Tillman Story,2010,0.8,First genre,Documentary
The Tillman Story,2010,0.8,Second genre, Biography
The Tillman Story,2010,0.8,Last genre,Mystery
Jûsan-nin no shikaku,2010,0.8,First genre,Action
Jûsan-nin no shikaku,2010,0.8,Second genre, Adventure
Jûsan-nin no shikaku,2010,0.8,Last genre,Drama
Patti Cake$,2017,0.8,First genre,Drama
Patti Cake$,2017,0.8,Second genre, Music            
Patti Cake$,2017,0.8,Last genre,
Climax,2018,0.8,First genre,Drama
Climax,2018,0.8,Second genre, Horror
Climax,2018,0.8,Last genre,Music
The Convincer,2011,0.79,First genre,Comedy
The Convincer,2011,0.79,Second genre, Crime
The Convincer,2011,0.79,Last genre,Drama
Darling Companion,2012,0.79,First genre,Comedy
Darling Companion,2012,0.79,Second genre, Drama
Darling Companion,2012,0.79,Last genre,Romance
Nymphomaniac: Vol. I,2013,0.79,First genre,Drama
Nymphomaniac: Vol. I,2013,0.79,Second genre,
Nymphomaniac: Vol. I,2013,0.79,Last genre,
Im Labyrinth des Schweigens,2014,0.79,First genre,Drama
Im Labyrinth des Schweigens,2014,0.79,Second genre, History            
Im Labyrinth des Schweigens,2014,0.79,Last genre,
31,2016,0.78,First genre,Horror
31,2016,0.78,Second genre, Thriller            
31,2016,0.78,Last genre,
Only God Forgives,2013,0.78,First genre,Crime
Only God Forgives,2013,0.78,Second genre, Drama            
Only God Forgives,2013,0.78,Last genre,
Omoide no Mânî,2014,0.77,First genre,Animation
Omoide no Mânî,2014,0.77,Second genre, Drama
Omoide no Mânî,2014,0.77,Last genre,Family
Gräns,2018,0.77,First genre,Drama
Gräns,2018,0.77,Second genre, Fantasy
Gräns,2018,0.77,Last genre,Romance
Mark Felt: The Man Who Brought Down the White House,2017,0.77,First genre,Biography
Mark Felt: The Man Who Brought Down the White House,2017,0.77,Second genre, Drama
Mark Felt: The Man Who Brought Down the White House,2017,0.77,Last genre,History
Coriolanus,2011,0.76,First genre,Drama
Coriolanus,2011,0.76,Second genre, Thriller
Coriolanus,2011,0.76,Last genre,War
Pariah,2011,0.76,First genre,Drama
Pariah,2011,0.76,Second genre,
Pariah,2011,0.76,Last genre,
On Chesil Beach,2017,0.75,First genre,Drama
On Chesil Beach,2017,0.75,Second genre, Music
On Chesil Beach,2017,0.75,Last genre,Romance
Palo Alto,2013,0.75,First genre,Drama
Palo Alto,2013,0.75,Second genre,
Palo Alto,2013,0.75,Last genre,
The Party,2017,0.75,First genre,Comedy
The Party,2017,0.75,Second genre, Drama            
The Party,2017,0.75,Last genre,
Peepli (Live),2010,0.75,First genre,Comedy
Peepli (Live),2010,0.75,Second genre, Drama            
Peepli (Live),2010,0.75,Last genre,
Cosmopolis,2012,0.74,First genre,Drama
Cosmopolis,2012,0.74,Second genre, Fantasy            
Cosmopolis,2012,0.74,Last genre,
Vox Lux,2018,0.73,First genre,Drama
Vox Lux,2018,0.73,Second genre, Music            
Vox Lux,2018,0.73,Last genre,
Yves Saint Laurent,2014,0.72,First genre,Biography
Yves Saint Laurent,2014,0.72,Second genre, Drama            
Yves Saint Laurent,2014,0.72,Last genre,
Les femmes du 6e étage,2010,0.72,First genre,Comedy
Les femmes du 6e étage,2010,0.72,Second genre,
Les femmes du 6e étage,2010,0.72,Last genre,
On the Road,2012,0.72,First genre,Adventure
On the Road,2012,0.72,Second genre, Drama
On the Road,2012,0.72,Last genre,Romance
Beoning,2018,0.72,First genre,Drama
Beoning,2018,0.72,Second genre, Mystery            
Beoning,2018,0.72,Last genre,
The Catcher Was a Spy,2018,0.71,First genre,Biography
The Catcher Was a Spy,2018,0.71,Second genre, Drama
The Catcher Was a Spy,2018,0.71,Last genre,War
À bout portant,2010,0.71,First genre,Action
À bout portant,2010,0.71,Second genre, Crime
À bout portant,2010,0.71,Last genre,Drama
Hannah Arendt,2012,0.71,First genre,Biography
Hannah Arendt,2012,0.71,Second genre, Drama            
Hannah Arendt,2012,0.71,Last genre,
The Little Stranger,2018,0.71,First genre,Drama
The Little Stranger,2018,0.71,Second genre, Horror
The Little Stranger,2018,0.71,Last genre,Mystery
Little Men,2016,0.7,First genre,Drama
Little Men,2016,0.7,Second genre,
Little Men,2016,0.7,Last genre,
Hobo with a Shotgun,2011,0.7,First genre,Action
Hobo with a Shotgun,2011,0.7,Second genre, Comedy
Hobo with a Shotgun,2011,0.7,Last genre,Horror
Cartel Land,2015,0.7,First genre,Documentary
Cartel Land,2015,0.7,Second genre, News            
Cartel Land,2015,0.7,Last genre,
Doubles vies,2018,0.7,First genre,Comedy
Doubles vies,2018,0.7,Second genre, Drama
Doubles vies,2018,0.7,Last genre,Romance
Tangerine,2015,0.7,First genre,Comedy
Tangerine,2015,0.7,Second genre, Crime
Tangerine,2015,0.7,Last genre,Drama
Muscle Shoals,2013,0.7,First genre,Documentary
Muscle Shoals,2013,0.7,Second genre, Biography
Muscle Shoals,2013,0.7,Last genre,History
The Paperboy,2012,0.69,First genre,Crime
The Paperboy,2012,0.69,Second genre, Drama
The Paperboy,2012,0.69,Last genre,Mystery
Red Army,2014,0.69,First genre,Documentary
Red Army,2014,0.69,Second genre, Biography
Red Army,2014,0.69,Last genre,History
Jagten,2012,0.69,First genre,Drama
Jagten,2012,0.69,Second genre,
Jagten,2012,0.69,Last genre,
Mr. Church,2016,0.69,First genre,Comedy
Mr. Church,2016,0.69,Second genre, Drama            
Mr. Church,2016,0.69,Last genre,
Dodookdeul,2012,0.69,First genre,Action
Dodookdeul,2012,0.69,Second genre, Comedy
Dodookdeul,2012,0.69,Last genre,Crime
Frankie & Alice,2010,0.69,First genre,Biography
Frankie & Alice,2010,0.69,Second genre, Drama            
Frankie & Alice,2010,0.69,Last genre,
Tabloid,2010,0.68,First genre,Documentary
Tabloid,2010,0.68,Second genre, Crime            
Tabloid,2010,0.68,Last genre,
Bereullin,2013,0.67,First genre,Action
Bereullin,2013,0.67,Second genre, Thriller            
Bereullin,2013,0.67,Last genre,
American Honey,2016,0.66,First genre,Adventure
American Honey,2016,0.66,Second genre, Drama
American Honey,2016,0.66,Last genre,Romance
Terri,2011,0.65,First genre,Comedy
Terri,2011,0.65,Second genre, Drama            
Terri,2011,0.65,Last genre,
Wilson,2017,0.65,First genre,Comedy
Wilson,2017,0.65,Second genre, Drama            
Wilson,2017,0.65,Last genre,
Jodorowsky's Dune,2013,0.65,First genre,Documentary
Jodorowsky's Dune,2013,0.65,Second genre,
Jodorowsky's Dune,2013,0.65,Last genre,
Parkland,2013,0.65,First genre,Drama
Parkland,2013,0.65,Second genre, History
Parkland,2013,0.65,Last genre,Mystery
The Last Lions,2011,0.64,First genre,Documentary
The Last Lions,2011,0.64,Second genre, Family            
The Last Lions,2011,0.64,Last genre,
The Greatest Movie Ever Sold,2011,0.64,First genre,Documentary
The Greatest Movie Ever Sold,2011,0.64,Second genre, Comedy            
The Greatest Movie Ever Sold,2011,0.64,Last genre,
Frank,2014,0.64,First genre,Comedy
Frank,2014,0.64,Second genre, Drama
Frank,2014,0.64,Last genre,Music
Lizzie,2018,0.64,First genre,Biography
Lizzie,2018,0.64,Second genre, Crime
Lizzie,2018,0.64,Last genre,Drama
Remember,2015,0.64,First genre,Drama
Remember,2015,0.64,Second genre, Mystery
Remember,2015,0.64,Last genre,Thriller
The Stanford Prison Experiment,2015,0.64,First genre,Biography
The Stanford Prison Experiment,2015,0.64,Second genre, Drama
The Stanford Prison Experiment,2015,0.64,Last genre,History
2 Days in New York,2012,0.63,First genre,Comedy
2 Days in New York,2012,0.63,Second genre, Drama
2 Days in New York,2012,0.63,Last genre,Romance
The Bronze,2015,0.62,First genre,Comedy
The Bronze,2015,0.62,Second genre, Drama
The Bronze,2015,0.62,Last genre,Sport
"Kumiko, the Treasure Hunter",2014,0.62,First genre,Drama
"Kumiko, the Treasure Hunter",2014,0.62,Second genre,
"Kumiko, the Treasure Hunter",2014,0.62,Last genre,
Foxtrot,2017,0.62,First genre,Drama
Foxtrot,2017,0.62,Second genre,
Foxtrot,2017,0.62,Last genre,
The Only Living Boy in New York,2017,0.62,First genre,Drama
The Only Living Boy in New York,2017,0.62,Second genre,
The Only Living Boy in New York,2017,0.62,Last genre,
Howl,2010,0.62,First genre,Biography
Howl,2010,0.62,Second genre, Drama
Howl,2010,0.62,Last genre,Romance
Welcome to Me,2014,0.61,First genre,Comedy
Welcome to Me,2014,0.61,Second genre, Drama            
Welcome to Me,2014,0.61,Last genre,
Ci ke Nie Yin Niang,2015,0.61,First genre,Action
Ci ke Nie Yin Niang,2015,0.61,Second genre, Drama
Ci ke Nie Yin Niang,2015,0.61,Last genre,History
Le Havre,2011,0.61,First genre,Comedy
Le Havre,2011,0.61,Second genre, Drama            
Le Havre,2011,0.61,Last genre,
The Exception,2016,0.61,First genre,Drama
The Exception,2016,0.61,Second genre, Romance
The Exception,2016,0.61,Last genre,War
Not Fade Away,2012,0.61,First genre,Drama
Not Fade Away,2012,0.61,Second genre,
Not Fade Away,2012,0.61,Last genre,
Tickled,2016,0.61,First genre,Documentary
Tickled,2016,0.61,Second genre, Mystery            
Tickled,2016,0.61,Last genre,
The Signal,2014,0.6,First genre,Drama
The Signal,2014,0.6,Second genre, Mystery
The Signal,2014,0.6,Last genre,Sci-Fi
To the Wonder,2012,0.59,First genre,Drama
To the Wonder,2012,0.59,Second genre, Romance            
To the Wonder,2012,0.59,Last genre,
Blue Like Jazz,2012,0.59,First genre,Comedy
Blue Like Jazz,2012,0.59,Second genre, Drama            
Blue Like Jazz,2012,0.59,Last genre,
The Disappearance of Eleanor Rigby: Them,2014,0.59,First genre,Drama
The Disappearance of Eleanor Rigby: Them,2014,0.59,Second genre, Romance            
The Disappearance of Eleanor Rigby: Them,2014,0.59,Last genre,
Lo and Behold: Reveries of the Connected World,2016,0.59,First genre,Documentary
Lo and Behold: Reveries of the Connected World,2016,0.59,Second genre,
Lo and Behold: Reveries of the Connected World,2016,0.59,Last genre,
W.E.,2011,0.58,First genre,Drama
W.E.,2011,0.58,Second genre, History
W.E.,2011,0.58,Last genre,Romance
Novitiate,2017,0.58,First genre,Drama
Novitiate,2017,0.58,Second genre,
Novitiate,2017,0.58,Last genre,
Dhobi Ghat,2010,0.58,First genre,Drama
Dhobi Ghat,2010,0.58,Second genre,
Dhobi Ghat,2010,0.58,Last genre,
All Good Things,2010,0.58,First genre,Crime
All Good Things,2010,0.58,Second genre, Drama
All Good Things,2010,0.58,Last genre,Mystery
The Future,2011,0.57,First genre,Drama
The Future,2011,0.57,Second genre, Fantasy
The Future,2011,0.57,Last genre,Romance
Nelyubov,2017,0.57,First genre,Drama
Nelyubov,2017,0.57,Second genre,
Nelyubov,2017,0.57,Last genre,
A Tale of Love and Darkness,2015,0.57,First genre,Biography
A Tale of Love and Darkness,2015,0.57,Second genre, Drama
A Tale of Love and Darkness,2015,0.57,Last genre,History
También la lluvia,2010,0.56,First genre,Drama
También la lluvia,2010,0.56,Second genre, History            
También la lluvia,2010,0.56,Last genre,
Byeon-ho-in,2013,0.56,First genre,Drama
Byeon-ho-in,2013,0.56,Second genre,
Byeon-ho-in,2013,0.56,Last genre,
Bitter Harvest,2017,0.56,First genre,Drama
Bitter Harvest,2017,0.56,Second genre, Romance
Bitter Harvest,2017,0.56,Last genre,War
Undefeated,2011,0.56,First genre,Documentary
Undefeated,2011,0.56,Second genre, Sport            
Undefeated,2011,0.56,Last genre,
Jimmy's Hall,2014,0.56,First genre,Biography
Jimmy's Hall,2014,0.56,Second genre, Drama
Jimmy's Hall,2014,0.56,Last genre,History
Knight of Cups,2015,0.56,First genre,Drama
Knight of Cups,2015,0.56,Second genre, Romance            
Knight of Cups,2015,0.56,Last genre,
Tamara Drewe,2010,0.56,First genre,Comedy
Tamara Drewe,2010,0.56,Second genre, Drama
Tamara Drewe,2010,0.56,Last genre,Romance
A Little Chaos,2014,0.55,First genre,Drama
A Little Chaos,2014,0.55,Second genre, Romance            
A Little Chaos,2014,0.55,Last genre,
Anna and the Apocalypse,2017,0.55,First genre,Comedy
Anna and the Apocalypse,2017,0.55,Second genre, Fantasy
Anna and the Apocalypse,2017,0.55,Last genre,Horror
The Virginity Hit,2010,0.54,First genre,Comedy
The Virginity Hit,2010,0.54,Second genre,
The Virginity Hit,2010,0.54,Last genre,
"Peace, Love & Misunderstanding",2011,0.54,First genre,Comedy
"Peace, Love & Misunderstanding",2011,0.54,Second genre, Drama
"Peace, Love & Misunderstanding",2011,0.54,Last genre,Music
American Pastoral,2016,0.54,First genre,Crime
American Pastoral,2016,0.54,Second genre, Drama            
American Pastoral,2016,0.54,Last genre,
Mil-jeong,2016,0.54,First genre,Action
Mil-jeong,2016,0.54,Second genre, Drama
Mil-jeong,2016,0.54,Last genre,Thriller
Machine Gun Preacher,2011,0.54,First genre,Action
Machine Gun Preacher,2011,0.54,Second genre, Biography
Machine Gun Preacher,2011,0.54,Last genre,Crime
Jack Goes Boating,2010,0.54,First genre,Drama
Jack Goes Boating,2010,0.54,Second genre, Romance            
Jack Goes Boating,2010,0.54,Last genre,
Crime d'amour,2010,0.53,First genre,Crime
Crime d'amour,2010,0.53,Second genre, Drama
Crime d'amour,2010,0.53,Last genre,Mystery
Brigsby Bear,2017,0.53,First genre,Comedy
Brigsby Bear,2017,0.53,Second genre, Drama            
Brigsby Bear,2017,0.53,Last genre,
Highway,2014,0.53,First genre,Crime
Highway,2014,0.53,Second genre, Drama
Highway,2014,0.53,Last genre,Romance
Being Flynn,2012,0.53,First genre,Drama
Being Flynn,2012,0.53,Second genre,
Being Flynn,2012,0.53,Last genre,
By the Sea,2015,0.53,First genre,Drama
By the Sea,2015,0.53,Second genre, Romance            
By the Sea,2015,0.53,Last genre,
Ai Weiwei: Never Sorry,2012,0.53,First genre,Documentary
Ai Weiwei: Never Sorry,2012,0.53,Second genre,
Ai Weiwei: Never Sorry,2012,0.53,Last genre,
Et maintenant on va où?,2011,0.53,First genre,Comedy
Et maintenant on va où?,2011,0.53,Second genre, Drama            
Et maintenant on va où?,2011,0.53,Last genre,
Freeheld,2015,0.53,First genre,Biography
Freeheld,2015,0.53,Second genre, Drama
Freeheld,2015,0.53,Last genre,Romance
Dom Hemingway,2013,0.52,First genre,Comedy
Dom Hemingway,2013,0.52,Second genre, Crime
Dom Hemingway,2013,0.52,Last genre,Drama
Ying,2018,0.52,First genre,Action
Ying,2018,0.52,Second genre, Drama
Ying,2018,0.52,Last genre,War
The Reluctant Fundamentalist,2012,0.52,First genre,Drama
The Reluctant Fundamentalist,2012,0.52,Second genre, Thriller            
The Reluctant Fundamentalist,2012,0.52,Last genre,
Tracks,2013,0.51,First genre,Adventure
Tracks,2013,0.51,Second genre, Biography
Tracks,2013,0.51,Last genre,Drama
Shut Up and Play the Hits,2012,0.51,First genre,Documentary
Shut Up and Play the Hits,2012,0.51,Second genre, Music            
Shut Up and Play the Hits,2012,0.51,Last genre,
Grave,2016,0.51,First genre,Drama
Grave,2016,0.51,Second genre, Horror            
Grave,2016,0.51,Last genre,
The Children Act,2017,0.51,First genre,Drama
The Children Act,2017,0.51,Second genre,
The Children Act,2017,0.51,Last genre,
Pájaros de verano,2018,0.51,First genre,Drama
Pájaros de verano,2018,0.51,Second genre,
Pájaros de verano,2018,0.51,Last genre,
The Two Faces of January,2014,0.51,First genre,Romance
The Two Faces of January,2014,0.51,Second genre, Thriller            
The Two Faces of January,2014,0.51,Last genre,
The One I Love,2014,0.51,First genre,Drama
The One I Love,2014,0.51,Second genre, Fantasy
The One I Love,2014,0.51,Last genre,Mystery
Le nom des gens,2010,0.51,First genre,Comedy
Le nom des gens,2010,0.51,Second genre, Drama
Le nom des gens,2010,0.51,Last genre,Romance
L'arnacoeur,2010,0.5,First genre,Comedy
L'arnacoeur,2010,0.5,Second genre, Romance            
L'arnacoeur,2010,0.5,Last genre,
Marguerite,2015,0.5,First genre,Comedy
Marguerite,2015,0.5,Second genre, Drama
Marguerite,2015,0.5,Last genre,Music
Bilal: A New Breed of Hero,2015,0.49,First genre,Animation
Bilal: A New Breed of Hero,2015,0.49,Second genre, Action
Bilal: A New Breed of Hero,2015,0.49,Last genre,Adventure
Phantom,2013,0.49,First genre,Drama
Phantom,2013,0.49,Second genre, History
Phantom,2013,0.49,Last genre,Thriller
The Act of Killing,2012,0.49,First genre,Documentary
The Act of Killing,2012,0.49,Second genre, Biography
The Act of Killing,2012,0.49,Last genre,Crime
The Inevitable Defeat of Mister & Pete,2013,0.49,First genre,Drama
The Inevitable Defeat of Mister & Pete,2013,0.49,Second genre,
The Inevitable Defeat of Mister & Pete,2013,0.49,Last genre,
Breathe,2017,0.49,First genre,Biography
Breathe,2017,0.49,Second genre, Drama
Breathe,2017,0.49,Last genre,Romance
Steve Jobs: The Man in the Machine,2015,0.49,First genre,Documentary
Steve Jobs: The Man in the Machine,2015,0.49,Second genre, Biography            
Steve Jobs: The Man in the Machine,2015,0.49,Last genre,
Habemus Papam,2011,0.48,First genre,Comedy
Habemus Papam,2011,0.48,Second genre, Drama            
Habemus Papam,2011,0.48,Last genre,
Di qiu zui hou de ye wan,2018,0.48,First genre,Drama
Di qiu zui hou de ye wan,2018,0.48,Second genre, Mystery            
Di qiu zui hou de ye wan,2018,0.48,Last genre,
Last Days in Vietnam,2014,0.47,First genre,Documentary
Last Days in Vietnam,2014,0.47,Second genre, History
Last Days in Vietnam,2014,0.47,Last genre,War
Beach Rats,2017,0.47,First genre,Drama
Beach Rats,2017,0.47,Second genre,
Beach Rats,2017,0.47,Last genre,
Submarine,2010,0.47,First genre,Comedy
Submarine,2010,0.47,Second genre, Drama
Submarine,2010,0.47,Last genre,Romance
The Happy Prince,2018,0.47,First genre,Biography
The Happy Prince,2018,0.47,Second genre, Drama            
The Happy Prince,2018,0.47,Last genre,
Di renjie: Tong tian di guo,2010,0.46,First genre,Action
Di renjie: Tong tian di guo,2010,0.46,Second genre, Adventure
Di renjie: Tong tian di guo,2010,0.46,Last genre,Drama
"Men, Women & Children",2014,0.46,First genre,Comedy
"Men, Women & Children",2014,0.46,Second genre, Drama            
"Men, Women & Children",2014,0.46,Last genre,
Weekend,2011,0.46,First genre,Drama
Weekend,2011,0.46,Second genre, Romance            
Weekend,2011,0.46,Last genre,
Sinsegye,2013,0.46,First genre,Crime
Sinsegye,2013,0.46,Second genre, Drama            
Sinsegye,2013,0.46,Last genre,
Final Portrait,2017,0.46,First genre,Biography
Final Portrait,2017,0.46,Second genre, Comedy
Final Portrait,2017,0.46,Last genre,Drama
Umimachi Diary,2015,0.46,First genre,Drama
Umimachi Diary,2015,0.46,Second genre, Family            
Umimachi Diary,2015,0.46,Last genre,
Wiener-Dog,2016,0.45,First genre,Comedy
Wiener-Dog,2016,0.45,Second genre, Drama            
Wiener-Dog,2016,0.45,Last genre,
Pearl Jam Twenty,2011,0.45,First genre,Documentary
Pearl Jam Twenty,2011,0.45,Second genre, History
Pearl Jam Twenty,2011,0.45,Last genre,Music
Bakemono no ko,2015,0.45,First genre,Animation
Bakemono no ko,2015,0.45,Second genre, Action
Bakemono no ko,2015,0.45,Last genre,Adventure
The Extra Man,2010,0.45,First genre,Comedy
The Extra Man,2010,0.45,Second genre,
The Extra Man,2010,0.45,Last genre,
Bachelorette,2012,0.45,First genre,Comedy
Bachelorette,2012,0.45,Second genre, Romance            
Bachelorette,2012,0.45,Last genre,
Song to Song,2017,0.44,First genre,Drama
Song to Song,2017,0.44,Second genre, Music
Song to Song,2017,0.44,Last genre,Romance
Under sandet,2015,0.44,First genre,Drama
Under sandet,2015,0.44,Second genre, History
Under sandet,2015,0.44,Last genre,War
Circumstance,2011,0.44,First genre,Drama
Circumstance,2011,0.44,Second genre,
Circumstance,2011,0.44,Last genre,
Gimme Danger,2016,0.44,First genre,Documentary
Gimme Danger,2016,0.44,Second genre, Music            
Gimme Danger,2016,0.44,Last genre,
Laggies,2014,0.44,First genre,Comedy
Laggies,2014,0.44,Second genre, Drama
Laggies,2014,0.44,Last genre,Romance
Teen Spirit,2018,0.44,First genre,Drama
Teen Spirit,2018,0.44,Second genre, Music            
Teen Spirit,2018,0.44,Last genre,
Upstream Color,2013,0.44,First genre,Drama
Upstream Color,2013,0.44,Second genre, Sci-Fi            
Upstream Color,2013,0.44,Last genre,
Listen to Me Marlon,2015,0.43,First genre,Documentary
Listen to Me Marlon,2015,0.43,Second genre, Biography            
Listen to Me Marlon,2015,0.43,Last genre,
Saint Laurent,2014,0.43,First genre,Biography
Saint Laurent,2014,0.43,Second genre, Drama
Saint Laurent,2014,0.43,Last genre,Romance
Jiang hu er nü,2018,0.42,First genre,Crime
Jiang hu er nü,2018,0.42,Second genre, Drama
Jiang hu er nü,2018,0.42,Last genre,Romance
Hail Satan?,2019,0.42,First genre,Documentary
Hail Satan?,2019,0.42,Second genre,
Hail Satan?,2019,0.42,Last genre,
Sound City,2013,0.42,First genre,Documentary
Sound City,2013,0.42,Second genre, Music            
Sound City,2013,0.42,Last genre,
In Secret,2013,0.42,First genre,Crime
In Secret,2013,0.42,Second genre, Drama
In Secret,2013,0.42,Last genre,Thriller
I'm Still Here,2010,0.41,First genre,Comedy
I'm Still Here,2010,0.41,Second genre, Drama
I'm Still Here,2010,0.41,Last genre,Music
The Hunting Ground,2015,0.41,First genre,Documentary
The Hunting Ground,2015,0.41,Second genre,
The Hunting Ground,2015,0.41,Last genre,
Kapringen,2012,0.41,First genre,Drama
Kapringen,2012,0.41,Second genre, Thriller            
Kapringen,2012,0.41,Last genre,
Un sac de billes,2017,0.41,First genre,Drama
Un sac de billes,2017,0.41,Second genre,
Un sac de billes,2017,0.41,Last genre,
Sound of My Voice,2011,0.41,First genre,Drama
Sound of My Voice,2011,0.41,Second genre, Mystery
Sound of My Voice,2011,0.41,Last genre,Sci-Fi
Project Nim,2011,0.41,First genre,Documentary
Project Nim,2011,0.41,Second genre,
Project Nim,2011,0.41,Last genre,
Wakolda,2013,0.41,First genre,Drama
Wakolda,2013,0.41,Second genre, History
Wakolda,2013,0.41,Last genre,Thriller
Janis: Little Girl Blue,2015,0.41,First genre,Documentary
Janis: Little Girl Blue,2015,0.41,Second genre, Biography
Janis: Little Girl Blue,2015,0.41,Last genre,Music
Cold in July,2014,0.41,First genre,Crime
Cold in July,2014,0.41,Second genre, Thriller            
Cold in July,2014,0.41,Last genre,
We the Animals,2018,0.4,First genre,Drama
We the Animals,2018,0.4,Second genre,
We the Animals,2018,0.4,Last genre,
The Oath,2018,0.4,First genre,Comedy
The Oath,2018,0.4,Second genre, Thriller            
